Wage_Date,State_From,"Agriculture, forestry and fishing",Business services,Construction,"Electricity, gas, water and waste management",Financial intermediation,Manufacturing,Mining,Personal services,Public administration,Real estate and housing services,"Transport, communications and information services",Unemployment,"Wholesale and retail trade, accommodation and food services"
2008-08-01,Real estate and housing services,0.006098,0.022358,0.028455,0.0,0.018293,0.00813,0.0,0.030488,0.002033,0.0,0.012195,0.689024,0.182927
2008-08-01,"Transport, communications and information services",0.003697,0.026802,0.012939,0.001232,0.02557,0.007702,0.00154,0.015404,9.24E-4,0.00154,0.0,0.884473,0.018176
2008-08-01,Unemployment,0.100641,0.145536,0.258584,0.003751,0.026661,0.094062,0.00756,0.112701,0.010387,0.00779,0.078539,0.0,0.153788
2008-08-01,"Wholesale and retail trade, accommodation and food services",0.003969,0.020458,0.011756,6.11E-4,0.02229,0.012366,0.001832,0.023359,0.001985,3.05E-4,0.009771,0.891298,0.0
2008-09-01,"Agriculture, forestry and fishing",0.0,0.008612,0.01747,0.003199,0.006152,0.005659,4.92E-4,0.006398,2.46E-4,0.0,0.002953,0.939469,0.00935
2008-09-01,Business services,0.007361,0.0,0.037497,0.00253,0.029906,0.020474,0.009892,0.031286,0.00115,0.0023,0.018403,0.808604,0.030596
2008-09-01,Construction,0.006412,0.025336,0.0,0.001564,0.011886,0.017986,0.004848,0.011573,0.001408,0.001408,0.006412,0.900688,0.010479
2008-09-01,"Electricity, gas, water and waste management",0.012903,0.025806,0.058065,0.0,0.025806,0.012903,0.012903,0.025806,0.006452,0.0,0.019355,0.793548,0.006452
2008-09-01,Financial intermediation,0.016598,0.078838,0.0492,0.002371,0.0,0.048607,0.010077,0.093657,0.002371,0.005335,0.042679,0.568465,0.081802
2008-09-01,Manufacturing,0.012468,0.016624,0.029731,6.39E-4,0.02078,0.0,0.003517,0.015665,0.001279,3.2E-4,0.01087,0.859974,0.028133
2008-09-01,Mining,0.001603,0.012821,0.024038,0.0,0.022436,0.004808,0.0,0.012821,0.001603,0.0,0.004808,0.903846,0.011218
2008-09-01,Personal services,0.011916,0.038497,0.019859,0.00275,0.037886,0.022304,0.002139,0.0,0.003972,0.002444,0.02322,0.809044,0.02597
2008-09-01,Public administration,0.008929,0.029762,0.041667,0.002976,0.017857,0.050595,0.0,0.050595,0.0,0.0,0.008929,0.747024,0.041667
2008-09-01,Real estate and housing services,0.017986,0.043165,0.032374,0.0,0.064748,0.003597,0.0,0.100719,0.007194,0.0,0.007194,0.582734,0.140288
2008-09-01,"Transport, communications and information services",0.005771,0.035449,0.025556,8.24E-4,0.029266,0.01319,0.00371,0.018549,8.24E-4,4.12E-4,0.0,0.849959,0.016488
2008-09-01,Unemployment,0.103478,0.138622,0.230489,0.00411,0.034219,0.08976,0.034424,0.108103,0.009557,0.008735,0.072599,0.0,0.165905
2008-09-01,"Wholesale and retail trade, accommodation and food services",0.007694,0.030117,0.01341,4.4E-4,0.02528,0.015828,0.001539,0.019345,0.002638,0.002198,0.011651,0.869862,0.0
2008-10-01,"Agriculture, forestry and fishing",0.0,0.011278,0.020886,0.001253,0.015038,0.013367,4.18E-4,0.013367,0.001671,4.18E-4,0.008354,0.903509,0.010443
2008-10-01,Business services,0.00696,0.0,0.0467,0.002694,0.03278,0.019758,0.006736,0.03727,0.002694,0.001572,0.025595,0.78379,0.033453
2008-10-01,Construction,0.009517,0.030256,0.0,0.001563,0.012642,0.017188,0.005824,0.009801,0.001563,0.001705,0.00767,0.89304,0.009233
2008-10-01,"Electricity, gas, water and waste management",0.012658,0.031646,0.050633,0.0,0.044304,0.018987,0.0,0.0,0.0,0.0,0.018987,0.759494,0.063291
2008-10-01,Financial intermediation,0.022895,0.078287,0.060561,0.00517,0.0,0.050222,0.014032,0.095273,7.39E-4,0.014032,0.047267,0.527326,0.084195
2008-10-01,Manufacturing,0.012278,0.020805,0.044338,6.82E-4,0.032401,0.0,0.004434,0.017394,0.002046,6.82E-4,0.010914,0.815143,0.038881
2008-10-01,Mining,0.0,0.037356,0.04023,0.002874,0.045977,0.025862,0.0,0.017241,0.002874,0.0,0.008621,0.807471,0.011494
2008-10-01,Personal services,0.008914,0.04039,0.024513,0.001393,0.049582,0.018942,0.002507,0.0,0.007521,0.001671,0.01922,0.795543,0.029805
2008-10-01,Public administration,0.0,0.026144,0.026144,0.0,0.026144,0.01634,0.0,0.052288,0.0,0.003268,0.022876,0.781046,0.045752
2008-10-01,Real estate and housing services,0.008772,0.04386,0.030702,0.0,0.048246,0.013158,0.0,0.030702,0.004386,0.0,0.008772,0.789474,0.02193
2008-10-01,"Transport, communications and information services",0.011956,0.027327,0.023911,8.54E-4,0.04526,0.010248,0.007686,0.019641,0.001708,8.54E-4,0.0,0.825363,0.025192
2008-10-01,Unemployment,0.145233,0.127944,0.191673,0.008541,0.064629,0.09862,0.040907,0.086932,0.008887,0.007746,0.078772,0.0,0.140115
2008-10-01,"Wholesale and retail trade, accommodation and food services",0.013836,0.02306,0.014638,4.01E-4,0.031482,0.017846,0.003208,0.017846,0.002807,4.01E-4,0.013435,0.861039,0.0
2008-11-01,"Agriculture, forestry and fishing",0.0,0.010479,0.030388,0.0,0.009431,0.00978,3.49E-4,0.009431,0.0,0.0,0.005239,0.90744,0.017464
2008-11-01,Business services,0.008822,0.0,0.048434,0.001981,0.022326,0.020526,0.002701,0.018005,0.002701,0.00126,0.015304,0.827872,0.030068
2008-11-01,Construction,0.010582,0.026842,0.0,0.001678,0.010453,0.01226,0.002581,0.011098,0.002323,0.002452,0.008904,0.901923,0.008904
2008-11-01,"Electricity, gas, water and waste management",0.01487,0.037175,0.022305,0.0,0.018587,0.003717,0.003717,0.01487,0.003717,0.0,0.003717,0.877323,0.0
2008-11-01,Financial intermediation,0.009615,0.044231,0.025641,0.001923,0.0,0.028205,0.00641,0.052244,0.001282,0.001603,0.030449,0.749038,0.049359
2008-11-01,Manufacturing,0.011836,0.019463,0.032088,7.89E-4,0.021831,0.0,0.002367,0.010258,0.001841,5.26E-4,0.008417,0.872436,0.018148
2008-11-01,Mining,7.5E-4,0.007496,0.017241,0.0,0.021739,0.005997,0.0,0.003748,0.0,0.0,0.003748,0.937031,0.002249
2008-11-01,Personal services,0.012711,0.032685,0.016602,2.59E-4,0.039429,0.016083,0.001556,0.0,0.005188,0.002594,0.020233,0.822827,0.029831
2008-11-01,Public administration,0.016529,0.035813,0.030303,0.0,0.011019,0.011019,0.00551,0.035813,0.0,0.002755,0.013774,0.785124,0.052342
2008-11-01,Real estate and housing services,0.0,0.016438,0.041096,0.0,0.027397,0.010959,0.00274,0.032877,0.0,0.0,0.008219,0.852055,0.008219
2008-11-01,"Transport, communications and information services",0.004577,0.027133,0.019287,0.001308,0.03171,0.003923,0.002615,0.012749,0.002615,3.27E-4,0.0,0.874142,0.019614
2008-11-01,Unemployment,0.174573,0.131615,0.224522,0.004204,0.022484,0.089571,0.01339,0.10127,0.009506,0.006626,0.07248,0.0,0.149758
2008-11-01,"Wholesale and retail trade, accommodation and food services",0.00922,0.018781,0.014,3.41E-4,0.024415,0.016732,6.83E-4,0.013488,0.002732,0.001537,0.014,0.88407,0.0
2008-12-01,"Agriculture, forestry and fishing",0.0,0.019603,0.012252,8.17E-4,0.009257,0.009257,5.45E-4,0.0422,0.00245,0.001634,0.006534,0.881024,0.01443
2008-12-01,Business services,0.01024,0.0,0.036573,0.002926,0.025287,0.01442,0.002717,0.024033,0.002508,0.002299,0.018809,0.831766,0.028422
2008-12-01,Construction,0.011362,0.023781,0.0,0.001982,0.010569,0.011758,0.003964,0.009777,0.001321,0.002774,0.006474,0.906328,0.009909
2008-12-01,"Electricity, gas, water and waste management",0.0,0.042781,0.048128,0.0,0.010695,0.010695,0.0,0.005348,0.0,0.0,0.005348,0.855615,0.02139
2008-12-01,Financial intermediation,0.014507,0.054159,0.03675,0.002418,0.0,0.037234,0.010155,0.074468,9.67E-4,0.006286,0.046905,0.646518,0.069632
2008-12-01,Manufacturing,0.010925,0.015807,0.018596,4.65E-4,0.018596,0.0,0.002092,0.00953,0.001162,6.97E-4,0.008601,0.896792,0.016736
2008-12-01,Mining,0.007667,0.012048,0.013143,0.001095,0.017525,0.006572,0.0,0.003286,0.0,0.0,0.003286,0.930997,0.004381
2008-12-01,Personal services,0.011389,0.03,0.025556,8.33E-4,0.0375,0.0125,0.001667,0.0,0.003056,0.002778,0.015,0.836389,0.023333
2008-12-01,Public administration,0.017115,0.056235,0.066015,0.002445,0.01956,0.007335,0.0,0.05868,0.0,0.0,0.01956,0.728606,0.02445
2008-12-01,Real estate and housing services,0.02649,0.009934,0.069536,0.0,0.023179,0.003311,0.009934,0.009934,0.003311,0.0,0.006623,0.741722,0.096026
2008-12-01,"Transport, communications and information services",0.011905,0.026114,0.019969,0.001536,0.028034,0.009601,0.003072,0.019585,0.00192,0.001152,0.0,0.863671,0.013441
2008-12-01,Unemployment,0.154617,0.141175,0.197312,0.004568,0.029035,0.08829,0.010322,0.104893,0.012563,0.007555,0.079636,0.0,0.170034
2008-12-01,"Wholesale and retail trade, accommodation and food services",0.008596,0.01792,0.008159,2.91E-4,0.017191,0.009907,0.001603,0.015589,0.002185,8.74E-4,0.010344,0.907343,0.0
2009-01-01,"Agriculture, forestry and fishing",0.0,0.010941,0.014588,9.12E-4,0.006929,0.009847,3.65E-4,0.005653,0.001094,0.001094,0.004559,0.931802,0.012217
2009-01-01,Business services,0.008033,0.0,0.031475,0.002131,0.025574,0.011639,0.002131,0.029672,0.003115,9.84E-4,0.024426,0.837869,0.022951
2009-01-01,Construction,0.007636,0.027884,0.0,0.001504,0.010413,0.014231,0.003587,0.00833,0.002777,0.002893,0.004859,0.907208,0.008678
2009-01-01,"Electricity, gas, water and waste management",0.01487,0.066914,0.033457,0.0,0.037175,0.007435,0.003717,0.026022,0.0,0.0,0.003717,0.791822,0.01487
2009-01-01,Financial intermediation,0.01827,0.07899,0.038152,0.001612,0.0,0.040301,0.008598,0.069855,0.002687,0.00806,0.032778,0.638366,0.062332
2009-01-01,Manufacturing,0.016753,0.020361,0.029381,5.15E-4,0.022938,0.0,0.00232,0.01134,0.001031,5.15E-4,0.012371,0.86366,0.018814
2009-01-01,Mining,0.003722,0.024814,0.024814,0.001241,0.024814,0.023573,0.0,0.008685,0.001241,0.0,0.006203,0.870968,0.009926
2009-01-01,Personal services,0.008486,0.035829,0.015274,0.003206,0.023006,0.011691,0.002074,0.0,0.008297,0.002074,0.013012,0.855553,0.021497
2009-01-01,Public administration,0.012613,0.014414,0.018018,0.0,0.005405,0.010811,0.007207,0.028829,0.0,0.0,0.012613,0.861261,0.028829
2009-01-01,Real estate and housing services,0.020202,0.026936,0.043771,0.0,0.043771,0.013468,0.003367,0.037037,0.0,0.0,0.010101,0.784512,0.016835
2009-01-01,"Transport, communications and information services",0.010201,0.032982,0.020401,0.00102,0.037062,0.010881,0.00374,0.014621,0.00272,0.00136,0.0,0.842231,0.022781
2009-01-01,Unemployment,0.113603,0.128935,0.177133,0.006973,0.054192,0.117762,0.019002,0.093174,0.011091,0.006483,0.074295,0.0,0.197358
2009-01-01,"Wholesale and retail trade, accommodation and food services",0.009591,0.019746,0.010155,4.23E-4,0.018477,0.012694,0.001269,0.017066,0.004513,0.015515,0.010437,0.880113,0.0
2009-02-01,"Agriculture, forestry and fishing",0.0,0.006089,0.013193,8.12E-4,0.005683,0.01299,0.001015,0.004668,8.12E-4,4.06E-4,0.006901,0.93424,0.013193
2009-02-01,Business services,0.005435,0.0,0.031773,0.002926,0.023829,0.014005,0.005644,0.019022,0.001672,0.002717,0.018604,0.852007,0.022366
2009-02-01,Construction,0.007501,0.01953,0.0,0.00283,0.011039,0.016275,0.003114,0.006935,0.002123,0.001132,0.010614,0.912397,0.00651
2009-02-01,"Electricity, gas, water and waste management",0.010363,0.051813,0.041451,0.0,0.041451,0.015544,0.005181,0.005181,0.0,0.0,0.005181,0.80829,0.015544
2009-02-01,Financial intermediation,0.023582,0.07187,0.044357,0.005053,0.0,0.050533,0.010668,0.061202,0.00393,0.004492,0.070185,0.584503,0.069624
2009-02-01,Manufacturing,0.01408,0.018059,0.0352,0.002449,0.025712,0.0,0.003061,0.013468,0.002143,9.18E-4,0.008264,0.861035,0.015611
2009-02-01,Mining,0.003247,0.019481,0.022727,0.001623,0.017857,0.011364,0.0,0.0,0.003247,0.0,0.00487,0.909091,0.006494
2009-02-01,Personal services,0.008946,0.044451,0.020688,0.001398,0.026559,0.015656,0.003075,0.0,0.003634,0.005032,0.017892,0.824993,0.027677
2009-02-01,Public administration,0.008571,0.022857,0.04,0.005714,0.017143,0.011429,0.0,0.028571,0.0,0.0,0.014286,0.777143,0.074286
2009-02-01,Real estate and housing services,0.0,0.039157,0.078313,0.003012,0.021084,0.006024,0.003012,0.009036,0.006024,0.0,0.006024,0.813253,0.01506
2009-02-01,"Transport, communications and information services",0.008655,0.02439,0.023603,0.00236,0.031078,0.006688,0.002754,0.01967,0.006294,0.002754,0.0,0.853265,0.018489
2009-02-01,Unemployment,0.140612,0.135126,0.212435,0.005603,0.036067,0.103416,0.023967,0.082134,0.008793,0.00677,0.075986,0.0,0.169092
2009-02-01,"Wholesale and retail trade, accommodation and food services",0.010977,0.023467,0.011355,5.68E-4,0.02025,0.011734,0.001325,0.01514,0.003217,0.024603,0.01022,0.867146,0.0
2009-03-01,"Agriculture, forestry and fishing",0.0,0.006771,0.0119,6.16E-4,0.008822,0.015183,6.16E-4,0.011079,0.001436,6.16E-4,0.002257,0.92183,0.018876
2009-03-01,Business services,0.006505,0.0,0.031949,0.001913,0.027167,0.017792,0.001531,0.029845,0.003444,0.00287,0.015305,0.829156,0.032523
2009-03-01,Construction,0.006479,0.019732,0.0,0.004565,0.017229,0.012811,0.002356,0.013106,0.001914,0.002651,0.006774,0.904432,0.007952
