Wage_Date,Skilled,Unskilled
2012-06-01,8.49,91.51
2012-07-01,8.47,91.53
2012-08-01,8.46,91.54
2012-09-01,8.52,91.48
2012-10-01,8.42,91.58
2012-11-01,8.31,91.69
2012-12-01,8.3,91.7
2013-01-01,8.26,91.74
2013-02-01,8.25,91.75
2013-03-01,8.33,91.67
2013-04-01,8.34,91.66
2013-05-01,8.42,91.58
2013-06-01,8.43,91.57
2013-07-01,8.4,91.6
2013-08-01,8.41,91.59
2013-09-01,8.46,91.54
2013-10-01,8.4,91.6
2013-11-01,8.29,91.71
2013-12-01,8.24,91.76
2014-01-01,8.23,91.77
2014-02-01,8.19,91.81
2014-03-01,8.27,91.73
2014-04-01,8.31,91.69
2014-05-01,8.39,91.61
2014-06-01,8.4,91.6
2014-07-01,8.37,91.63
2014-08-01,8.37,91.63
2014-09-01,8.42,91.58
2014-10-01,8.34,91.66
2014-11-01,8.23,91.77
2014-12-01,8.19,91.81
2015-01-01,8.16,91.84
2015-02-01,8.15,91.85
2015-03-01,8.23,91.77
2015-04-01,8.23,91.77
2015-05-01,8.32,91.68
2015-06-01,8.32,91.68
2015-07-01,8.32,91.68
2015-08-01,8.31,91.69
2015-09-01,8.32,91.68
2015-10-01,8.27,91.73
2015-11-01,8.2,91.8
2015-12-01,8.11,91.89
2016-01-01,8.06,91.94
2016-02-01,8.05,91.95
2016-03-01,8.14,91.86
2016-04-01,8.17,91.83
2016-05-01,8.25,91.75
2016-06-01,8.25,91.75
2016-07-01,8.25,91.75
2016-08-01,8.26,91.74
2016-09-01,8.31,91.69
2016-10-01,8.25,91.75
2016-11-01,8.12,91.88
2016-12-01,8.05,91.95
2017-01-01,8.04,91.96
2017-02-01,8.05,91.95
2017-03-01,8.14,91.86
2017-04-01,8.23,91.77
2017-05-01,8.27,91.73
2017-06-01,8.28,91.72
2017-07-01,8.26,91.74
2017-08-01,8.26,91.74
2017-09-01,8.31,91.69
2017-10-01,8.25,91.75
2017-11-01,8.11,91.89
2017-12-01,8.01,91.99
2018-01-01,7.95,92.05
2018-02-01,7.97,92.03
2018-03-01,8.05,91.95
2018-04-01,8.12,91.88
2018-05-01,8.18,91.82
2018-06-01,8.19,91.81
2018-07-01,8.19,91.81
2018-08-01,8.18,91.82
2018-09-01,8.23,91.77
2018-10-01,8.16,91.84
2018-11-01,8.04,91.96
2018-12-01,7.93,92.07
2019-01-01,7.9,92.1
2019-02-01,7.9,92.1
2019-03-01,8.02,91.98
2019-04-01,8.07,91.93
2019-05-01,8.13,91.87
2019-06-01,8.13,91.87
2019-07-01,8.1,91.9
2019-08-01,8.1,91.9
2019-09-01,8.14,91.86
2019-10-01,8.09,91.91
2019-11-01,7.96,92.04
2019-12-01,7.85,92.15
2020-01-01,7.82,92.18
2020-02-01,7.81,92.19
2020-03-01,7.91,92.09
2020-04-01,8.09,91.91
2020-05-01,8.17,91.83
2020-06-01,8.18,91.82
2020-07-01,8.16,91.84
2020-08-01,8.15,91.85
2020-09-01,8.16,91.84
2020-10-01,7.87,92.13
2020-11-01,7.7,92.3
2020-12-01,7.62,92.38
2021-01-01,7.64,92.36
2021-02-01,7.67,92.33
2021-03-01,7.73,92.27
2021-04-01,7.82,92.18
2021-05-01,7.9,92.1
2021-06-01,7.93,92.07
2021-07-01,7.9,92.1
2021-08-01,7.85,92.15
2021-09-01,7.84,92.16
2021-10-01,7.79,92.21
2021-11-01,7.66,92.34
2021-12-01,7.54,92.46
2022-01-01,7.48,92.52
2022-02-01,7.47,92.53
2022-03-01,7.48,92.52
2022-04-01,7.5,92.5
2022-05-01,7.49,92.51
2022-06-01,7.46,92.54
2022-07-01,7.42,92.58
2022-08-01,7.4,92.6
2022-09-01,7.4,92.6
2022-10-01,7.33,92.67
2022-11-01,7.17,92.83
2022-12-01,7.05,92.95
2023-01-01,7.06,92.94
2023-02-01,7.08,92.92
2023-03-01,7.15,92.85
2023-04-01,7.22,92.78
2023-05-01,7.22,92.78
2023-06-01,7.22,92.78
2023-07-01,7.21,92.79
2023-08-01,7.2,92.8
2023-09-01,7.22,92.78
2023-10-01,7.17,92.83
2023-11-01,7.09,92.91
2023-12-01,6.94,93.06
2024-01-01,6.91,93.09
2024-02-01,6.95,93.05
2024-03-01,7.0,93.0
2024-04-01,7.04,92.96
2024-05-01,7.06,92.94
2024-06-01,7.05,92.95
2024-07-01,7.01,92.99
2024-08-01,6.98,93.02
2024-09-01,7.0,93.0
2024-10-01,6.91,93.09
2024-11-01,6.78,93.22
2024-12-01,6.65,93.35
2025-01-01,6.71,93.29
2025-02-01,6.74,93.26
2025-03-01,6.82,93.18
