Wage_Date,State_From,Employment,Unemployment
2011-02-01,Unemployment,0.078266,0.921734
2011-03-01,Employment,0.946266,0.053734
2011-03-01,Unemployment,0.134995,0.865005
2011-04-01,Employment,0.952788,0.047212
2011-04-01,Unemployment,0.096208,0.903792
2011-05-01,Employment,0.960603,0.039397
2011-05-01,Unemployment,0.077191,0.922809
2011-06-01,Employment,0.967736,0.032264
2011-06-01,Unemployment,0.068663,0.931337
2011-07-01,Employment,0.968542,0.031458
2011-07-01,Unemployment,0.070133,0.929867
2011-08-01,Employment,0.970248,0.029752
2011-08-01,Unemployment,0.075014,0.924986
2011-09-01,Employment,0.972364,0.027636
2011-09-01,Unemployment,0.071241,0.928759
2011-10-01,Employment,0.973551,0.026449
2011-10-01,Unemployment,0.073746,0.926254
2011-11-01,Employment,0.974841,0.025159
2011-11-01,Unemployment,0.078151,0.921849
2011-12-01,Employment,0.971245,0.028755
2011-12-01,Unemployment,0.080849,0.919151
2012-01-01,Employment,0.950603,0.049397
2012-01-01,Unemployment,0.094054,0.905946
2012-02-01,Employment,0.95988,0.04012
2012-02-01,Unemployment,0.07498,0.92502
2012-03-01,Employment,0.952771,0.047229
2012-03-01,Unemployment,0.137879,0.862121
2012-04-01,Employment,0.957166,0.042834
2012-04-01,Unemployment,0.092383,0.907617
2012-05-01,Employment,0.967294,0.032706
2012-05-01,Unemployment,0.071822,0.928178
2012-06-01,Employment,0.969757,0.030243
2012-06-01,Unemployment,0.074664,0.925336
2012-07-01,Employment,0.972257,0.027743
2012-07-01,Unemployment,0.068283,0.931717
2012-08-01,Employment,0.9728,0.0272
2012-08-01,Unemployment,0.079773,0.920227
2012-09-01,Employment,0.971747,0.028253
2012-09-01,Unemployment,0.062434,0.937566
2012-10-01,Employment,0.975713,0.024287
2012-10-01,Unemployment,0.077147,0.922853
2012-11-01,Employment,0.975046,0.024954
2012-11-01,Unemployment,0.075004,0.924996
2012-12-01,Employment,0.971687,0.028313
2012-12-01,Unemployment,0.0793,0.9207
2013-01-01,Employment,0.950947,0.049053
2013-01-01,Unemployment,0.097361,0.902639
2013-02-01,Employment,0.957846,0.042154
2013-02-01,Unemployment,0.076424,0.923576
2013-03-01,Employment,0.951443,0.048557
2013-03-01,Unemployment,0.134615,0.865385
2013-04-01,Employment,0.9583,0.0417
2013-04-01,Unemployment,0.098756,0.901244
2013-05-01,Employment,0.96463,0.03537
2013-05-01,Unemployment,0.074356,0.925644
2013-06-01,Employment,0.969692,0.030308
2013-06-01,Unemployment,0.07275,0.92725
2013-07-01,Employment,0.971393,0.028607
2013-07-01,Unemployment,0.070968,0.929032
2013-08-01,Employment,0.971376,0.028624
2013-08-01,Unemployment,0.077644,0.922356
2013-09-01,Employment,0.969229,0.030771
2013-09-01,Unemployment,0.059971,0.940029
2013-10-01,Employment,0.972465,0.027535
2013-10-01,Unemployment,0.077503,0.922497
2013-11-01,Employment,0.972836,0.027164
2013-11-01,Unemployment,0.076248,0.923752
2013-12-01,Employment,0.971049,0.028951
2013-12-01,Unemployment,0.077307,0.922693
2014-01-01,Employment,0.950169,0.049831
2014-01-01,Unemployment,0.093124,0.906876
2014-02-01,Employment,0.959033,0.040967
2014-02-01,Unemployment,0.071418,0.928582
2014-03-01,Employment,0.953471,0.046529
2014-03-01,Unemployment,0.131834,0.868166
2014-04-01,Employment,0.95814,0.04186
2014-04-01,Unemployment,0.093454,0.906546
2014-05-01,Employment,0.965927,0.034073
2014-05-01,Unemployment,0.072538,0.927462
2014-06-01,Employment,0.968904,0.031096
2014-06-01,Unemployment,0.067685,0.932315
2014-07-01,Employment,0.971132,0.028868
2014-07-01,Unemployment,0.069512,0.930488
2014-08-01,Employment,0.970213,0.029787
2014-08-01,Unemployment,0.073291,0.926709
2014-09-01,Employment,0.972415,0.027585
2014-09-01,Unemployment,0.064424,0.935576
2014-10-01,Employment,0.974537,0.025463
2014-10-01,Unemployment,0.076135,0.923865
2014-11-01,Employment,0.975375,0.024625
2014-11-01,Unemployment,0.074941,0.925059
2014-12-01,Employment,0.97317,0.02683
2014-12-01,Unemployment,0.078043,0.921957
2015-01-01,Employment,0.953202,0.046798
2015-01-01,Unemployment,0.089435,0.910565
2015-02-01,Employment,0.961711,0.038289
2015-02-01,Unemployment,0.070739,0.929261
2015-03-01,Employment,0.956269,0.043731
2015-03-01,Unemployment,0.127232,0.872768
2015-04-01,Employment,0.960004,0.039996
2015-04-01,Unemployment,0.085776,0.914224
2015-05-01,Employment,0.968792,0.031208
2015-05-01,Unemployment,0.068309,0.931691
2015-06-01,Employment,0.972555,0.027445
2015-06-01,Unemployment,0.069831,0.930169
2015-07-01,Employment,0.974087,0.025913
2015-07-01,Unemployment,0.068333,0.931667
2015-08-01,Employment,0.972266,0.027734
2015-08-01,Unemployment,0.069967,0.930033
2015-09-01,Employment,0.970914,0.029086
2015-09-01,Unemployment,0.063758,0.936242
2015-10-01,Employment,0.97496,0.02504
2015-10-01,Unemployment,0.072412,0.927588
2015-11-01,Employment,0.976606,0.023394
2015-11-01,Unemployment,0.076479,0.923521
2015-12-01,Employment,0.972416,0.027584
2015-12-01,Unemployment,0.07581,0.92419
2016-01-01,Employment,0.954815,0.045185
2016-01-01,Unemployment,0.085133,0.914867
2016-02-01,Employment,0.964593,0.035407
2016-02-01,Unemployment,0.072267,0.927733
2016-03-01,Employment,0.958231,0.041769
2016-03-01,Unemployment,0.12496,0.87504
2016-04-01,Employment,0.964166,0.035834
2016-04-01,Unemployment,0.087331,0.912669
2016-05-01,Employment,0.968247,0.031753
2016-05-01,Unemployment,0.07331,0.92669
2016-06-01,Employment,0.971551,0.028449
2016-06-01,Unemployment,0.065068,0.934932
2016-07-01,Employment,0.97364,0.02636
2016-07-01,Unemployment,0.065811,0.934189
2016-08-01,Employment,0.973584,0.026416
2016-08-01,Unemployment,0.075666,0.924334
2016-09-01,Employment,0.973891,0.026109
2016-09-01,Unemployment,0.066312,0.933688
2016-10-01,Employment,0.974755,0.025245
2016-10-01,Unemployment,0.066642,0.933358
2016-11-01,Employment,0.976718,0.023282
2016-11-01,Unemployment,0.074719,0.925281
2016-12-01,Employment,0.97295,0.02705
2016-12-01,Unemployment,0.071067,0.928933
2017-01-01,Employment,0.957736,0.042264
2017-01-01,Unemployment,0.083999,0.916001
2017-02-01,Employment,0.965309,0.034691
2017-02-01,Unemployment,0.068367,0.931633
2017-03-01,Employment,0.960862,0.039138
2017-03-01,Unemployment,0.124366,0.875634
2017-04-01,Employment,0.965816,0.034184
2017-04-01,Unemployment,0.080246,0.919754
2017-05-01,Employment,0.970983,0.029017
2017-05-01,Unemployment,0.072434,0.927566
2017-06-01,Employment,0.973346,0.026654
2017-06-01,Unemployment,0.071134,0.928866
2017-07-01,Employment,0.975088,0.024912
2017-07-01,Unemployment,0.069981,0.930019
2017-08-01,Employment,0.97238,0.02762
2017-08-01,Unemployment,0.075918,0.924082
2017-09-01,Employment,0.975214,0.024786
2017-09-01,Unemployment,0.065959,0.934041
2017-10-01,Employment,0.978156,0.021844
2017-10-01,Unemployment,0.074373,0.925627
2017-11-01,Employment,0.979275,0.020725
2017-11-01,Unemployment,0.075829,0.924171
2017-12-01,Employment,0.974401,0.025599
2017-12-01,Unemployment,0.077544,0.922456
2018-01-01,Employment,0.960254,0.039746
2018-01-01,Unemployment,0.089133,0.910867
2018-02-01,Employment,0.966533,0.033467
2018-02-01,Unemployment,0.06854,0.93146
2018-03-01,Employment,0.961951,0.038049
2018-03-01,Unemployment,0.12978,0.87022
2018-04-01,Employment,0.96714,0.03286
2018-04-01,Unemployment,0.08993,0.91007
2018-05-01,Employment,0.969791,0.030209
2018-05-01,Unemployment,0.074316,0.925684
2018-06-01,Employment,0.973644,0.026356
2018-06-01,Unemployment,0.075832,0.924168
2018-07-01,Employment,0.975511,0.024489
2018-07-01,Unemployment,0.068927,0.931073
2018-08-01,Employment,0.975886,0.024114
2018-08-01,Unemployment,0.080748,0.919252
2018-09-01,Employment,0.974905,0.025095
2018-09-01,Unemployment,0.063019,0.936981
2018-10-01,Employment,0.979839,0.020161
2018-10-01,Unemployment,0.083282,0.916718
2018-11-01,Employment,0.97905,0.02095
2018-11-01,Unemployment,0.082299,0.917701
2018-12-01,Employment,0.976056,0.023944
2018-12-01,Unemployment,0.078178,0.921822
2019-01-01,Employment,0.962449,0.037551
2019-01-01,Unemployment,0.091584,0.908416
2019-02-01,Employment,0.9707,0.0293
2019-02-01,Unemployment,0.072545,0.927455
2019-03-01,Employment,0.96503,0.03497
2019-03-01,Unemployment,0.13685,0.86315
2019-04-01,Employment,0.970011,0.029989
2019-04-01,Unemployment,0.090227,0.909773
2019-05-01,Employment,0.973084,0.026916
2019-05-01,Unemployment,0.076444,0.923556
2019-06-01,Employment,0.974568,0.025432
2019-06-01,Unemployment,0.076446,0.923554
2019-07-01,Employment,0.976145,0.023855
2019-07-01,Unemployment,0.078676,0.921324
2019-08-01,Employment,0.976569,0.023431
2019-08-01,Unemployment,0.083295,0.916705
2019-09-01,Employment,0.976554,0.023446
2019-09-01,Unemployment,0.064512,0.935488
2019-10-01,Employment,0.979656,0.020344
2019-10-01,Unemployment,0.080413,0.919587
2019-11-01,Employment,0.978726,0.021274
2019-11-01,Unemployment,0.076068,0.923932
2019-12-01,Employment,0.976724,0.023276
2019-12-01,Unemployment,0.076554,0.923446
2020-01-01,Employment,0.965039,0.034961
2020-01-01,Unemployment,0.089704,0.910296
2020-02-01,Employment,0.972019,0.027981
2020-02-01,Unemployment,0.073788,0.926212
2020-03-01,Employment,0.966201,0.033799
2020-03-01,Unemployment,0.110828,0.889172
2020-04-01,Employment,0.951633,0.048367
2020-04-01,Unemployment,0.040826,0.959174
2020-05-01,Employment,0.96588,0.03412
2020-05-01,Unemployment,0.044274,0.955726
2020-06-01,Employment,0.974874,0.025126
2020-06-01,Unemployment,0.051303,0.948697
2020-07-01,Employment,0.980185,0.019815
2020-07-01,Unemployment,0.052651,0.947349
2020-08-01,Employment,0.98136,0.01864
2020-08-01,Unemployment,0.060377,0.939623
2020-09-01,Employment,0.981128,0.018872
2020-09-01,Unemployment,0.068526,0.931474
2020-10-01,Employment,0.981719,0.018281
2020-10-01,Unemployment,0.093518,0.906482
2020-11-01,Employment,0.982556,0.017444
2020-11-01,Unemployment,0.092037,0.907963
2020-12-01,Employment,0.98018,0.01982
2020-12-01,Unemployment,0.07929,0.92071
2021-01-01,Employment,0.974393,0.025607
2021-01-01,Unemployment,0.091055,0.908945
2021-02-01,Employment,0.976919,0.023081
2021-02-01,Unemployment,0.079863,0.920137
2021-03-01,Employment,0.975004,0.024996
2021-03-01,Unemployment,0.122224,0.877776
2021-04-01,Employment,0.977082,0.022918
2021-04-01,Unemployment,0.090781,0.909219
2021-05-01,Employment,0.979505,0.020495
2021-05-01,Unemployment,0.078665,0.921335
2021-06-01,Employment,0.981182,0.018818
2021-06-01,Unemployment,0.084252,0.915748
2021-07-01,Employment,0.9832,0.0168
2021-07-01,Unemployment,0.085561,0.914439
2021-08-01,Employment,0.981048,0.018952
2021-08-01,Unemployment,0.119603,0.880397
2021-09-01,Employment,0.981995,0.018005
2021-09-01,Unemployment,0.104914,0.895086
2021-10-01,Employment,0.982462,0.017538
2021-10-01,Unemployment,0.09923,0.90077
2021-11-01,Employment,0.982243,0.017757
2021-11-01,Unemployment,0.109385,0.890615
2021-12-01,Employment,0.981526,0.018474
2021-12-01,Unemployment,0.099908,0.900092
2022-01-01,Employment,0.969992,0.030008
2022-01-01,Unemployment,0.112582,0.887418
2022-02-01,Employment,0.974958,0.025042
2022-02-01,Unemployment,0.096014,0.903986
2022-03-01,Employment,0.971828,0.028172
2022-03-01,Unemployment,0.16782,0.83218
2022-04-01,Employment,0.972306,0.027694
2022-04-01,Unemployment,0.127125,0.872875
2022-05-01,Employment,0.975492,0.024508
2022-05-01,Unemployment,0.120196,0.879804
2022-06-01,Employment,0.974594,0.025406
2022-06-01,Unemployment,0.106391,0.893609
2022-07-01,Employment,0.976211,0.023789
2022-07-01,Unemployment,0.105517,0.894483
2022-08-01,Employment,0.977198,0.022802
2022-08-01,Unemployment,0.12717,0.87283
2022-09-01,Employment,0.977922,0.022078
2022-09-01,Unemployment,0.1037,0.8963
2022-10-01,Employment,0.976664,0.023336
2022-10-01,Unemployment,0.11691,0.88309
2022-11-01,Employment,0.979056,0.020944
2022-11-01,Unemployment,0.126146,0.873854
2022-12-01,Employment,0.976252,0.023748
2022-12-01,Unemployment,0.115835,0.884165
2023-01-01,Employment,0.96661,0.03339
2023-01-01,Unemployment,0.126565,0.873435
2023-02-01,Employment,0.975755,0.024245
2023-02-01,Unemployment,0.103533,0.896467
2023-03-01,Employment,0.975683,0.024317
2023-03-01,Unemployment,0.189474,0.810526
2023-04-01,Employment,0.976379,0.023621
2023-04-01,Unemployment,0.139425,0.860575
2023-05-01,Employment,0.979274,0.020726
2023-05-01,Unemployment,0.129312,0.870688
2023-06-01,Employment,0.978951,0.021049
2023-06-01,Unemployment,0.118587,0.881413
2023-07-01,Employment,0.979364,0.020636
2023-07-01,Unemployment,0.124116,0.875884
2023-08-01,Employment,0.98169,0.01831
2023-08-01,Unemployment,0.134198,0.865802
2023-09-01,Employment,0.980657,0.019343
2023-09-01,Unemployment,0.113277,0.886723
2023-10-01,Employment,0.983168,0.016832
2023-10-01,Unemployment,0.138273,0.861727
2023-11-01,Employment,0.982858,0.017142
2023-11-01,Unemployment,0.146581,0.853419
2023-12-01,Employment,0.979967,0.020033
2023-12-01,Unemployment,0.134045,0.865955
2024-01-01,Employment,0.975869,0.024131
2024-01-01,Unemployment,0.155048,0.844952
2024-02-01,Employment,0.978472,0.021528
2024-02-01,Unemployment,0.131898,0.868102
2024-03-01,Employment,0.977853,0.022147
2024-03-01,Unemployment,0.229292,0.770708
2024-04-01,Employment,0.981367,0.018633
2024-04-01,Unemployment,0.185189,0.814811
2024-05-01,Employment,0.981356,0.018644
2024-05-01,Unemployment,0.174476,0.825524
2024-06-01,Employment,0.98179,0.01821
2024-06-01,Unemployment,0.164824,0.835176
2024-07-01,Employment,0.98553,0.01447
2024-07-01,Unemployment,0.191569,0.808431
2024-08-01,Employment,0.984587,0.015413
2024-08-01,Unemployment,0.200076,0.799924
2024-09-01,Employment,0.985867,0.014133
2024-09-01,Unemployment,0.200658,0.799342
2024-10-01,Employment,0.989125,0.010875
2024-10-01,Unemployment,0.241916,0.758084
2024-11-01,Employment,0.989888,0.010112
2024-11-01,Unemployment,0.297125,0.702875
2024-12-01,Employment,0.98849,0.01151
2024-12-01,Unemployment,0.297337,0.702663
2025-01-01,Employment,0.986554,0.013446
2025-01-01,Unemployment,0.41314,0.58686
2025-02-01,Employment,0.992196,0.007804
2025-02-01,Unemployment,0.428616,0.571384
2025-03-01,Employment,1.0,0.0
2025-03-01,Unemployment,1.0,0.0
