Wage_Date,State_From,"Agriculture, forestry and fishing",Business services,Construction,"Electricity, gas, water and waste management",Financial intermediation,Manufacturing,Mining,Personal services,Public administration,Real estate and housing services,"Transport, communications and information services","Unemployment from Agriculture, forestry and fishing",Unemployment from Business services,Unemployment from Construction,"Unemployment from Electricity, gas, water and waste management",Unemployment from Financial intermediation,Unemployment from Manufacturing,Unemployment from Mining,Unemployment from Personal services,Unemployment from Public administration,Unemployment from Real estate and housing services,"Unemployment from Transport, communications and information services","Unemployment from Wholesale and retail trade, accommodation and food services","Wholesale and retail trade, accommodation and food services"
2008-03-01,Unemployment from Mining,0.006536,0.03268,0.084967,0.0,0.0,0.006536,0.235294,0.006536,0.0,0.0,0.006536,0.0,0.0,0.0,0.0,0.0,0.0,0.581699,0.0,0.0,0.0,0.0,0.0,0.039216
2008-03-01,Unemployment from Personal services,0.003075,0.024212,0.020369,0.0,0.008839,0.008455,0.001922,0.357417,0.00269,3.84E-4,0.005765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553805,0.0,0.0,0.0,0.0,0.013067
2008-03-01,Unemployment from Public administration,0.010101,0.005051,0.015152,0.0,0.0,0.015152,0.0,0.010101,0.323232,0.010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60101,0.0,0.0,0.0,0.010101
2008-03-01,Unemployment from Real estate and housing services,0.0,0.036036,0.040541,0.004505,0.013514,0.004505,0.0,0.022523,0.004505,0.207207,0.009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653153,0.0,0.0,0.004505
2008-03-01,"Unemployment from Transport, communications and information services",0.006736,0.022658,0.018371,0.0,0.007348,0.012247,0.001225,0.012247,0.001225,0.001225,0.346601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553582,0.0,0.016534
2008-03-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.008902,0.019041,0.011375,0.0,0.006429,0.015579,4.95E-4,0.011375,7.42E-4,9.89E-4,0.005935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610534,0.308605
2008-03-01,"Wholesale and retail trade, accommodation and food services",4.64E-4,0.001795,0.001092,6.0E-5,0.001855,0.00169,2.54E-4,0.001615,2.54E-4,1.35E-4,8.23E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056357,0.933608
2008-04-01,"Agriculture, forestry and fishing",0.817809,9.75E-4,0.002219,3.4E-5,0.00158,0.00306,1.01E-4,0.001042,1.68E-4,1.35E-4,8.41E-4,0.169951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002085
2008-04-01,Business services,7.62E-4,0.897554,0.003927,2.54E-4,0.002755,0.002227,7.81E-4,0.003028,2.34E-4,2.15E-4,0.00252,0.0,0.077674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008068
2008-04-01,Construction,9.23E-4,0.00375,0.881355,3.2E-4,0.001602,0.002167,8.48E-4,0.001508,2.07E-4,3.2E-4,9.42E-4,0.0,0.0,0.104832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001225
2008-04-01,"Electricity, gas, water and waste management",3.44E-4,0.003098,0.001377,0.952151,0.003442,6.88E-4,0.001033,0.001033,0.001033,0.0,0.001033,0.0,0.0,0.0,0.034423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44E-4
2008-04-01,Financial intermediation,0.001809,0.008109,0.005309,5.25E-4,0.918091,0.004901,8.17E-4,0.005076,8.17E-4,7.58E-4,0.004142,0.0,0.0,0.0,0.0,0.042705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006942
2008-04-01,Manufacturing,8.37E-4,0.001538,0.00303,9.0E-5,0.001673,0.914388,1.58E-4,0.001379,9.0E-5,1.36E-4,7.01E-4,0.0,0.0,0.0,0.0,0.0,0.074102,0.0,0.0,0.0,0.0,0.0,0.0,0.001877
2008-04-01,Mining,0.0,0.002763,0.003531,0.0,0.00261,6.14E-4,0.957476,0.001228,1.54E-4,3.07E-4,0.001228,0.0,0.0,0.0,0.0,0.0,0.0,0.028093,0.0,0.0,0.0,0.0,0.0,0.001996
2008-04-01,Personal services,5.04E-4,0.003204,0.001774,6.0E-5,0.002398,0.001169,1.61E-4,0.929281,2.62E-4,2.62E-4,0.001632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057276,0.0,0.0,0.0,0.0,0.002015
2008-04-01,Public administration,8.86E-4,0.002067,0.007088,2.95E-4,0.001181,0.001772,0.0,0.003249,0.917011,0.0,0.001772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059953,0.0,0.0,0.0,0.004725
2008-04-01,Real estate and housing services,5.4E-4,0.002968,0.002428,2.7E-4,0.004047,8.09E-4,2.7E-4,0.003238,5.4E-4,0.929304,8.09E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053967,0.0,0.0,8.09E-4
2008-04-01,"Transport, communications and information services",4.73E-4,0.002671,0.001753,1.67E-4,0.00217,0.001002,3.62E-4,0.001753,8.3E-5,5.6E-5,0.931551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056401,0.0,0.001558
2008-04-01,"Unemployment from Agriculture, forestry and fishing",0.129652,0.006232,0.01506,1.73E-4,0.002077,0.009867,5.19E-4,0.004501,8.66E-4,1.73E-4,0.003289,0.811321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016271
2008-04-01,Unemployment from Business services,0.0049,0.184029,0.028494,3.63E-4,0.010345,0.013975,0.001633,0.018512,0.001452,9.07E-4,0.010526,0.0,0.697096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027768
2008-04-01,Unemployment from Construction,0.00592,0.018329,0.2426,7.97E-4,0.002505,0.012181,0.001821,0.008197,9.11E-4,0.001594,0.006148,0.0,0.0,0.691371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007628
2008-04-01,"Unemployment from Electricity, gas, water and waste management",0.0,0.034014,0.034014,0.190476,0.0,0.006803,0.006803,0.027211,0.0,0.0,0.006803,0.0,0.0,0.0,0.673469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020408
2008-04-01,Unemployment from Financial intermediation,0.002012,0.036217,0.024145,0.0,0.117706,0.013078,0.0,0.017103,0.002012,0.003018,0.011066,0.0,0.0,0.0,0.0,0.749497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024145
2008-04-01,Unemployment from Manufacturing,0.009006,0.018594,0.0276,5.81E-4,0.00523,0.20337,0.001162,0.011621,0.001162,0.001162,0.006101,0.0,0.0,0.0,0.0,0.0,0.691458,0.0,0.0,0.0,0.0,0.0,0.0,0.022952
2008-04-01,Unemployment from Mining,0.003663,0.029304,0.051282,0.0,0.007326,0.010989,0.131868,0.010989,0.0,0.003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747253,0.0,0.0,0.0,0.0,0.0,0.003663
2008-04-01,Unemployment from Personal services,0.00449,0.020526,0.016036,4.28E-4,0.006414,0.00898,6.41E-4,0.193928,0.002352,0.002352,0.006414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725037,0.0,0.0,0.0,0.0,0.012401
2008-04-01,Unemployment from Public administration,0.006897,0.018391,0.041379,0.002299,0.004598,0.009195,0.002299,0.006897,0.128736,0.002299,0.002299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767816,0.0,0.0,0.0,0.006897
2008-04-01,Unemployment from Real estate and housing services,0.002755,0.013774,0.016529,0.002755,0.011019,0.002755,0.002755,0.016529,0.002755,0.181818,0.008264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727273,0.0,0.0,0.011019
2008-04-01,"Unemployment from Transport, communications and information services",0.005848,0.020273,0.015205,0.00117,0.009357,0.015595,0.00117,0.013255,3.9E-4,3.9E-4,0.220663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68499,0.0,0.011696
2008-04-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.003367,0.016835,0.013308,3.21E-4,0.005291,0.012025,8.02E-4,0.011544,0.001924,8.02E-4,0.006734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71156,0.215488
2008-04-01,"Wholesale and retail trade, accommodation and food services",9.15E-4,0.002058,9.72E-4,8.6E-5,0.001429,0.001629,1.86E-4,0.001586,3.0E-4,8.6E-5,8.57E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074637,0.91526
2008-05-01,"Agriculture, forestry and fishing",0.777501,0.001041,0.002379,3.7E-5,0.001301,0.002788,1.12E-4,0.001338,1.12E-4,7.4E-5,6.69E-4,0.210528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002119
2008-05-01,Business services,5.89E-4,0.917785,0.003634,1.77E-4,0.002416,0.001689,6.28E-4,0.003162,7.9E-5,1.77E-4,0.001807,0.0,0.064814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003044
2008-05-01,Construction,8.03E-4,0.002988,0.882507,7.5E-5,0.001494,0.002147,9.9E-4,0.00127,1.87E-4,5.23E-4,9.34E-4,0.0,0.0,0.104683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001401
2008-05-01,"Electricity, gas, water and waste management",0.0,0.001684,0.001684,0.958909,0.002695,6.74E-4,0.001347,0.002358,3.37E-4,3.37E-4,6.74E-4,0.0,0.0,0.0,0.028292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101
2008-05-01,Financial intermediation,0.002153,0.006749,0.005294,4.07E-4,0.925471,0.003607,9.89E-4,0.006516,1.16E-4,8.73E-4,0.004771,0.0,0.0,0.0,0.0,0.036944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006109
2008-05-01,Manufacturing,8.16E-4,0.001474,0.002313,1.13E-4,0.001995,0.924537,1.81E-4,0.001315,4.5E-5,6.8E-5,8.16E-4,0.0,0.0,0.0,0.0,0.0,0.064148,0.0,0.0,0.0,0.0,0.0,0.0,0.002177
2008-05-01,Mining,0.0,0.002113,0.003472,0.0,0.001358,0.001208,0.964226,4.53E-4,0.0,0.0,0.001057,0.0,0.0,0.0,0.0,0.0,0.0,0.025208,0.0,0.0,0.0,0.0,0.0,9.06E-4
2008-05-01,Personal services,4.94E-4,0.00312,0.001856,5.9E-5,0.002824,0.001619,1.78E-4,0.937789,3.55E-4,1.58E-4,0.001244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048189,0.0,0.0,0.0,0.0,0.002113
2008-05-01,Public administration,5.66E-4,0.002829,0.004243,5.66E-4,0.001132,0.001414,0.0,0.005092,0.932107,2.83E-4,5.66E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04611,0.0,0.0,0.0,0.005092
2008-05-01,Real estate and housing services,2.63E-4,0.005786,0.004997,0.0,0.005786,0.001578,0.001315,0.004734,0.0,0.914782,0.002893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056286,0.0,0.0,0.001578
2008-05-01,"Transport, communications and information services",2.5E-4,0.002468,0.001248,8.3E-5,0.001719,0.001081,6.93E-4,0.001636,8.3E-5,1.66E-4,0.942876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046032,0.0,0.001664
2008-05-01,"Unemployment from Agriculture, forestry and fishing",0.124936,0.007802,0.0116,2.05E-4,0.001745,0.006673,4.11E-4,0.00308,4.11E-4,1.03E-4,0.002977,0.829381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010677
2008-05-01,Unemployment from Business services,0.004733,0.167072,0.024562,0.001407,0.006908,0.010618,0.001791,0.014456,0.001791,0.001151,0.008059,0.0,0.73596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021492
2008-05-01,Unemployment from Construction,0.004469,0.01693,0.220952,8.6E-5,0.001891,0.008766,0.001203,0.007906,0.001375,7.73E-4,0.004211,0.0,0.0,0.723702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007735
2008-05-01,"Unemployment from Electricity, gas, water and waste management",0.005025,0.01005,0.065327,0.130653,0.0,0.01005,0.0,0.005025,0.0,0.0,0.01005,0.0,0.0,0.0,0.748744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015075
2008-05-01,Unemployment from Financial intermediation,0.004739,0.036561,0.014895,0.0,0.119838,0.008802,6.77E-4,0.017603,0.0,0.003385,0.010833,0.0,0.0,0.0,0.0,0.755586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027082
2008-05-01,Unemployment from Manufacturing,0.006541,0.015909,0.025102,0.0,0.003712,0.140004,8.84E-4,0.009192,0.001237,3.54E-4,0.00548,0.0,0.0,0.0,0.0,0.0,0.773025,0.0,0.0,0.0,0.0,0.0,0.0,0.018561
2008-05-01,Unemployment from Mining,0.0,0.02584,0.046512,0.002584,0.002584,0.002584,0.121447,0.010336,0.002584,0.002584,0.010336,0.0,0.0,0.0,0.0,0.0,0.0,0.762274,0.0,0.0,0.0,0.0,0.0,0.010336
2008-05-01,Unemployment from Personal services,0.003048,0.019252,0.017969,1.6E-4,0.005776,0.006097,6.42E-4,0.162843,0.003048,9.63E-4,0.008503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758864,0.0,0.0,0.0,0.0,0.012835
2008-05-01,Unemployment from Public administration,0.005587,0.009311,0.031657,0.0,0.0,0.009311,0.003724,0.011173,0.126629,0.001862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793296,0.0,0.0,0.0,0.007449
2008-05-01,Unemployment from Real estate and housing services,0.0,0.030172,0.025862,0.0,0.00431,0.015086,0.0,0.010776,0.002155,0.146552,0.00431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752155,0.0,0.0,0.008621
2008-05-01,"Unemployment from Transport, communications and information services",0.003436,0.021406,0.013478,7.93E-4,0.005021,0.008457,7.93E-4,0.006342,2.64E-4,7.93E-4,0.188425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738108,0.0,0.012685
2008-05-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.004658,0.015009,0.010558,3.11E-4,0.005072,0.009109,7.25E-4,0.008281,0.001346,5.18E-4,0.005175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756754,0.182486
2008-05-01,"Wholesale and retail trade, accommodation and food services",8.24E-4,0.001677,0.001123,4.3E-5,0.001606,0.001322,4.41E-4,0.001294,1.28E-4,1.14E-4,9.24E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063228,0.927277
2008-06-01,"Agriculture, forestry and fishing",0.855583,0.001104,0.002336,0.0,0.001741,0.001019,8.5E-5,0.001189,0.0,1.7E-4,8.5E-4,0.133798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002124
2008-06-01,Business services,3.3E-4,0.921277,0.003548,2.13E-4,0.002385,0.001571,5.43E-4,0.002327,2.33E-4,2.91E-4,0.001726,0.0,0.062959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002598
2008-06-01,Construction,0.001021,0.003062,0.884992,1.48E-4,0.00128,0.001874,8.35E-4,0.001392,1.48E-4,3.71E-4,7.79E-4,0.0,0.0,0.102891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001206
2008-06-01,"Electricity, gas, water and waste management",0.0,0.003648,0.001658,0.956219,9.95E-4,6.63E-4,3.32E-4,0.002653,6.63E-4,0.0,3.32E-4,0.0,0.0,0.0,0.032172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63E-4
2008-06-01,Financial intermediation,0.001729,0.006916,0.004726,4.61E-4,0.927958,0.005302,6.92E-4,0.007377,2.88E-4,6.34E-4,0.003861,0.0,0.0,0.0,0.0,0.033427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006628
2008-06-01,Manufacturing,9.58E-4,0.001392,0.001917,1.37E-4,0.002008,0.933574,1.37E-4,0.001346,6.8E-5,9.1E-5,5.93E-4,0.0,0.0,0.0,0.0,0.0,0.056409,0.0,0.0,0.0,0.0,0.0,0.0,0.001369
2008-06-01,Mining,1.46E-4,8.76E-4,0.002629,1.46E-4,0.002045,7.3E-4,0.963634,2.92E-4,0.0,0.0,0.003213,0.0,0.0,0.0,0.0,0.0,0.0,0.025413,0.0,0.0,0.0,0.0,0.0,8.76E-4
2008-06-01,Personal services,4.48E-4,0.002472,0.00146,9.7E-5,0.002375,0.001499,1.36E-4,0.941099,3.31E-4,1.36E-4,0.001207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046911,0.0,0.0,0.0,0.0,0.00183
2008-06-01,Public administration,0.001091,0.002999,0.001908,2.73E-4,0.001363,8.18E-4,2.73E-4,0.005725,0.928026,0.0,0.001636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052617,0.0,0.0,0.0,0.003272
2008-06-01,Real estate and housing services,2.63E-4,0.00316,0.00237,0.0,0.00316,2.63E-4,5.27E-4,0.00237,0.0,0.931806,0.00158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051343,0.0,0.0,0.00316
2008-06-01,"Transport, communications and information services",6.31E-4,0.001784,0.001647,1.1E-4,0.002361,7.69E-4,3.02E-4,0.001318,1.37E-4,8.2E-5,0.940214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,0.001345
2008-06-01,"Unemployment from Agriculture, forestry and fishing",0.153544,0.004876,0.009387,2.91E-4,0.001019,0.006404,3.64E-4,0.003784,2.91E-4,2.91E-4,0.002474,0.810581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006695
2008-06-01,Unemployment from Business services,0.004529,0.133547,0.028499,3.31E-4,0.006296,0.014802,0.001215,0.014581,0.001105,0.001105,0.008726,0.0,0.764167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021098
2008-06-01,Unemployment from Construction,0.006345,0.016753,0.208954,1.43E-4,0.001283,0.012832,0.00164,0.008626,6.42E-4,8.55E-4,0.004919,0.0,0.0,0.730092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006915
2008-06-01,"Unemployment from Electricity, gas, water and waste management",0.017167,0.021459,0.038627,0.120172,0.004292,0.025751,0.004292,0.012876,0.0,0.0,0.0,0.0,0.0,0.0,0.729614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025751
2008-06-01,Unemployment from Financial intermediation,0.006282,0.027413,0.013706,5.71E-4,0.110794,0.006853,0.0,0.019417,0.001142,0.002856,0.012564,0.0,0.0,0.0,0.0,0.785837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012564
