Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income,year,month,Avg_Taxable_Income_MA3
2017-01-01,1,"Agriculture, forestry and fishing",563142.6,2017,1,590963.1133333333
2017-02-01,1,"Agriculture, forestry and fishing",566833.34,2017,2,582584.2766666666
2017-03-01,1,"Agriculture, forestry and fishing",575382.31,2017,3,568452.75
2017-04-01,1,"Agriculture, forestry and fishing",570127.49,2017,4,570781.0466666666
2017-05-01,1,"Agriculture, forestry and fishing",573861.65,2017,5,573123.8166666665
2017-06-01,1,"Agriculture, forestry and fishing",559826.75,2017,6,567938.6299999999
2017-07-01,1,"Agriculture, forestry and fishing",568959.95,2017,7,567549.4500000001
2017-08-01,1,"Agriculture, forestry and fishing",574174.76,2017,8,567653.82
2017-09-01,1,"Agriculture, forestry and fishing",601482.05,2017,9,581538.9199999999
2017-10-01,1,"Agriculture, forestry and fishing",578386.93,2017,10,584681.2466666667
2017-11-01,1,"Agriculture, forestry and fishing",586229.45,2017,11,588699.4766666667
2017-12-01,1,"Agriculture, forestry and fishing",625022.8,2017,12,596546.3933333333
2018-01-01,1,"Agriculture, forestry and fishing",594075.18,2018,1,601775.81
2018-02-01,1,"Agriculture, forestry and fishing",591233.87,2018,2,603443.95
2018-03-01,1,"Agriculture, forestry and fishing",607562.61,2018,3,597623.8866666666
2018-04-01,1,"Agriculture, forestry and fishing",603612.23,2018,4,600802.9033333333
2018-05-01,1,"Agriculture, forestry and fishing",603996.35,2018,5,605057.0633333332
2018-06-01,1,"Agriculture, forestry and fishing",594571.23,2018,6,600726.6033333333
2018-07-01,1,"Agriculture, forestry and fishing",596670.34,2018,7,598412.64
2018-08-01,1,"Agriculture, forestry and fishing",647275.77,2018,8,612839.1133333333
2018-09-01,1,"Agriculture, forestry and fishing",687058.87,2018,9,643668.3266666665
2018-10-01,1,"Agriculture, forestry and fishing",650706.18,2018,10,661680.2733333333
2018-11-01,1,"Agriculture, forestry and fishing",657320.55,2018,11,665028.5333333333
2018-12-01,1,"Agriculture, forestry and fishing",726032.99,2018,12,678019.9066666666
2019-01-01,1,"Agriculture, forestry and fishing",685499.12,2019,1,689617.5533333333
2019-02-01,1,"Agriculture, forestry and fishing",687109.14,2019,2,699547.0833333334
2019-03-01,1,"Agriculture, forestry and fishing",677391.4,2019,3,683333.22
2019-04-01,1,"Agriculture, forestry and fishing",675944.23,2019,4,680148.2566666667
2019-05-01,1,"Agriculture, forestry and fishing",681639.88,2019,5,678325.1699999999
2019-06-01,1,"Agriculture, forestry and fishing",636489.89,2019,6,664691.3333333334
2019-07-01,1,"Agriculture, forestry and fishing",667650.97,2019,7,661926.9133333333
2019-08-01,1,"Agriculture, forestry and fishing",670971.99,2019,8,658370.95
2019-09-01,1,"Agriculture, forestry and fishing",720898.43,2019,9,686507.13
2019-10-01,1,"Agriculture, forestry and fishing",679626.4,2019,10,690498.94
2019-11-01,1,"Agriculture, forestry and fishing",686688.56,2019,11,695737.7966666667
2019-12-01,1,"Agriculture, forestry and fishing",729825.89,2019,12,698713.6166666667
2020-01-01,1,"Agriculture, forestry and fishing",737651.13,2020,1,718055.1933333334
2020-02-01,1,"Agriculture, forestry and fishing",740592.89,2020,2,736023.3033333333
2020-03-01,1,"Agriculture, forestry and fishing",760352.46,2020,3,746198.8266666667
2020-04-01,1,"Agriculture, forestry and fishing",775410.38,2020,4,758785.2433333333
2020-05-01,1,"Agriculture, forestry and fishing",774502.34,2020,5,770088.3933333332
2020-06-01,1,"Agriculture, forestry and fishing",766612.57,2020,6,772175.0966666667
2020-07-01,1,"Agriculture, forestry and fishing",760534.08,2020,7,767216.33
2020-08-01,1,"Agriculture, forestry and fishing",763201.54,2020,8,763449.3966666666
2020-09-01,1,"Agriculture, forestry and fishing",801647.34,2020,9,775127.6533333333
2020-10-01,1,"Agriculture, forestry and fishing",745063.69,2020,10,769970.8566666666
2020-11-01,1,"Agriculture, forestry and fishing",748496.67,2020,11,765069.2333333333
2020-12-01,1,"Agriculture, forestry and fishing",805245.6,2020,12,766268.6533333333
2021-01-01,1,"Agriculture, forestry and fishing",753742.35,2021,1,769161.54
2021-02-01,1,"Agriculture, forestry and fishing",745594.75,2021,2,768194.2333333333
2021-03-01,1,"Agriculture, forestry and fishing",761700.09,2021,3,753679.0633333331
2021-04-01,1,"Agriculture, forestry and fishing",764952.6,2021,4,757415.8133333334
2021-05-01,1,"Agriculture, forestry and fishing",770317.51,2021,5,765656.7333333333
2021-06-01,1,"Agriculture, forestry and fishing",774852.16,2021,6,770040.7566666667
2021-07-01,1,"Agriculture, forestry and fishing",791074.71,2021,7,778748.1266666666
2021-08-01,1,"Agriculture, forestry and fishing",787107.2,2021,8,784344.69
2021-09-01,1,"Agriculture, forestry and fishing",822392.56,2021,9,800191.4899999999
2021-10-01,1,"Agriculture, forestry and fishing",797364.17,2021,10,802287.9766666666
2021-11-01,1,"Agriculture, forestry and fishing",806420.18,2021,11,808725.6366666667
2021-12-01,1,"Agriculture, forestry and fishing",879026.02,2021,12,827603.4566666667
2022-01-01,1,"Agriculture, forestry and fishing",823270.29,2022,1,836238.8300000001
2022-02-01,1,"Agriculture, forestry and fishing",826420.42,2022,2,842905.5766666667
2022-03-01,1,"Agriculture, forestry and fishing",843182.34,2022,3,830957.6833333332
2022-04-01,1,"Agriculture, forestry and fishing",843305.54,2022,4,837636.1
2022-05-01,1,"Agriculture, forestry and fishing",880733.36,2022,5,855740.4133333332
2022-06-01,1,"Agriculture, forestry and fishing",878534.05,2022,6,867524.3166666668
2022-07-01,1,"Agriculture, forestry and fishing",887931.83,2022,7,882399.7466666667
2022-08-01,1,"Agriculture, forestry and fishing",898184.92,2022,8,888216.9333333332
2022-09-01,1,"Agriculture, forestry and fishing",943721.3,2022,9,909946.0166666666
2022-10-01,1,"Agriculture, forestry and fishing",911223.08,2022,10,917709.7666666666
2022-11-01,1,"Agriculture, forestry and fishing",925078.31,2022,11,926674.23
2022-12-01,1,"Agriculture, forestry and fishing",960406.48,2022,12,932235.9566666667
2023-01-01,1,"Agriculture, forestry and fishing",906679.8,2023,1,930721.5299999999
2023-02-01,1,"Agriculture, forestry and fishing",912837.13,2023,2,926641.1366666666
2023-03-01,1,"Agriculture, forestry and fishing",919459.69,2023,3,912992.2066666665
2023-04-01,1,"Agriculture, forestry and fishing",923162.82,2023,4,918486.5466666665
2023-05-01,1,"Agriculture, forestry and fishing",1007558.12,2023,5,950060.21
2023-06-01,1,"Agriculture, forestry and fishing",998598.03,2023,6,976439.6566666666
2023-07-01,1,"Agriculture, forestry and fishing",994314.85,2023,7,1000157.0
2023-08-01,1,"Agriculture, forestry and fishing",1004398.19,2023,8,999103.69
2023-09-01,1,"Agriculture, forestry and fishing",1013563.7,2023,9,1004092.2466666666
2023-10-01,1,"Agriculture, forestry and fishing",974591.63,2023,10,997517.8399999999
2023-11-01,1,"Agriculture, forestry and fishing",982144.82,2023,11,990100.0499999998
2023-12-01,1,"Agriculture, forestry and fishing",1058697.27,2023,12,1005144.5733333332
2024-01-01,1,"Agriculture, forestry and fishing",1005627.84,2024,1,1015489.9766666666
2024-02-01,1,"Agriculture, forestry and fishing",998288.77,2024,2,1020871.2933333333
2024-03-01,1,"Agriculture, forestry and fishing",1015562.19,2024,3,1006492.9333333332
2024-04-01,1,"Agriculture, forestry and fishing",1019444.74,2024,4,1011098.5666666668
2024-05-01,1,"Agriculture, forestry and fishing",1024559.55,2024,5,1019855.4933333333
2024-06-01,1,"Agriculture, forestry and fishing",1027279.46,2024,6,1023761.25
2024-07-01,1,"Agriculture, forestry and fishing",1058970.28,2024,7,1036936.43
2024-08-01,1,"Agriculture, forestry and fishing",1060252.11,2024,8,1048833.9500000002
2024-09-01,1,"Agriculture, forestry and fishing",1119722.27,2024,9,1079648.22
2024-10-01,1,"Agriculture, forestry and fishing",1069424.58,2024,10,1083132.9866666666
2024-11-01,1,"Agriculture, forestry and fishing",1085187.59,2024,11,1091444.8133333332
2024-12-01,1,"Agriculture, forestry and fishing",1239823.55,2024,12,1131478.5733333332
2025-01-01,1,"Agriculture, forestry and fishing",1163643.94,2025,1,1162885.0266666666
2025-02-01,1,"Agriculture, forestry and fishing",1163902.85,2025,2,1189123.4466666665
2025-03-01,1,"Agriculture, forestry and fishing",1178132.43,2025,3,1168559.74
2008-01-01,2,Mining,759210.37,2008,1,
2008-02-01,2,Mining,908677.05,2008,2,
2008-03-01,2,Mining,938232.02,2008,3,868706.48
2008-04-01,2,Mining,937724.84,2008,4,928211.3033333333
2008-05-01,2,Mining,942442.79,2008,5,939466.5500000002
2008-06-01,2,Mining,923834.62,2008,6,934667.4166666666
2008-07-01,2,Mining,949495.25,2008,7,938590.8866666667
2008-08-01,2,Mining,767145.6,2008,8,880158.4899999999
2008-09-01,2,Mining,834844.68,2008,9,850495.1766666666
2008-10-01,2,Mining,919686.39,2008,10,840558.89
2008-11-01,2,Mining,811848.3,2008,11,855459.79
2008-12-01,2,Mining,861000.5,2008,12,864178.3966666666
2009-01-01,2,Mining,812743.79,2009,1,828530.8633333333
2009-02-01,2,Mining,803390.57,2009,2,825711.62
2009-03-01,2,Mining,801304.46,2009,3,805812.94
2009-04-01,2,Mining,842218.01,2009,4,815637.68
2009-05-01,2,Mining,833202.55,2009,5,825575.0066666667
2009-06-01,2,Mining,821321.28,2009,6,832247.2800000001
2009-07-01,2,Mining,845709.99,2009,7,833411.2733333333
2009-08-01,2,Mining,854997.25,2009,8,840676.1733333333
2009-09-01,2,Mining,880388.81,2009,9,860365.35
2009-10-01,2,Mining,832080.47,2009,10,855822.1766666668
2009-11-01,2,Mining,810103.88,2009,11,840857.7200000001
2009-12-01,2,Mining,884680.0,2009,12,842288.1166666667
2010-01-01,2,Mining,876705.37,2010,1,857163.0833333334
2010-02-01,2,Mining,889735.44,2010,2,883706.9366666666
2010-03-01,2,Mining,870713.71,2010,3,879051.5066666667
2010-04-01,2,Mining,899326.25,2010,4,886591.7999999999
2010-05-01,2,Mining,912151.23,2010,5,894063.73
2010-06-01,2,Mining,902554.65,2010,6,904677.3766666666
2010-07-01,2,Mining,923411.13,2010,7,912705.6699999999
2010-08-01,2,Mining,909217.83,2010,8,911727.87
2010-09-01,2,Mining,945275.68,2010,9,925968.2133333334
2010-10-01,2,Mining,902715.37,2010,10,919069.6266666666
2010-11-01,2,Mining,901596.72,2010,11,916529.2566666667
2010-12-01,2,Mining,1200137.62,2010,12,1001483.2366666667
2011-01-01,2,Mining,1205707.06,2011,1,1102480.4666666666
2011-02-01,2,Mining,1146951.85,2011,2,1184265.51
2011-03-01,2,Mining,1169810.63,2011,3,1174156.5133333334
2011-04-01,2,Mining,1173144.41,2011,4,1163302.2966666666
2011-05-01,2,Mining,1183893.96,2011,5,1175616.3333333333
2011-06-01,2,Mining,1152774.25,2011,6,1169937.54
2011-07-01,2,Mining,1170727.78,2011,7,1169131.9966666666
2011-08-01,2,Mining,1203327.33,2011,8,1175609.7866666669
2011-09-01,2,Mining,1276180.86,2011,9,1216745.3233333335
2011-10-01,2,Mining,1208410.68,2011,10,1229306.29
2011-11-01,2,Mining,1243815.64,2011,11,1242802.3933333333
2011-12-01,2,Mining,1323685.28,2011,12,1258637.2
2012-01-01,2,Mining,1026232.87,2012,1,1197911.2633333334
2012-02-01,2,Mining,1013877.46,2012,2,1121265.2033333334
2012-03-01,2,Mining,1012845.36,2012,3,1017651.8966666666
2012-04-01,2,Mining,1044962.91,2012,4,1023895.2433333333
2012-05-01,2,Mining,1050449.11,2012,5,1036085.7933333333
2012-06-01,2,Mining,1044440.18,2012,6,1046617.4
2012-07-01,2,Mining,1356590.6,2012,7,1150493.2966666666
2012-08-01,2,Mining,1344373.94,2012,8,1248468.24
2012-09-01,2,Mining,1424433.34,2012,9,1375132.6266666667
2012-10-01,2,Mining,1366322.14,2012,10,1378376.4733333334
2012-11-01,2,Mining,1120278.24,2012,11,1303677.9066666665
2012-12-01,2,Mining,1174268.39,2012,12,1220289.59
2013-01-01,2,Mining,1450823.2,2013,1,1248456.61
2013-02-01,2,Mining,1379375.79,2013,2,1334822.46
2013-03-01,2,Mining,1425395.99,2013,3,1418531.6600000001
2013-04-01,2,Mining,1416805.29,2013,4,1407192.3566666667
2013-05-01,2,Mining,1420667.85,2013,5,1420956.3766666667
2013-06-01,2,Mining,1405098.33,2013,6,1414190.4900000002
2013-07-01,2,Mining,1427214.05,2013,7,1417660.076666667
2013-08-01,2,Mining,1416934.2,2013,8,1416415.5266666666
2013-09-01,2,Mining,1208188.34,2013,9,1350778.8633333333
2013-10-01,2,Mining,1185488.68,2013,10,1270203.74
2013-11-01,2,Mining,1203998.81,2013,11,1199225.2766666666
2013-12-01,2,Mining,1236313.23,2013,12,1208600.24
2014-01-01,2,Mining,1210086.62,2014,1,1216799.5533333335
2014-02-01,2,Mining,1204205.07,2014,2,1216868.3066666666
2014-03-01,2,Mining,1230521.71,2014,3,1214937.8
2014-04-01,2,Mining,1238450.69,2014,4,1224392.49
2014-05-01,2,Mining,1243009.88,2014,5,1237327.4266666665
2014-06-01,2,Mining,1230949.02,2014,6,1237469.8633333333
2014-07-01,2,Mining,1244539.68,2014,7,1239499.5266666666
2014-08-01,2,Mining,1225706.95,2014,8,1233731.8833333335
2014-09-01,2,Mining,1301717.18,2014,9,1257321.2699999998
2014-10-01,2,Mining,1242680.86,2014,10,1256701.6633333333
2014-11-01,2,Mining,1282361.28,2014,11,1275586.44
2014-12-01,2,Mining,1326883.79,2014,12,1283975.31
2015-01-01,2,Mining,1285233.71,2015,1,1298159.5933333335
2015-02-01,2,Mining,1265257.72,2015,2,1292458.4066666665
2015-03-01,2,Mining,1298570.6,2015,3,1283020.6766666668
2015-04-01,2,Mining,1292484.18,2015,4,1285437.5
2015-05-01,2,Mining,1313380.48,2015,5,1301478.4200000002
2015-06-01,2,Mining,1296512.33,2015,6,1300792.33
2015-07-01,2,Mining,1333363.31,2015,7,1314418.7066666668
2015-08-01,2,Mining,1314090.34,2015,8,1314655.326666667
2015-09-01,2,Mining,1401541.0,2015,9,1349664.8833333335
2015-10-01,2,Mining,1343646.09,2015,10,1353092.4766666668
2015-11-01,2,Mining,1391960.0,2015,11,1379049.03
2015-12-01,2,Mining,1446165.24,2015,12,1393923.7766666666
2016-01-01,2,Mining,1392914.95,2016,1,1410346.7299999997
2016-02-01,2,Mining,1356483.44,2016,2,1398521.21
2016-03-01,2,Mining,1410015.8,2016,3,1386471.3966666665
2016-04-01,2,Mining,1410898.49,2016,4,1392465.91
2016-05-01,2,Mining,1400842.56,2016,5,1407252.2833333332
2016-06-01,2,Mining,1403283.45,2016,6,1405008.1666666667
2016-07-01,2,Mining,1435723.01,2016,7,1413283.0066666666
2016-08-01,2,Mining,1403100.9,2016,8,1414035.7866666664
2016-09-01,2,Mining,1513586.45,2016,9,1450803.4533333331
2016-10-01,2,Mining,1455414.2,2016,10,1457367.1833333333
2016-11-01,2,Mining,1452530.73,2016,11,1473843.7933333332
2016-12-01,2,Mining,1518708.38,2016,12,1475551.1033333333
2017-01-01,2,Mining,1410435.9,2017,1,1460558.3366666667
2017-02-01,2,Mining,1405712.43,2017,2,1444952.2366666666
2017-03-01,2,Mining,1418655.01,2017,3,1411601.1133333333
2017-04-01,2,Mining,1484212.27,2017,4,1436193.2366666666
2017-05-01,2,Mining,1478627.24,2017,5,1460498.1733333336
2017-06-01,2,Mining,1470858.3,2017,6,1477899.2700000003
2017-07-01,2,Mining,1442122.93,2017,7,1463869.49
2017-08-01,2,Mining,1482594.05,2017,8,1465191.7599999998
2017-09-01,2,Mining,1556564.31,2017,9,1493760.43
2017-10-01,2,Mining,1503830.76,2017,10,1514329.7066666668
2017-11-01,2,Mining,1521913.76,2017,11,1527436.2766666666
2017-12-01,2,Mining,1584777.89,2017,12,1536840.8033333335
2018-01-01,2,Mining,1528550.97,2018,1,1545080.8733333333
2018-02-01,2,Mining,1515994.88,2018,2,1543107.9133333333
2018-03-01,2,Mining,1587222.96,2018,3,1543922.9366666668
2018-04-01,2,Mining,1548779.55,2018,4,1550665.7966666666
2018-05-01,2,Mining,1583631.49,2018,5,1573211.3333333333
2018-06-01,2,Mining,1521607.31,2018,6,1551339.45
2018-07-01,2,Mining,1586671.23,2018,7,1563970.01
2018-08-01,2,Mining,1554207.95,2018,8,1554162.1633333333
2018-09-01,2,Mining,1684351.51,2018,9,1608410.2299999997
2018-10-01,2,Mining,1583891.49,2018,10,1607483.6500000001
2018-11-01,2,Mining,1678733.97,2018,11,1648992.3233333332
2018-12-01,2,Mining,2115430.65,2018,12,1792685.3699999999
2019-01-01,2,Mining,2105335.04,2019,1,1966499.8866666667
2019-02-01,2,Mining,1938397.97,2019,2,2053054.5533333335
2019-03-01,2,Mining,2027533.78,2019,3,2023755.5966666667
2019-04-01,2,Mining,2004165.47,2019,4,1990032.4066666665
2019-05-01,2,Mining,1983831.52,2019,5,2005176.9233333336
2019-06-01,2,Mining,1605033.15,2019,6,1864343.38
2019-07-01,2,Mining,1935077.05,2019,7,1841313.906666667
2019-08-01,2,Mining,2012247.24,2019,8,1850785.8133333332
2019-09-01,2,Mining,2125073.98,2019,9,2024132.7566666668
2019-10-01,2,Mining,1962725.35,2019,10,2033348.8566666667
2019-11-01,2,Mining,2026730.87,2019,11,2038176.7333333334
2019-12-01,2,Mining,2136598.63,2019,12,2042018.2833333334
2020-01-01,2,Mining,2169522.5,2020,1,2110950.6666666665
2020-02-01,2,Mining,2062925.0,2020,2,2123015.376666667
2020-03-01,2,Mining,2125454.77,2020,3,2119300.756666667
2020-04-01,2,Mining,2111937.89,2020,4,2100105.8866666667
2020-05-01,2,Mining,2091877.19,2020,5,2109756.6166666667
2020-06-01,2,Mining,2039798.09,2020,6,2081204.39
2020-07-01,2,Mining,2061413.53,2020,7,2064362.9366666668
2020-08-01,2,Mining,2098348.57,2020,8,2066520.0633333335
2020-09-01,2,Mining,2203933.96,2020,9,2121232.02
2020-10-01,2,Mining,2073569.15,2020,10,2125283.893333333
2020-11-01,2,Mining,2141861.6,2020,11,2139788.236666667
2020-12-01,2,Mining,2246634.0,2020,12,2154021.5833333335
2021-01-01,2,Mining,2247268.18,2021,1,2211921.2600000002
2021-02-01,2,Mining,2097784.57,2021,2,2197228.916666667
2021-03-01,2,Mining,2176715.5,2021,3,2173922.75
2021-04-01,2,Mining,2172927.13,2021,4,2149142.4
2021-05-01,2,Mining,2125774.19,2021,5,2158472.2733333334
2021-06-01,2,Mining,2136217.29,2021,6,2144972.8700000006
2021-07-01,2,Mining,2152112.61,2021,7,2138034.696666667
2021-08-01,2,Mining,2222200.29,2021,8,2170176.73
2021-09-01,2,Mining,2298435.91,2021,9,2224249.6033333335
2021-10-01,2,Mining,2219408.87,2021,10,2246681.6900000004
2021-11-01,2,Mining,2210619.51,2021,11,2242821.43
