Wage_Date,State_From,Employment,Unemployment
2010-11-01,Unemployment,0.121627,0.878373
2010-12-01,Employment,0.952256,0.047744
2010-12-01,Unemployment,0.10514,0.89486
2011-01-01,Employment,0.928444,0.071556
2011-01-01,Unemployment,0.116832,0.883168
2011-02-01,Employment,0.937706,0.062294
2011-02-01,Unemployment,0.107266,0.892734
2011-03-01,Employment,0.936239,0.063761
2011-03-01,Unemployment,0.12241,0.87759
2011-04-01,Employment,0.932387,0.067613
2011-04-01,Unemployment,0.104748,0.895252
2011-05-01,Employment,0.935891,0.064109
2011-05-01,Unemployment,0.090598,0.909402
2011-06-01,Employment,0.944775,0.055225
2011-06-01,Unemployment,0.089818,0.910182
2011-07-01,Employment,0.951593,0.048407
2011-07-01,Unemployment,0.087719,0.912281
2011-08-01,Employment,0.953425,0.046575
2011-08-01,Unemployment,0.09105,0.90895
2011-09-01,Employment,0.949763,0.050237
2011-09-01,Unemployment,0.083801,0.916199
2011-10-01,Employment,0.955198,0.044802
2011-10-01,Unemployment,0.10767,0.89233
2011-11-01,Employment,0.960408,0.039592
2011-11-01,Unemployment,0.123596,0.876404
2011-12-01,Employment,0.955359,0.044641
2011-12-01,Unemployment,0.107327,0.892673
2012-01-01,Employment,0.931985,0.068015
2012-01-01,Unemployment,0.119141,0.880859
2012-02-01,Employment,0.941596,0.058404
2012-02-01,Unemployment,0.109555,0.890445
2012-03-01,Employment,0.937685,0.062315
2012-03-01,Unemployment,0.122812,0.877188
2012-04-01,Employment,0.936238,0.063762
2012-04-01,Unemployment,0.101424,0.898576
2012-05-01,Employment,0.941959,0.058041
2012-05-01,Unemployment,0.09071,0.90929
2012-06-01,Employment,0.948926,0.051074
2012-06-01,Unemployment,0.093776,0.906224
2012-07-01,Employment,0.95421,0.04579
2012-07-01,Unemployment,0.090345,0.909655
2012-08-01,Employment,0.955725,0.044275
2012-08-01,Unemployment,0.094008,0.905992
2012-09-01,Employment,0.949824,0.050176
2012-09-01,Unemployment,0.075877,0.924123
2012-10-01,Employment,0.958378,0.041622
2012-10-01,Unemployment,0.11256,0.88744
2012-11-01,Employment,0.958395,0.041605
2012-11-01,Unemployment,0.117691,0.882309
2012-12-01,Employment,0.954175,0.045825
2012-12-01,Unemployment,0.10135,0.89865
2013-01-01,Employment,0.934652,0.065348
2013-01-01,Unemployment,0.121655,0.878345
2013-02-01,Employment,0.939566,0.060434
2013-02-01,Unemployment,0.104254,0.895746
2013-03-01,Employment,0.938198,0.061802
2013-03-01,Unemployment,0.1179,0.8821
2013-04-01,Employment,0.941245,0.058755
2013-04-01,Unemployment,0.109838,0.890162
2013-05-01,Employment,0.940098,0.059902
2013-05-01,Unemployment,0.086402,0.913598
2013-06-01,Employment,0.948589,0.051411
2013-06-01,Unemployment,0.093923,0.906077
2013-07-01,Employment,0.954223,0.045777
2013-07-01,Unemployment,0.091016,0.908984
2013-08-01,Employment,0.952849,0.047151
2013-08-01,Unemployment,0.09157,0.90843
2013-09-01,Employment,0.948552,0.051448
2013-09-01,Unemployment,0.073195,0.926805
2013-10-01,Employment,0.955363,0.044637
2013-10-01,Unemployment,0.104988,0.895012
2013-11-01,Employment,0.957683,0.042317
2013-11-01,Unemployment,0.112092,0.887908
2013-12-01,Employment,0.955031,0.044969
2013-12-01,Unemployment,0.102153,0.897847
2014-01-01,Employment,0.931423,0.068577
2014-01-01,Unemployment,0.111048,0.888952
2014-02-01,Employment,0.941263,0.058737
2014-02-01,Unemployment,0.101323,0.898677
2014-03-01,Employment,0.938756,0.061244
2014-03-01,Unemployment,0.117771,0.882229
2014-04-01,Employment,0.938633,0.061367
2014-04-01,Unemployment,0.100327,0.899673
2014-05-01,Employment,0.941075,0.058925
2014-05-01,Unemployment,0.084969,0.915031
2014-06-01,Employment,0.948364,0.051636
2014-06-01,Unemployment,0.085642,0.914358
2014-07-01,Employment,0.954196,0.045804
2014-07-01,Unemployment,0.08803,0.91197
2014-08-01,Employment,0.952105,0.047895
2014-08-01,Unemployment,0.086239,0.913761
2014-09-01,Employment,0.950938,0.049062
2014-09-01,Unemployment,0.07525,0.92475
2014-10-01,Employment,0.95719,0.04281
2014-10-01,Unemployment,0.106974,0.893026
2014-11-01,Employment,0.958485,0.041515
2014-11-01,Unemployment,0.112657,0.887343
2014-12-01,Employment,0.955455,0.044545
2014-12-01,Unemployment,0.100607,0.899393
2015-01-01,Employment,0.935175,0.064825
2015-01-01,Unemployment,0.111269,0.888731
2015-02-01,Employment,0.943177,0.056823
2015-02-01,Unemployment,0.097174,0.902826
2015-03-01,Employment,0.938913,0.061087
2015-03-01,Unemployment,0.11632,0.88368
2015-04-01,Employment,0.940705,0.059295
2015-04-01,Unemployment,0.098915,0.901085
2015-05-01,Employment,0.943006,0.056994
2015-05-01,Unemployment,0.081087,0.918913
2015-06-01,Employment,0.952054,0.047946
2015-06-01,Unemployment,0.087962,0.912038
2015-07-01,Employment,0.955632,0.044368
2015-07-01,Unemployment,0.085079,0.914921
2015-08-01,Employment,0.954703,0.045297
2015-08-01,Unemployment,0.085485,0.914515
2015-09-01,Employment,0.9528,0.0472
2015-09-01,Unemployment,0.077806,0.922194
2015-10-01,Employment,0.957741,0.042259
2015-10-01,Unemployment,0.096855,0.903145
2015-11-01,Employment,0.959961,0.040039
2015-11-01,Unemployment,0.107565,0.892435
2015-12-01,Employment,0.956994,0.043006
2015-12-01,Unemployment,0.103785,0.896215
2016-01-01,Employment,0.938083,0.061917
2016-01-01,Unemployment,0.109802,0.890198
2016-02-01,Employment,0.944955,0.055045
2016-02-01,Unemployment,0.098826,0.901174
2016-03-01,Employment,0.940006,0.059994
2016-03-01,Unemployment,0.112595,0.887405
2016-04-01,Employment,0.944308,0.055692
2016-04-01,Unemployment,0.098687,0.901313
2016-05-01,Employment,0.944073,0.055927
2016-05-01,Unemployment,0.082662,0.917338
2016-06-01,Employment,0.951553,0.048447
2016-06-01,Unemployment,0.0846,0.9154
2016-07-01,Employment,0.955729,0.044271
2016-07-01,Unemployment,0.080944,0.919056
2016-08-01,Employment,0.956049,0.043951
2016-08-01,Unemployment,0.084097,0.915903
2016-09-01,Employment,0.951952,0.048048
2016-09-01,Unemployment,0.077611,0.922389
2016-10-01,Employment,0.957111,0.042889
2016-10-01,Unemployment,0.093802,0.906198
2016-11-01,Employment,0.961728,0.038272
2016-11-01,Unemployment,0.113366,0.886634
2016-12-01,Employment,0.955436,0.044564
2016-12-01,Unemployment,0.098854,0.901146
2017-01-01,Employment,0.936405,0.063595
2017-01-01,Unemployment,0.106982,0.893018
2017-02-01,Employment,0.943203,0.056797
2017-02-01,Unemployment,0.093881,0.906119
2017-03-01,Employment,0.940241,0.059759
2017-03-01,Unemployment,0.111334,0.888666
2017-04-01,Employment,0.940157,0.059843
2017-04-01,Unemployment,0.086637,0.913363
2017-05-01,Employment,0.948711,0.051289
2017-05-01,Unemployment,0.085676,0.914324
2017-06-01,Employment,0.953578,0.046422
2017-06-01,Unemployment,0.082216,0.917784
2017-07-01,Employment,0.958617,0.041383
2017-07-01,Unemployment,0.08188,0.91812
2017-08-01,Employment,0.9573,0.0427
2017-08-01,Unemployment,0.081645,0.918355
2017-09-01,Employment,0.95446,0.04554
2017-09-01,Unemployment,0.071161,0.928839
2017-10-01,Employment,0.961281,0.038719
2017-10-01,Unemployment,0.09563,0.90437
2017-11-01,Employment,0.964647,0.035353
2017-11-01,Unemployment,0.112296,0.887704
2017-12-01,Employment,0.959096,0.040904
2017-12-01,Unemployment,0.103401,0.896599
2018-01-01,Employment,0.941747,0.058253
2018-01-01,Unemployment,0.111548,0.888452
2018-02-01,Employment,0.944369,0.055631
2018-02-01,Unemployment,0.091318,0.908682
2018-03-01,Employment,0.942384,0.057616
2018-03-01,Unemployment,0.10968,0.89032
2018-04-01,Employment,0.943345,0.056655
2018-04-01,Unemployment,0.09191,0.90809
2018-05-01,Employment,0.94668,0.05332
2018-05-01,Unemployment,0.080486,0.919514
2018-06-01,Employment,0.955608,0.044392
2018-06-01,Unemployment,0.084433,0.915567
2018-07-01,Employment,0.959057,0.040943
2018-07-01,Unemployment,0.076843,0.923157
2018-08-01,Employment,0.960568,0.039432
2018-08-01,Unemployment,0.084842,0.915158
2018-09-01,Employment,0.954189,0.045811
2018-09-01,Unemployment,0.067467,0.932533
2018-10-01,Employment,0.963944,0.036056
2018-10-01,Unemployment,0.10081,0.89919
2018-11-01,Employment,0.965245,0.034755
2018-11-01,Unemployment,0.111946,0.888054
2018-12-01,Employment,0.961132,0.038868
2018-12-01,Unemployment,0.104438,0.895562
2019-01-01,Employment,0.943416,0.056584
2019-01-01,Unemployment,0.111167,0.888833
2019-02-01,Employment,0.950255,0.049745
2019-02-01,Unemployment,0.093723,0.906277
2019-03-01,Employment,0.944604,0.055396
2019-03-01,Unemployment,0.106867,0.893133
2019-04-01,Employment,0.947539,0.052461
2019-04-01,Unemployment,0.091302,0.908698
2019-05-01,Employment,0.950566,0.049434
2019-05-01,Unemployment,0.0801,0.9199
2019-06-01,Employment,0.957243,0.042757
2019-06-01,Unemployment,0.082577,0.917423
2019-07-01,Employment,0.962257,0.037743
2019-07-01,Unemployment,0.082302,0.917698
2019-08-01,Employment,0.961269,0.038731
2019-08-01,Unemployment,0.084354,0.915646
2019-09-01,Employment,0.957327,0.042673
2019-09-01,Unemployment,0.068015,0.931985
2019-10-01,Employment,0.964583,0.035417
2019-10-01,Unemployment,0.09435,0.90565
2019-11-01,Employment,0.965406,0.034594
2019-11-01,Unemployment,0.10663,0.89337
2019-12-01,Employment,0.962771,0.037229
2019-12-01,Unemployment,0.105595,0.894405
2020-01-01,Employment,0.945319,0.054681
2020-01-01,Unemployment,0.109419,0.890581
2020-02-01,Employment,0.952362,0.047638
2020-02-01,Unemployment,0.095105,0.904895
2020-03-01,Employment,0.94659,0.05341
2020-03-01,Unemployment,0.090262,0.909738
2020-04-01,Employment,0.918834,0.081166
2020-04-01,Unemployment,0.050189,0.949811
2020-05-01,Employment,0.942703,0.057297
2020-05-01,Unemployment,0.053521,0.946479
2020-06-01,Employment,0.958155,0.041845
2020-06-01,Unemployment,0.057896,0.942104
2020-07-01,Employment,0.967697,0.032303
2020-07-01,Unemployment,0.058327,0.941673
2020-08-01,Employment,0.967568,0.032432
2020-08-01,Unemployment,0.063102,0.936898
2020-09-01,Employment,0.963671,0.036329
2020-09-01,Unemployment,0.070326,0.929674
2020-10-01,Employment,0.968496,0.031504
2020-10-01,Unemployment,0.119,0.881
2020-11-01,Employment,0.97037,0.02963
2020-11-01,Unemployment,0.122474,0.877526
2020-12-01,Employment,0.964575,0.035425
2020-12-01,Unemployment,0.104104,0.895896
2021-01-01,Employment,0.950806,0.049194
2021-01-01,Unemployment,0.10355,0.89645
2021-02-01,Employment,0.955957,0.044043
2021-02-01,Unemployment,0.092165,0.907835
2021-03-01,Employment,0.953915,0.046085
2021-03-01,Unemployment,0.107686,0.892314
2021-04-01,Employment,0.953569,0.046431
2021-04-01,Unemployment,0.086051,0.913949
2021-05-01,Employment,0.956247,0.043753
2021-05-01,Unemployment,0.074603,0.925397
2021-06-01,Employment,0.962047,0.037953
2021-06-01,Unemployment,0.080525,0.919475
2021-07-01,Employment,0.968401,0.031599
2021-07-01,Unemployment,0.087005,0.912995
2021-08-01,Employment,0.964358,0.035642
2021-08-01,Unemployment,0.114806,0.885194
2021-09-01,Employment,0.963657,0.036343
2021-09-01,Unemployment,0.104022,0.895978
2021-10-01,Employment,0.965459,0.034541
2021-10-01,Unemployment,0.108724,0.891276
2021-11-01,Employment,0.968184,0.031816
2021-11-01,Unemployment,0.134448,0.865552
2021-12-01,Employment,0.96585,0.03415
2021-12-01,Unemployment,0.129065,0.870935
2022-01-01,Employment,0.950286,0.049714
2022-01-01,Unemployment,0.133107,0.866893
2022-02-01,Employment,0.952641,0.047359
2022-02-01,Unemployment,0.118161,0.881839
2022-03-01,Employment,0.95234,0.04766
2022-03-01,Unemployment,0.150135,0.849865
2022-04-01,Employment,0.952231,0.047769
2022-04-01,Unemployment,0.122257,0.877743
2022-05-01,Employment,0.958989,0.041011
2022-05-01,Unemployment,0.116159,0.883841
2022-06-01,Employment,0.960795,0.039205
2022-06-01,Unemployment,0.107456,0.892544
2022-07-01,Employment,0.964053,0.035947
2022-07-01,Unemployment,0.10713,0.89287
2022-08-01,Employment,0.965627,0.034373
2022-08-01,Unemployment,0.11519,0.88481
2022-09-01,Employment,0.962903,0.037097
2022-09-01,Unemployment,0.099984,0.900016
2022-10-01,Employment,0.965879,0.034121
2022-10-01,Unemployment,0.123152,0.876848
2022-11-01,Employment,0.970023,0.029977
2022-11-01,Unemployment,0.159301,0.840699
2022-12-01,Employment,0.96686,0.03314
2022-12-01,Unemployment,0.147556,0.852444
2023-01-01,Employment,0.945023,0.054977
2023-01-01,Unemployment,0.147394,0.852606
2023-02-01,Employment,0.955575,0.044425
2023-02-01,Unemployment,0.12942,0.87058
2023-03-01,Employment,0.955043,0.044957
2023-03-01,Unemployment,0.157852,0.842148
2023-04-01,Employment,0.954544,0.045456
2023-04-01,Unemployment,0.127019,0.872981
2023-05-01,Employment,0.962992,0.037008
2023-05-01,Unemployment,0.1268,0.8732
2023-06-01,Employment,0.963359,0.036641
2023-06-01,Unemployment,0.119164,0.880836
2023-07-01,Employment,0.966133,0.033867
2023-07-01,Unemployment,0.121057,0.878943
2023-08-01,Employment,0.96752,0.03248
2023-08-01,Unemployment,0.126756,0.873244
2023-09-01,Employment,0.965053,0.034947
2023-09-01,Unemployment,0.110331,0.889669
2023-10-01,Employment,0.97019,0.02981
2023-10-01,Unemployment,0.145283,0.854717
2023-11-01,Employment,0.971149,0.028851
2023-11-01,Unemployment,0.165936,0.834064
2023-12-01,Employment,0.969916,0.030084
2023-12-01,Unemployment,0.188956,0.811044
2024-01-01,Employment,0.958071,0.041929
2024-01-01,Unemployment,0.188244,0.811756
2024-02-01,Employment,0.958074,0.041926
2024-02-01,Unemployment,0.159654,0.840346
2024-03-01,Employment,0.958798,0.041202
2024-03-01,Unemployment,0.193021,0.806979
2024-04-01,Employment,0.962204,0.037796
2024-04-01,Unemployment,0.171453,0.828547
2024-05-01,Employment,0.965249,0.034751
2024-05-01,Unemployment,0.161797,0.838203
2024-06-01,Employment,0.967911,0.032089
2024-06-01,Unemployment,0.158061,0.841939
2024-07-01,Employment,0.973687,0.026313
2024-07-01,Unemployment,0.186071,0.813929
2024-08-01,Employment,0.97335,0.02665
2024-08-01,Unemployment,0.183087,0.816913
2024-09-01,Employment,0.972256,0.027744
2024-09-01,Unemployment,0.171315,0.828685
2024-10-01,Employment,0.978908,0.021092
2024-10-01,Unemployment,0.250567,0.749433
2024-11-01,Employment,0.980915,0.019085
2024-11-01,Unemployment,0.332687,0.667313
2024-12-01,Employment,0.982196,0.017804
2024-12-01,Unemployment,0.382361,0.617639
2025-01-01,Employment,0.976675,0.023325
2025-01-01,Unemployment,0.463966,0.536034
2025-02-01,Employment,0.987607,0.012393
2025-02-01,Unemployment,0.532431,0.467569
2025-03-01,Employment,1.0,0.0
2025-03-01,Unemployment,1.0,0.0
