Wage_Date,State_From,State_To,count,total_from,probability
2006-12-01,Employment,Employment,50859,52908,0.961272
2006-12-01,Employment,Unemployment,2049,52908,0.038728
2006-12-01,Unemployment,Employment,1800,12723,0.141476
2006-12-01,Unemployment,Unemployment,10923,12723,0.858524
2007-01-01,Employment,Employment,50685,54415,0.931453
2007-01-01,Employment,Unemployment,3730,54415,0.068547
2007-01-01,Unemployment,Employment,2251,12972,0.173528
2007-01-01,Unemployment,Unemployment,10721,12972,0.826472
2007-02-01,Employment,Employment,52308,55262,0.946546
2007-02-01,Employment,Unemployment,2954,55262,0.053454
2007-02-01,Unemployment,Employment,1885,14451,0.130441
2007-02-01,Unemployment,Unemployment,12566,14451,0.869559
2007-03-01,Employment,Employment,51893,55611,0.933143
2007-03-01,Employment,Unemployment,3718,55611,0.066857
2007-03-01,Unemployment,Employment,2856,15520,0.184021
2007-03-01,Unemployment,Unemployment,12664,15520,0.815979
2007-04-01,Employment,Employment,53389,56976,0.937044
2007-04-01,Employment,Unemployment,3587,56976,0.062956
2007-04-01,Unemployment,Employment,2111,16382,0.128861
2007-04-01,Unemployment,Unemployment,14271,16382,0.871139
2007-05-01,Employment,Employment,54165,56889,0.952117
2007-05-01,Employment,Unemployment,2724,56889,0.047883
2007-05-01,Unemployment,Employment,1815,17858,0.101635
2007-05-01,Unemployment,Unemployment,16043,17858,0.898365
2007-06-01,Employment,Employment,54933,57172,0.960837
2007-06-01,Employment,Unemployment,2239,57172,0.039163
2007-06-01,Unemployment,Employment,1800,18767,0.095913
2007-06-01,Unemployment,Unemployment,16967,18767,0.904087
2007-07-01,Employment,Employment,55616,57772,0.962681
2007-07-01,Employment,Unemployment,2156,57772,0.037319
2007-07-01,Unemployment,Employment,1757,19206,0.091482
2007-07-01,Unemployment,Unemployment,17449,19206,0.908518
2007-08-01,Employment,Employment,56268,58345,0.964401
2007-08-01,Employment,Unemployment,2077,58345,0.035599
2007-08-01,Unemployment,Employment,1932,19605,0.098546
2007-08-01,Unemployment,Unemployment,17673,19605,0.901454
2007-09-01,Employment,Employment,57156,59346,0.963098
2007-09-01,Employment,Unemployment,2190,59346,0.036902
2007-09-01,Unemployment,Employment,1718,19750,0.086987
2007-09-01,Unemployment,Unemployment,18032,19750,0.913013
2007-10-01,Employment,Employment,57734,59696,0.967133
2007-10-01,Employment,Unemployment,1962,59696,0.032867
2007-10-01,Unemployment,Employment,2063,20222,0.102018
2007-10-01,Unemployment,Unemployment,18159,20222,0.897982
2007-11-01,Employment,Employment,58686,60783,0.9655
2007-11-01,Employment,Unemployment,2097,60783,0.0345
2007-11-01,Unemployment,Employment,2176,20121,0.108146
2007-11-01,Unemployment,Unemployment,17945,20121,0.891854
2007-12-01,Employment,Employment,59699,61988,0.963073
2007-12-01,Employment,Unemployment,2289,61988,0.036927
2007-12-01,Unemployment,Employment,2486,20042,0.12404
2007-12-01,Unemployment,Unemployment,17556,20042,0.87596
2008-01-01,Employment,Employment,59625,63775,0.934927
2008-01-01,Employment,Unemployment,4150,63775,0.065073
2008-01-01,Unemployment,Employment,2859,19845,0.144067
2008-01-01,Unemployment,Unemployment,16986,19845,0.855933
2008-02-01,Employment,Employment,60877,64292,0.946883
2008-02-01,Employment,Unemployment,3415,64292,0.053117
2008-02-01,Unemployment,Employment,2341,21136,0.110759
2008-02-01,Unemployment,Unemployment,18795,21136,0.889241
2008-03-01,Employment,Employment,59893,64175,0.933276
2008-03-01,Employment,Unemployment,4282,64175,0.066724
2008-03-01,Unemployment,Employment,3619,22210,0.162945
2008-03-01,Unemployment,Unemployment,18591,22210,0.837055
2008-04-01,Employment,Employment,61191,65018,0.941139
2008-04-01,Employment,Unemployment,3827,65018,0.058861
2008-04-01,Unemployment,Employment,2663,22873,0.116425
2008-04-01,Unemployment,Unemployment,20210,22873,0.883575
2008-05-01,Employment,Employment,61666,64843,0.951005
2008-05-01,Employment,Unemployment,3177,64843,0.048995
2008-05-01,Unemployment,Employment,2052,24037,0.085368
2008-05-01,Unemployment,Unemployment,21985,24037,0.914632
2008-06-01,Employment,Employment,61926,64497,0.960138
2008-06-01,Employment,Unemployment,2571,64497,0.039862
2008-06-01,Unemployment,Employment,2189,25162,0.086996
2008-06-01,Unemployment,Unemployment,22973,25162,0.913004
2008-07-01,Employment,Employment,62453,64854,0.962978
2008-07-01,Employment,Unemployment,2401,64854,0.037022
2008-07-01,Unemployment,Employment,2230,25544,0.0873
2008-07-01,Unemployment,Unemployment,23314,25544,0.9127
2008-08-01,Employment,Employment,62853,65399,0.96107
2008-08-01,Employment,Unemployment,2546,65399,0.03893
2008-08-01,Unemployment,Employment,2370,25715,0.092164
2008-08-01,Unemployment,Unemployment,23345,25715,0.907836
2008-09-01,Employment,Employment,63602,66068,0.962675
2008-09-01,Employment,Unemployment,2466,66068,0.037325
2008-09-01,Unemployment,Employment,2106,25891,0.081341
2008-09-01,Unemployment,Unemployment,23785,25891,0.918659
2008-10-01,Employment,Employment,63964,66354,0.963981
2008-10-01,Employment,Unemployment,2390,66354,0.036019
2008-10-01,Unemployment,Employment,2408,26251,0.09173
2008-10-01,Unemployment,Unemployment,23843,26251,0.90827
2008-11-01,Employment,Employment,64466,67136,0.96023
2008-11-01,Employment,Unemployment,2670,67136,0.03977
2008-11-01,Unemployment,Employment,2272,26233,0.086608
2008-11-01,Unemployment,Unemployment,23961,26233,0.913392
2008-12-01,Employment,Employment,64674,67368,0.960011
2008-12-01,Employment,Unemployment,2694,67368,0.039989
2008-12-01,Unemployment,Employment,2677,26631,0.100522
2008-12-01,Unemployment,Unemployment,23954,26631,0.899478
2009-01-01,Employment,Employment,63679,68295,0.932411
2009-01-01,Employment,Unemployment,4616,68295,0.067589
2009-01-01,Unemployment,Employment,3010,26648,0.112954
2009-01-01,Unemployment,Unemployment,23638,26648,0.887046
2009-02-01,Employment,Employment,64217,67735,0.948062
2009-02-01,Employment,Unemployment,3518,67735,0.051938
2009-02-01,Unemployment,Employment,2329,28254,0.082431
2009-02-01,Unemployment,Unemployment,25925,28254,0.917569
2009-03-01,Employment,Employment,62649,67022,0.934753
2009-03-01,Employment,Unemployment,4373,67022,0.065247
2009-03-01,Unemployment,Employment,3688,29443,0.125259
2009-03-01,Unemployment,Unemployment,25755,29443,0.874741
2009-04-01,Employment,Employment,63153,67415,0.93678
2009-04-01,Employment,Unemployment,4262,67415,0.06322
2009-04-01,Unemployment,Employment,2649,30128,0.087925
2009-04-01,Unemployment,Unemployment,27479,30128,0.912075
2009-05-01,Employment,Employment,63073,66365,0.950396
2009-05-01,Employment,Unemployment,3292,66365,0.049604
2009-05-01,Unemployment,Employment,2293,31741,0.072241
2009-05-01,Unemployment,Unemployment,29448,31741,0.927759
2009-06-01,Employment,Employment,63433,65962,0.96166
2009-06-01,Employment,Unemployment,2529,65962,0.03834
2009-06-01,Unemployment,Employment,2276,32740,0.069517
2009-06-01,Unemployment,Unemployment,30464,32740,0.930483
2009-07-01,Employment,Employment,63792,66152,0.964325
2009-07-01,Employment,Unemployment,2360,66152,0.035675
2009-07-01,Unemployment,Employment,2290,32993,0.069409
2009-07-01,Unemployment,Unemployment,30703,32993,0.930591
2009-08-01,Employment,Employment,64134,66581,0.963248
2009-08-01,Employment,Unemployment,2447,66581,0.036752
2009-08-01,Unemployment,Employment,2454,33063,0.074222
2009-08-01,Unemployment,Unemployment,30609,33063,0.925778
2009-09-01,Employment,Employment,64732,67057,0.965328
2009-09-01,Employment,Unemployment,2325,67057,0.034672
2009-09-01,Unemployment,Employment,2248,33056,0.068006
2009-09-01,Unemployment,Unemployment,30808,33056,0.931994
2009-10-01,Employment,Employment,65364,67431,0.969346
2009-10-01,Employment,Unemployment,2067,67431,0.030654
2009-10-01,Unemployment,Employment,2416,33133,0.072918
2009-10-01,Unemployment,Unemployment,30717,33133,0.927082
2009-11-01,Employment,Employment,66120,68256,0.968706
2009-11-01,Employment,Unemployment,2136,68256,0.031294
2009-11-01,Unemployment,Employment,2529,32784,0.077141
2009-11-01,Unemployment,Unemployment,30255,32784,0.922859
2009-12-01,Employment,Employment,66750,69118,0.96574
2009-12-01,Employment,Unemployment,2368,69118,0.03426
2009-12-01,Unemployment,Employment,2993,32391,0.092402
2009-12-01,Unemployment,Unemployment,29398,32391,0.907598
2010-01-01,Employment,Employment,66635,70622,0.943545
2010-01-01,Employment,Unemployment,3987,70622,0.056455
2010-01-01,Unemployment,Employment,3293,31766,0.103664
2010-01-01,Unemployment,Unemployment,28473,31766,0.896336
2010-02-01,Employment,Employment,67513,70876,0.952551
2010-02-01,Employment,Unemployment,3363,70876,0.047449
2010-02-01,Unemployment,Employment,2599,32460,0.080068
2010-02-01,Unemployment,Unemployment,29861,32460,0.919932
2010-03-01,Employment,Employment,66262,70609,0.938436
2010-03-01,Employment,Unemployment,4347,70609,0.061564
2010-03-01,Unemployment,Employment,3974,33224,0.119612
2010-03-01,Unemployment,Unemployment,29250,33224,0.880388
2010-04-01,Employment,Employment,67350,70973,0.948952
2010-04-01,Employment,Unemployment,3623,70973,0.051048
2010-04-01,Unemployment,Employment,3293,33597,0.098015
2010-04-01,Unemployment,Unemployment,30304,33597,0.901985
2010-05-01,Employment,Employment,68186,71222,0.957373
2010-05-01,Employment,Unemployment,3036,71222,0.042627
2010-05-01,Unemployment,Employment,2525,33927,0.074424
2010-05-01,Unemployment,Unemployment,31402,33927,0.925576
2010-06-01,Employment,Employment,68650,71212,0.964023
2010-06-01,Employment,Unemployment,2562,71212,0.035977
2010-06-01,Unemployment,Employment,2445,34438,0.070997
2010-06-01,Unemployment,Unemployment,31993,34438,0.929003
2010-07-01,Employment,Employment,69182,71536,0.967093
2010-07-01,Employment,Unemployment,2354,71536,0.032907
2010-07-01,Unemployment,Employment,2399,34555,0.069426
2010-07-01,Unemployment,Unemployment,32156,34555,0.930574
2010-08-01,Employment,Employment,69667,71993,0.967691
2010-08-01,Employment,Unemployment,2326,71993,0.032309
2010-08-01,Unemployment,Employment,2678,34510,0.077601
2010-08-01,Unemployment,Unemployment,31832,34510,0.922399
2010-09-01,Employment,Employment,70328,72748,0.966734
2010-09-01,Employment,Unemployment,2420,72748,0.033266
2010-09-01,Unemployment,Employment,2173,34158,0.063616
2010-09-01,Unemployment,Unemployment,31985,34158,0.936384
2010-10-01,Employment,Employment,70737,72827,0.971302
2010-10-01,Employment,Unemployment,2090,72827,0.028698
2010-10-01,Unemployment,Employment,2749,34405,0.079901
2010-10-01,Unemployment,Unemployment,31656,34405,0.920099
2010-11-01,Employment,Employment,71676,73834,0.970772
2010-11-01,Employment,Unemployment,2158,73834,0.029228
2010-11-01,Unemployment,Employment,2800,33746,0.082973
2010-11-01,Unemployment,Unemployment,30946,33746,0.917027
2010-12-01,Employment,Employment,72508,74961,0.967276
2010-12-01,Employment,Unemployment,2453,74961,0.032724
2010-12-01,Unemployment,Employment,3073,33104,0.092829
2010-12-01,Unemployment,Unemployment,30031,33104,0.907171
2011-01-01,Employment,Employment,72078,76317,0.944455
2011-01-01,Employment,Unemployment,4239,76317,0.055545
2011-01-01,Unemployment,Employment,3563,32484,0.109685
2011-01-01,Unemployment,Unemployment,28921,32484,0.890315
2011-02-01,Employment,Employment,73138,76624,0.954505
2011-02-01,Employment,Unemployment,3486,76624,0.045495
2011-02-01,Unemployment,Employment,2778,33160,0.083776
2011-02-01,Unemployment,Unemployment,30382,33160,0.916224
2011-03-01,Employment,Employment,71919,76297,0.942619
2011-03-01,Employment,Unemployment,4378,76297,0.057381
2011-03-01,Unemployment,Employment,4481,33868,0.132308
2011-03-01,Unemployment,Unemployment,29387,33868,0.867692
2011-04-01,Employment,Employment,73130,77151,0.947881
2011-04-01,Employment,Unemployment,4021,77151,0.052119
2011-04-01,Unemployment,Employment,3298,33765,0.097675
2011-04-01,Unemployment,Unemployment,30467,33765,0.902325
2011-05-01,Employment,Employment,73776,76923,0.959089
2011-05-01,Employment,Unemployment,3147,76923,0.040911
2011-05-01,Unemployment,Employment,2703,34488,0.078375
2011-05-01,Unemployment,Unemployment,31785,34488,0.921625
2011-06-01,Employment,Employment,74309,76924,0.966005
2011-06-01,Employment,Unemployment,2615,76924,0.033995
2011-06-01,Unemployment,Employment,2473,34932,0.070795
2011-06-01,Unemployment,Unemployment,32459,34932,0.929205
2011-07-01,Employment,Employment,74560,77142,0.966529
2011-07-01,Employment,Unemployment,2582,77142,0.033471
2011-07-01,Unemployment,Employment,2492,35074,0.07105
2011-07-01,Unemployment,Unemployment,32582,35074,0.92895
2011-08-01,Employment,Employment,74940,77351,0.96883
2011-08-01,Employment,Unemployment,2411,77351,0.03117
2011-08-01,Unemployment,Employment,2738,35164,0.077864
2011-08-01,Unemployment,Unemployment,32426,35164,0.922136
2011-09-01,Employment,Employment,75692,78051,0.969776
2011-09-01,Employment,Unemployment,2359,78051,0.030224
2011-09-01,Unemployment,Employment,2502,34837,0.07182
2011-09-01,Unemployment,Unemployment,32335,34837,0.92818
2011-10-01,Employment,Employment,76309,78557,0.971384
2011-10-01,Employment,Unemployment,2248,78557,0.028616
2011-10-01,Unemployment,Employment,2670,34694,0.076959
2011-10-01,Unemployment,Unemployment,32024,34694,0.923041
2011-11-01,Employment,Employment,77140,79314,0.97259
2011-11-01,Employment,Unemployment,2174,79314,0.02741
2011-11-01,Unemployment,Employment,2847,34272,0.083071
2011-11-01,Unemployment,Unemployment,31425,34272,0.916929
2011-12-01,Employment,Employment,77936,80393,0.969438
2011-12-01,Employment,Unemployment,2457,80393,0.030562
2011-12-01,Unemployment,Employment,2986,33599,0.088872
2011-12-01,Unemployment,Unemployment,30613,33599,0.911128
2012-01-01,Employment,Employment,77459,81574,0.949555
2012-01-01,Employment,Unemployment,4115,81574,0.050445
2012-01-01,Unemployment,Employment,3367,33070,0.101814
2012-01-01,Unemployment,Unemployment,29703,33070,0.898186
2012-02-01,Employment,Employment,78159,81623,0.957561
2012-02-01,Employment,Unemployment,3464,81623,0.042439
2012-02-01,Unemployment,Employment,2734,33818,0.080845
2012-02-01,Unemployment,Unemployment,31084,33818,0.919155
2012-03-01,Employment,Employment,77038,81205,0.948685
2012-03-01,Employment,Unemployment,4167,81205,0.051315
2012-03-01,Unemployment,Employment,4682,34548,0.135522
2012-03-01,Unemployment,Unemployment,29866,34548,0.864478
2012-04-01,Employment,Employment,78417,82346,0.952287
2012-04-01,Employment,Unemployment,3929,82346,0.047713
2012-04-01,Unemployment,Employment,3173,34033,0.093233
2012-04-01,Unemployment,Unemployment,30860,34033,0.906767
2012-05-01,Employment,Employment,79022,81936,0.964436
2012-05-01,Employment,Unemployment,2914,81936,0.035564
2012-05-01,Unemployment,Employment,2666,34789,0.076633
2012-05-01,Unemployment,Unemployment,32123,34789,0.923367
2012-06-01,Employment,Employment,79334,82012,0.967346
2012-06-01,Employment,Unemployment,2678,82012,0.032654
2012-06-01,Unemployment,Employment,2688,35037,0.076719
2012-06-01,Unemployment,Unemployment,32349,35037,0.923281
2012-07-01,Employment,Employment,79807,82278,0.969968
2012-07-01,Employment,Unemployment,2471,82278,0.030032
2012-07-01,Unemployment,Employment,2560,35027,0.073086
2012-07-01,Unemployment,Unemployment,32467,35027,0.926914
2012-08-01,Employment,Employment,80118,82592,0.970046
2012-08-01,Employment,Unemployment,2474,82592,0.029954
2012-08-01,Unemployment,Employment,2873,34938,0.082231
2012-08-01,Unemployment,Unemployment,32065,34938,0.917769
2012-09-01,Employment,Employment,80663,83261,0.968797
2012-09-01,Employment,Unemployment,2598,83261,0.031203
2012-09-01,Unemployment,Employment,2307,34539,0.066794
2012-09-01,Unemployment,Unemployment,32232,34539,0.933206
2012-10-01,Employment,Employment,80937,83153,0.97335
2012-10-01,Employment,Unemployment,2216,83153,0.02665
2012-10-01,Unemployment,Employment,2823,34830,0.081051
2012-10-01,Unemployment,Unemployment,32007,34830,0.918949
2012-11-01,Employment,Employment,81659,84002,0.972108
2012-11-01,Employment,Unemployment,2343,84002,0.027892
2012-11-01,Unemployment,Employment,2720,34223,0.079479
2012-11-01,Unemployment,Unemployment,31503,34223,0.920521
2012-12-01,Employment,Employment,82088,84698,0.969185
2012-12-01,Employment,Unemployment,2610,84698,0.030815
2012-12-01,Unemployment,Employment,2936,33846,0.086746
2012-12-01,Unemployment,Unemployment,30910,33846,0.913254
2013-01-01,Employment,Employment,81442,85723,0.95006
2013-01-01,Employment,Unemployment,4281,85723,0.04994
2013-01-01,Unemployment,Employment,3612,33520,0.107757
2013-01-01,Unemployment,Unemployment,29908,33520,0.892243
2013-02-01,Employment,Employment,82010,85807,0.95575
2013-02-01,Employment,Unemployment,3797,85807,0.04425
2013-02-01,Unemployment,Employment,2839,34189,0.083038
2013-02-01,Unemployment,Unemployment,31350,34189,0.916962
2013-03-01,Employment,Employment,80576,85040,0.947507
2013-03-01,Employment,Unemployment,4464,85040,0.052493
2013-03-01,Unemployment,Employment,4597,35147,0.130794
2013-03-01,Unemployment,Unemployment,30550,35147,0.869206
2013-04-01,Employment,Employment,81817,85690,0.954802
2013-04-01,Employment,Unemployment,3873,85690,0.045198
2013-04-01,Unemployment,Employment,3504,35014,0.100074
2013-04-01,Unemployment,Unemployment,31510,35014,0.899926
2013-05-01,Employment,Employment,82285,85572,0.961588
2013-05-01,Employment,Unemployment,3287,85572,0.038412
2013-05-01,Unemployment,Employment,2679,35383,0.075714
2013-05-01,Unemployment,Unemployment,32704,35383,0.924286
2013-06-01,Employment,Employment,82337,85137,0.967112
2013-06-01,Employment,Unemployment,2800,85137,0.032888
2013-06-01,Unemployment,Employment,2715,35991,0.075436
2013-06-01,Unemployment,Unemployment,33276,35991,0.924564
2013-07-01,Employment,Employment,82571,85219,0.968927
2013-07-01,Employment,Unemployment,2648,85219,0.031073
2013-07-01,Unemployment,Employment,2668,36076,0.073955
2013-07-01,Unemployment,Unemployment,33408,36076,0.926045
2013-08-01,Employment,Employment,82644,85278,0.969113
2013-08-01,Employment,Unemployment,2634,85278,0.030887
2013-08-01,Unemployment,Employment,2892,36056,0.080209
2013-08-01,Unemployment,Unemployment,33164,36056,0.919791
2013-09-01,Employment,Employment,82841,85716,0.966459
2013-09-01,Employment,Unemployment,2875,85716,0.033541
2013-09-01,Unemployment,Employment,2228,35798,0.062238
2013-09-01,Unemployment,Unemployment,33570,35798,0.937762
2013-10-01,Employment,Employment,82624,85157,0.970255
2013-10-01,Employment,Unemployment,2533,85157,0.029745
2013-10-01,Unemployment,Employment,2934,36445,0.080505
2013-10-01,Unemployment,Unemployment,33511,36445,0.919495
2013-11-01,Employment,Employment,83185,85723,0.970393
2013-11-01,Employment,Unemployment,2538,85723,0.029607
2013-11-01,Unemployment,Employment,2849,36044,0.079042
2013-11-01,Unemployment,Unemployment,33195,36044,0.920958
2013-12-01,Employment,Employment,83443,86150,0.968578
2013-12-01,Employment,Unemployment,2707,86150,0.031422
2013-12-01,Unemployment,Employment,3075,35733,0.086055
2013-12-01,Unemployment,Unemployment,32658,35733,0.913945
2014-01-01,Employment,Employment,82438,86945,0.948163
2014-01-01,Employment,Unemployment,4507,86945,0.051837
2014-01-01,Unemployment,Employment,3575,35365,0.101089
2014-01-01,Unemployment,Unemployment,31790,35365,0.898911
2014-02-01,Employment,Employment,82731,86490,0.956538
2014-02-01,Employment,Unemployment,3759,86490,0.043462
2014-02-01,Unemployment,Employment,2842,36297,0.078298
2014-02-01,Unemployment,Unemployment,33455,36297,0.921702
2014-03-01,Employment,Employment,81155,85581,0.948283
2014-03-01,Employment,Unemployment,4426,85581,0.051717
2014-03-01,Unemployment,Employment,4824,37214,0.129629
2014-03-01,Unemployment,Unemployment,32390,37214,0.870371
2014-04-01,Employment,Employment,82293,86327,0.953271
2014-04-01,Employment,Unemployment,4034,86327,0.046729
2014-04-01,Unemployment,Employment,3496,36816,0.094959
2014-04-01,Unemployment,Unemployment,33320,36816,0.905041
2014-05-01,Employment,Employment,82670,85898,0.962421
2014-05-01,Employment,Unemployment,3228,85898,0.037579
2014-05-01,Unemployment,Employment,2747,37354,0.07354
2014-05-01,Unemployment,Unemployment,34607,37354,0.92646
2014-06-01,Employment,Employment,82669,85515,0.966719
2014-06-01,Employment,Unemployment,2846,85515,0.033281
2014-06-01,Unemployment,Employment,2623,37835,0.069327
2014-06-01,Unemployment,Unemployment,35212,37835,0.930673
2014-07-01,Employment,Employment,82729,85394,0.968792
2014-07-01,Employment,Unemployment,2665,85394,0.031208
2014-07-01,Unemployment,Employment,2730,38058,0.071733
2014-07-01,Unemployment,Unemployment,35328,38058,0.928267
2014-08-01,Employment,Employment,82700,85455,0.967761
2014-08-01,Employment,Unemployment,2755,85455,0.032239
2014-08-01,Unemployment,Employment,2855,37993,0.075145
2014-08-01,Unemployment,Unemployment,35138,37993,0.924855
2014-09-01,Employment,Employment,83097,85670,0.969966
2014-09-01,Employment,Unemployment,2573,85670,0.030034
2014-09-01,Unemployment,Employment,2542,37893,0.067084
2014-09-01,Unemployment,Unemployment,35351,37893,0.932916
2014-10-01,Employment,Employment,83302,85696,0.972064
2014-10-01,Employment,Unemployment,2394,85696,0.027936
2014-10-01,Unemployment,Employment,3015,37924,0.079501
2014-10-01,Unemployment,Unemployment,34909,37924,0.920499
2014-11-01,Employment,Employment,84027,86399,0.972546
2014-11-01,Employment,Unemployment,2372,86399,0.027454
2014-11-01,Unemployment,Employment,2965,37303,0.079484
2014-11-01,Unemployment,Unemployment,34338,37303,0.920516
2014-12-01,Employment,Employment,84506,87105,0.970162
2014-12-01,Employment,Unemployment,2599,87105,0.029838
2014-12-01,Unemployment,Employment,3154,36710,0.085917
2014-12-01,Unemployment,Unemployment,33556,36710,0.914083
2015-01-01,Employment,Employment,83645,87926,0.951311
2015-01-01,Employment,Unemployment,4281,87926,0.048689
2015-01-01,Unemployment,Employment,3507,36155,0.096999
2015-01-01,Unemployment,Unemployment,32648,36155,0.903001
2015-02-01,Employment,Employment,84009,87579,0.959237
2015-02-01,Employment,Unemployment,3570,87579,0.040763
2015-02-01,Unemployment,Employment,2828,36929,0.076579
2015-02-01,Unemployment,Unemployment,34101,36929,0.923421
2015-03-01,Employment,Employment,82565,86820,0.950991
2015-03-01,Employment,Unemployment,4255,86820,0.049009
2015-03-01,Unemployment,Employment,4643,37671,0.123251
2015-03-01,Unemployment,Unemployment,33028,37671,0.876749
2015-04-01,Employment,Employment,83535,87395,0.955833
2015-04-01,Employment,Unemployment,3860,87395,0.044167
2015-04-01,Unemployment,Employment,3305,37283,0.088646
2015-04-01,Unemployment,Unemployment,33978,37283,0.911354
2015-05-01,Employment,Employment,83867,86864,0.965498
2015-05-01,Employment,Unemployment,2997,86864,0.034502
2015-05-01,Unemployment,Employment,2656,37838,0.070194
2015-05-01,Unemployment,Unemployment,35182,37838,0.929806
2015-06-01,Employment,Employment,83980,86610,0.969634
2015-06-01,Employment,Unemployment,2630,86610,0.030366
2015-06-01,Unemployment,Employment,2713,38179,0.07106
2015-06-01,Unemployment,Unemployment,35466,38179,0.92894
2015-07-01,Employment,Employment,84275,86712,0.971895
2015-07-01,Employment,Unemployment,2437,86712,0.028105
2015-07-01,Unemployment,Employment,2707,38096,0.071057
2015-07-01,Unemployment,Unemployment,35389,38096,0.928943
2015-08-01,Employment,Employment,84344,86971,0.969795
2015-08-01,Employment,Unemployment,2627,86971,0.030205
2015-08-01,Unemployment,Employment,2754,37826,0.072807
2015-08-01,Unemployment,Unemployment,35072,37826,0.927193
2015-09-01,Employment,Employment,84419,87148,0.968685
2015-09-01,Employment,Unemployment,2729,87148,0.031315
2015-09-01,Unemployment,Employment,2488,37699,0.065996
2015-09-01,Unemployment,Unemployment,35211,37699,0.934004
2015-10-01,Employment,Employment,84529,86959,0.972056
2015-10-01,Employment,Unemployment,2430,86959,0.027944
2015-10-01,Unemployment,Employment,2854,37940,0.075224
2015-10-01,Unemployment,Unemployment,35086,37940,0.924776
2015-11-01,Employment,Employment,85120,87432,0.973557
2015-11-01,Employment,Unemployment,2312,87432,0.026443
2015-11-01,Unemployment,Employment,2924,37516,0.07794
2015-11-01,Unemployment,Unemployment,34592,37516,0.92206
2015-12-01,Employment,Employment,85487,88096,0.970385
2015-12-01,Employment,Unemployment,2609,88096,0.029615
2015-12-01,Unemployment,Employment,3076,36904,0.083351
2015-12-01,Unemployment,Unemployment,33828,36904,0.916649
2016-01-01,Employment,Employment,84544,88699,0.953156
2016-01-01,Employment,Unemployment,4155,88699,0.046844
2016-01-01,Unemployment,Employment,3375,36437,0.092626
2016-01-01,Unemployment,Unemployment,33062,36437,0.907374
2016-02-01,Employment,Employment,84847,88217,0.961799
2016-02-01,Employment,Unemployment,3370,88217,0.038201
2016-02-01,Unemployment,Employment,2883,37217,0.077465
2016-02-01,Unemployment,Unemployment,34334,37217,0.922535
2016-03-01,Employment,Employment,83533,87629,0.953257
2016-03-01,Employment,Unemployment,4096,87629,0.046743
2016-03-01,Unemployment,Employment,4594,37704,0.121844
2016-03-01,Unemployment,Unemployment,33110,37704,0.878156
2016-04-01,Employment,Employment,84733,88253,0.960115
2016-04-01,Employment,Unemployment,3520,88253,0.039885
2016-04-01,Unemployment,Employment,3299,37206,0.088668
2016-04-01,Unemployment,Unemployment,33907,37206,0.911332
2016-05-01,Employment,Employment,85022,88091,0.965161
2016-05-01,Employment,Unemployment,3069,88091,0.034839
2016-05-01,Unemployment,Employment,2750,37427,0.073476
2016-05-01,Unemployment,Unemployment,34677,37427,0.926524
2016-06-01,Employment,Employment,85082,87782,0.969242
2016-06-01,Employment,Unemployment,2700,87782,0.030758
2016-06-01,Unemployment,Employment,2541,37746,0.067318
2016-06-01,Unemployment,Unemployment,35205,37746,0.932682
