Wage_Date;Skilled;Unskilled
01-06-16;10.62;89.38
01-07-16;10.61;89.39
01-08-16;10.63;89.37
01-09-16;10.68;89.32
01-10-16;10.62;89.38
01-11-16;10.45;89.55
01-12-16;10.4;89.6
01-01-17;10.41;89.59
01-02-17;10.42;89.58
01-03-17;10.49;89.51
01-04-17;10.57;89.43
01-05-17;10.61;89.39
01-06-17;10.62;89.38
01-07-17;10.6;89.4
01-08-17;10.58;89.42
01-09-17;10.64;89.36
01-10-17;10.56;89.44
01-11-17;10.38;89.62
01-12-17;10.29;89.71
01-01-18;10.25;89.75
01-02-18;10.28;89.72
01-03-18;10.33;89.67
01-04-18;10.39;89.61
01-05-18;10.46;89.54
01-06-18;10.46;89.54
01-07-18;10.45;89.55
01-08-18;10.43;89.57
01-09-18;10.5;89.5
01-10-18;10.41;89.59
01-11-18;10.26;89.74
01-12-18;10.15;89.85
01-01-19;10.14;89.86
01-02-19;10.14;89.86
01-03-19;10.24;89.76
01-04-19;10.29;89.71
01-05-19;10.35;89.65
01-06-19;10.35;89.65
01-07-19;10.31;89.69
01-08-19;10.31;89.69
01-09-19;10.36;89.64
01-10-19;10.29;89.71
01-11-19;10.15;89.85
01-12-19;10.03;89.97
01-01-20;10.02;89.98
01-02-20;10.02;89.98
01-03-20;10.11;89.89
01-04-20;10.29;89.71
01-05-20;10.38;89.62
01-06-20;10.39;89.61
01-07-20;10.37;89.63
01-08-20;10.36;89.64
01-09-20;10.37;89.63
01-10-20;10.01;89.99
01-11-20;9.83;90.17
01-12-20;9.76;90.24
01-01-21;9.79;90.21
01-02-21;9.83;90.17
01-03-21;9.9;90.1
01-04-21;10.0;90.0
01-05-21;10.1;89.9
01-06-21;10.13;89.87
01-07-21;10.1;89.9
01-08-21;10.07;89.93
01-09-21;10.05;89.95
01-10-21;9.99;90.01
01-11-21;9.84;90.16
01-12-21;9.71;90.29
01-01-22;9.65;90.35
01-02-22;9.63;90.37
01-03-22;9.62;90.38
01-04-22;9.64;90.36
01-05-22;9.62;90.38
01-06-22;9.59;90.41
01-07-22;9.54;90.46
01-08-22;9.51;90.49
01-09-22;9.52;90.48
01-10-22;9.43;90.57
01-11-22;9.23;90.77
01-12-22;9.09;90.91
01-01-23;9.14;90.86
01-02-23;9.16;90.84
01-03-23;9.23;90.77
01-04-23;9.3;90.7
01-05-23;9.3;90.7
01-06-23;9.31;90.69
01-07-23;9.29;90.71
01-08-23;9.28;90.72
01-09-23;9.3;90.7
01-10-23;9.25;90.75
01-11-23;9.15;90.85
01-12-23;8.97;91.03
01-01-24;8.95;91.05
01-02-24;9.0;91.0
01-03-24;9.06;90.94
01-04-24;9.1;90.9
01-05-24;9.13;90.87
01-06-24;9.11;90.89
01-07-24;9.06;90.94
01-08-24;9.03;90.97
01-09-24;9.05;90.95
01-10-24;8.94;91.06
01-11-24;8.78;91.22
01-12-24;8.63;91.37
01-01-25;8.73;91.27
01-02-25;8.77;91.23
01-03-25;8.86;91.14
