Wage_Date;Skilled;Unskilled
01-09-12;986520.78;504104.39
01-10-12;954421.32;474816.88
01-11-12;954614.58;474079.8
01-12-12;1008704.41;518297.62
01-01-13;985804.71;488091.7
01-02-13;985389.23;484219.8
01-03-13;991879.61;493854.43
01-04-13;989444.57;495100.93
01-05-13;995643.62;498366.02
01-06-13;999426.8;498261.97
01-07-13;1006484.08;506131.45
01-08-13;1009937.95;515648.3
01-09-13;1051743.23;549994.04
01-10-13;1017887.07;519053.45
01-11-13;1022402.31;520452.01
01-12-13;1079766.58;560925.77
01-01-14;1056437.06;531132.62
01-02-14;1060656.64;528837.64
01-03-14;1061362.88;534321.95
01-04-14;1061146.6;537417.17
01-05-14;1070143.57;541867.11
01-06-14;1077023.57;541899.2
01-07-14;1082698.14;552119.26
01-08-14;1086600.61;555806.86
01-09-14;1127278.0;589113.96
01-10-14;1090636.81;553466.4
01-11-14;1098565.04;558497.92
01-12-14;1160185.5;604326.11
01-01-15;1131571.6;572067.43
01-02-15;1131232.64;569235.92
01-03-15;1129596.34;572358.04
01-04-15;1136207.48;578656.4
01-05-15;1143229.55;583657.07
01-06-15;1149837.77;582302.11
01-07-15;1152572.39;595546.07
01-08-15;1149755.18;594758.58
01-09-15;1194447.09;627788.78
01-10-15;1162568.92;597454.23
01-11-15;1162784.42;597165.9
01-12-15;1229299.63;642066.41
01-01-16;1197289.15;612360.27
01-02-16;1193142.29;606729.6
01-03-16;1194681.51;616409.9
01-04-16;1189957.91;612876.73
01-05-16;1188498.43;614247.48
01-06-16;1194315.72;615319.25
01-07-16;1205519.91;627678.48
01-08-16;1207769.75;627241.69
01-09-16;1238515.97;655484.03
01-10-16;1212190.08;628850.61
01-11-16;1211399.8;626632.28
01-12-16;1282718.91;674664.68
01-01-17;1247299.64;644474.6
01-02-17;1242741.21;637929.55
01-03-17;1243454.11;644108.26
01-04-17;1250043.85;655558.74
01-05-17;1239040.6;650700.55
01-06-17;1247548.77;649394.51
01-07-17;1245801.28;655054.21
01-08-17;1244342.72;657081.13
01-09-17;1292552.53;694721.12
01-10-17;1249532.34;659304.73
01-11-17;1252031.23;657929.66
01-12-17;1323706.71;706388.29
01-01-18;1288342.09;670257.68
01-02-18;1292865.43;665680.26
01-03-18;1303815.07;679270.78
01-04-18;1286218.95;676816.6
01-05-18;1290585.68;682186.88
01-06-18;1293443.71;679733.59
01-07-18;1296750.2;689424.24
01-08-18;1295132.12;685916.52
01-09-18;1355700.86;736738.07
01-10-18;1311274.73;697503.5
01-11-18;1311855.52;693044.38
01-12-18;1389666.03;746049.8
01-01-19;1343616.73;706413.29
01-02-19;1341506.91;697525.94
01-03-19;1355694.05;717951.04
01-04-19;1346064.4;720000.98
01-05-19;1342671.01;721598.28
01-06-19;1348428.22;720104.31
01-07-19;1349954.42;726591.91
01-08-19;1350883.45;725737.97
01-09-19;1408527.28;773068.99
01-10-19;1361591.24;732988.1
01-11-19;1372689.16;731166.4
01-12-19;1446393.59;781159.91
01-01-20;1406098.74;746490.92
01-02-20;1401070.16;738386.53
01-03-20;1418428.32;759001.0
01-04-20;1403090.15;747605.11
01-05-20;1418446.47;771735.6
01-06-20;1422989.02;771080.87
01-07-20;1423801.68;772970.92
01-08-20;1420408.31;771535.98
01-09-20;1461189.43;805635.61
01-10-20;1413939.88;755573.56
01-11-20;1416377.91;752434.14
01-12-20;1498669.42;807932.67
01-01-21;1451472.69;768824.91
01-02-21;1449970.54;764535.91
01-03-21;1461123.05;779620.49
01-04-21;1446389.04;780950.68
01-05-21;1451855.86;784818.0
01-06-21;1460573.43;790415.25
01-07-21;1470808.49;803723.41
01-08-21;1461892.02;795585.33
01-09-21;1519638.49;840386.22
01-10-21;1483654.56;806981.4
01-11-21;1487857.89;805527.61
01-12-21;1596364.51;873969.83
01-01-22;1555103.58;836970.34
01-02-22;1551399.06;828377.29
01-03-22;1569323.91;848362.51
01-04-22;1580338.88;861216.86
01-05-22;1593459.79;878552.19
01-06-22;1611869.82;887303.6
01-07-22;1642142.6;905887.59
01-08-22;1646388.66;914095.59
01-09-22;1725313.24;969893.14
01-10-22;1687729.31;930928.29
01-11-22;1691815.51;923343.12
01-12-22;1822955.74;998374.5
01-01-23;1796538.32;972527.36
01-02-23;1797129.54;967727.02
01-03-23;1810998.07;980708.12
01-04-23;1810926.71;995294.34
01-05-23;1811690.62;1001313.66
01-06-23;1834437.56;1010860.37
01-07-23;1840173.19;1017514.99
01-08-23;1843586.25;1019696.48
01-09-23;1915203.95;1080676.28
01-10-23;1859368.44;1036521.37
01-11-23;1860663.65;1027595.16
01-12-23;1982981.43;1100559.09
01-01-24;1937676.15;1056871.26
01-02-24;1938600.2;1049138.34
01-03-24;1968515.11;1071279.58
01-04-24;1951793.51;1077535.96
01-05-24;1949687.85;1075295.39
01-06-24;1962977.03;1078981.56
01-07-24;1983105.32;1106920.17
01-08-24;1987729.85;1108217.0
01-09-24;2062347.67;1166550.35
01-10-24;1994270.84;1108658.69
01-11-24;2008146.44;1102648.07
01-12-24;2125917.34;1173590.66
01-01-25;2090629.94;1146318.1
01-02-25;2097967.26;1140990.53
01-03-25;2118496.26;1160475.66
