Wage_Date,State_From,Employment,Unemployment
2009-05-01,Unemployment,0.072241,0.927759
2009-06-01,Employment,0.96166,0.03834
2009-06-01,Unemployment,0.069517,0.930483
2009-07-01,Employment,0.964325,0.035675
2009-07-01,Unemployment,0.069409,0.930591
2009-08-01,Employment,0.963248,0.036752
2009-08-01,Unemployment,0.074222,0.925778
2009-09-01,Employment,0.965328,0.034672
2009-09-01,Unemployment,0.068006,0.931994
2009-10-01,Employment,0.969346,0.030654
2009-10-01,Unemployment,0.072918,0.927082
2009-11-01,Employment,0.968706,0.031294
2009-11-01,Unemployment,0.077141,0.922859
2009-12-01,Employment,0.96574,0.03426
2009-12-01,Unemployment,0.092402,0.907598
2010-01-01,Employment,0.943545,0.056455
2010-01-01,Unemployment,0.103664,0.896336
2010-02-01,Employment,0.952551,0.047449
2010-02-01,Unemployment,0.080068,0.919932
2010-03-01,Employment,0.938436,0.061564
2010-03-01,Unemployment,0.119612,0.880388
2010-04-01,Employment,0.948952,0.051048
2010-04-01,Unemployment,0.098015,0.901985
2010-05-01,Employment,0.957373,0.042627
2010-05-01,Unemployment,0.074424,0.925576
2010-06-01,Employment,0.964023,0.035977
2010-06-01,Unemployment,0.070997,0.929003
2010-07-01,Employment,0.967093,0.032907
2010-07-01,Unemployment,0.069426,0.930574
2010-08-01,Employment,0.967691,0.032309
2010-08-01,Unemployment,0.077601,0.922399
2010-09-01,Employment,0.966734,0.033266
2010-09-01,Unemployment,0.063616,0.936384
2010-10-01,Employment,0.971302,0.028698
2010-10-01,Unemployment,0.079901,0.920099
2010-11-01,Employment,0.970772,0.029228
2010-11-01,Unemployment,0.082973,0.917027
2010-12-01,Employment,0.967276,0.032724
2010-12-01,Unemployment,0.092829,0.907171
2011-01-01,Employment,0.944455,0.055545
2011-01-01,Unemployment,0.109685,0.890315
2011-02-01,Employment,0.954505,0.045495
2011-02-01,Unemployment,0.083776,0.916224
2011-03-01,Employment,0.942619,0.057381
2011-03-01,Unemployment,0.132308,0.867692
2011-04-01,Employment,0.947881,0.052119
2011-04-01,Unemployment,0.097675,0.902325
2011-05-01,Employment,0.959089,0.040911
2011-05-01,Unemployment,0.078375,0.921625
2011-06-01,Employment,0.966005,0.033995
2011-06-01,Unemployment,0.070795,0.929205
2011-07-01,Employment,0.966529,0.033471
2011-07-01,Unemployment,0.07105,0.92895
2011-08-01,Employment,0.96883,0.03117
2011-08-01,Unemployment,0.077864,0.922136
2011-09-01,Employment,0.969776,0.030224
2011-09-01,Unemployment,0.07182,0.92818
2011-10-01,Employment,0.971384,0.028616
2011-10-01,Unemployment,0.076959,0.923041
2011-11-01,Employment,0.97259,0.02741
2011-11-01,Unemployment,0.083071,0.916929
2011-12-01,Employment,0.969438,0.030562
2011-12-01,Unemployment,0.088872,0.911128
2012-01-01,Employment,0.949555,0.050445
2012-01-01,Unemployment,0.101814,0.898186
2012-02-01,Employment,0.957561,0.042439
2012-02-01,Unemployment,0.080845,0.919155
2012-03-01,Employment,0.948685,0.051315
2012-03-01,Unemployment,0.135522,0.864478
2012-04-01,Employment,0.952287,0.047713
2012-04-01,Unemployment,0.093233,0.906767
2012-05-01,Employment,0.964436,0.035564
2012-05-01,Unemployment,0.076633,0.923367
2012-06-01,Employment,0.967346,0.032654
2012-06-01,Unemployment,0.076719,0.923281
2012-07-01,Employment,0.969968,0.030032
2012-07-01,Unemployment,0.073086,0.926914
2012-08-01,Employment,0.970046,0.029954
2012-08-01,Unemployment,0.082231,0.917769
2012-09-01,Employment,0.968797,0.031203
2012-09-01,Unemployment,0.066794,0.933206
2012-10-01,Employment,0.97335,0.02665
2012-10-01,Unemployment,0.081051,0.918949
2012-11-01,Employment,0.972108,0.027892
2012-11-01,Unemployment,0.079479,0.920521
2012-12-01,Employment,0.969185,0.030815
2012-12-01,Unemployment,0.086746,0.913254
2013-01-01,Employment,0.95006,0.04994
2013-01-01,Unemployment,0.107757,0.892243
2013-02-01,Employment,0.95575,0.04425
2013-02-01,Unemployment,0.083038,0.916962
2013-03-01,Employment,0.947507,0.052493
2013-03-01,Unemployment,0.130794,0.869206
2013-04-01,Employment,0.954802,0.045198
2013-04-01,Unemployment,0.100074,0.899926
2013-05-01,Employment,0.961588,0.038412
2013-05-01,Unemployment,0.075714,0.924286
2013-06-01,Employment,0.967112,0.032888
2013-06-01,Unemployment,0.075436,0.924564
2013-07-01,Employment,0.968927,0.031073
2013-07-01,Unemployment,0.073955,0.926045
2013-08-01,Employment,0.969113,0.030887
2013-08-01,Unemployment,0.080209,0.919791
2013-09-01,Employment,0.966459,0.033541
2013-09-01,Unemployment,0.062238,0.937762
2013-10-01,Employment,0.970255,0.029745
2013-10-01,Unemployment,0.080505,0.919495
2013-11-01,Employment,0.970393,0.029607
2013-11-01,Unemployment,0.079042,0.920958
2013-12-01,Employment,0.968578,0.031422
2013-12-01,Unemployment,0.086055,0.913945
2014-01-01,Employment,0.948163,0.051837
2014-01-01,Unemployment,0.101089,0.898911
2014-02-01,Employment,0.956538,0.043462
2014-02-01,Unemployment,0.078298,0.921702
2014-03-01,Employment,0.948283,0.051717
2014-03-01,Unemployment,0.129629,0.870371
2014-04-01,Employment,0.953271,0.046729
2014-04-01,Unemployment,0.094959,0.905041
2014-05-01,Employment,0.962421,0.037579
2014-05-01,Unemployment,0.07354,0.92646
2014-06-01,Employment,0.966719,0.033281
2014-06-01,Unemployment,0.069327,0.930673
2014-07-01,Employment,0.968792,0.031208
2014-07-01,Unemployment,0.071733,0.928267
2014-08-01,Employment,0.967761,0.032239
2014-08-01,Unemployment,0.075145,0.924855
2014-09-01,Employment,0.969966,0.030034
2014-09-01,Unemployment,0.067084,0.932916
2014-10-01,Employment,0.972064,0.027936
2014-10-01,Unemployment,0.079501,0.920499
2014-11-01,Employment,0.972546,0.027454
2014-11-01,Unemployment,0.079484,0.920516
2014-12-01,Employment,0.970162,0.029838
2014-12-01,Unemployment,0.085917,0.914083
2015-01-01,Employment,0.951311,0.048689
2015-01-01,Unemployment,0.096999,0.903001
2015-02-01,Employment,0.959237,0.040763
2015-02-01,Unemployment,0.076579,0.923421
2015-03-01,Employment,0.950991,0.049009
2015-03-01,Unemployment,0.123251,0.876749
2015-04-01,Employment,0.955833,0.044167
2015-04-01,Unemployment,0.088646,0.911354
2015-05-01,Employment,0.965498,0.034502
2015-05-01,Unemployment,0.070194,0.929806
2015-06-01,Employment,0.969634,0.030366
2015-06-01,Unemployment,0.07106,0.92894
2015-07-01,Employment,0.971895,0.028105
2015-07-01,Unemployment,0.071057,0.928943
2015-08-01,Employment,0.969795,0.030205
2015-08-01,Unemployment,0.072807,0.927193
2015-09-01,Employment,0.968685,0.031315
2015-09-01,Unemployment,0.065996,0.934004
2015-10-01,Employment,0.972056,0.027944
2015-10-01,Unemployment,0.075224,0.924776
2015-11-01,Employment,0.973557,0.026443
2015-11-01,Unemployment,0.07794,0.92206
2015-12-01,Employment,0.970385,0.029615
2015-12-01,Unemployment,0.083351,0.916649
2016-01-01,Employment,0.953156,0.046844
2016-01-01,Unemployment,0.092626,0.907374
2016-02-01,Employment,0.961799,0.038201
2016-02-01,Unemployment,0.077465,0.922535
2016-03-01,Employment,0.953257,0.046743
2016-03-01,Unemployment,0.121844,0.878156
2016-04-01,Employment,0.960115,0.039885
2016-04-01,Unemployment,0.088668,0.911332
2016-05-01,Employment,0.965161,0.034839
2016-05-01,Unemployment,0.073476,0.926524
2016-06-01,Employment,0.969242,0.030758
2016-06-01,Unemployment,0.067318,0.932682
2016-07-01,Employment,0.971093,0.028907
2016-07-01,Unemployment,0.067907,0.932093
2016-08-01,Employment,0.970878,0.029122
2016-08-01,Unemployment,0.076854,0.923146
2016-09-01,Employment,0.971185,0.028815
2016-09-01,Unemployment,0.068201,0.931799
2016-10-01,Employment,0.972464,0.027536
2016-10-01,Unemployment,0.069359,0.930641
2016-11-01,Employment,0.974605,0.025395
2016-11-01,Unemployment,0.075367,0.924633
2016-12-01,Employment,0.971306,0.028694
2016-12-01,Unemployment,0.080074,0.919926
2017-01-01,Employment,0.955575,0.044425
2017-01-01,Unemployment,0.090041,0.909959
2017-02-01,Employment,0.962132,0.037868
2017-02-01,Unemployment,0.072362,0.927638
2017-03-01,Employment,0.956125,0.043875
2017-03-01,Unemployment,0.120432,0.879568
2017-04-01,Employment,0.961613,0.038387
2017-04-01,Unemployment,0.080422,0.919578
2017-05-01,Employment,0.9688,0.0312
2017-05-01,Unemployment,0.073615,0.926385
2017-06-01,Employment,0.970661,0.029339
2017-06-01,Unemployment,0.071924,0.928076
2017-07-01,Employment,0.973115,0.026885
2017-07-01,Unemployment,0.07077,0.92923
2017-08-01,Employment,0.970037,0.029963
2017-08-01,Unemployment,0.073956,0.926044
2017-09-01,Employment,0.973085,0.026915
2017-09-01,Unemployment,0.067156,0.932844
2017-10-01,Employment,0.976294,0.023706
2017-10-01,Unemployment,0.073777,0.926223
2017-11-01,Employment,0.976935,0.023065
2017-11-01,Unemployment,0.077737,0.922263
2017-12-01,Employment,0.972288,0.027712
2017-12-01,Unemployment,0.086393,0.913607
2018-01-01,Employment,0.958752,0.041248
2018-01-01,Unemployment,0.095956,0.904044
2018-02-01,Employment,0.963622,0.036378
2018-02-01,Unemployment,0.073706,0.926294
2018-03-01,Employment,0.957567,0.042433
2018-03-01,Unemployment,0.122803,0.877197
2018-04-01,Employment,0.963249,0.036751
2018-04-01,Unemployment,0.088635,0.911365
2018-05-01,Employment,0.967011,0.032989
2018-05-01,Unemployment,0.074141,0.925859
2018-06-01,Employment,0.971613,0.028387
2018-06-01,Unemployment,0.075107,0.924893
2018-07-01,Employment,0.973476,0.026524
2018-07-01,Unemployment,0.068032,0.931968
2018-08-01,Employment,0.974415,0.025585
2018-08-01,Unemployment,0.077612,0.922388
2018-09-01,Employment,0.972974,0.027026
2018-09-01,Unemployment,0.062597,0.937403
2018-10-01,Employment,0.977948,0.022052
2018-10-01,Unemployment,0.083844,0.916156
2018-11-01,Employment,0.977269,0.022731
2018-11-01,Unemployment,0.080789,0.919211
2018-12-01,Employment,0.974345,0.025655
2018-12-01,Unemployment,0.083101,0.916899
2019-01-01,Employment,0.961268,0.038732
2019-01-01,Unemployment,0.096291,0.903709
2019-02-01,Employment,0.968128,0.031872
2019-02-01,Unemployment,0.075619,0.924381
2019-03-01,Employment,0.961367,0.038633
2019-03-01,Unemployment,0.126349,0.873651
2019-04-01,Employment,0.966227,0.033773
2019-04-01,Unemployment,0.089797,0.910203
2019-05-01,Employment,0.970616,0.029384
2019-05-01,Unemployment,0.073681,0.926319
2019-06-01,Employment,0.972844,0.027156
2019-06-01,Unemployment,0.074214,0.925786
2019-07-01,Employment,0.973805,0.026195
2019-07-01,Unemployment,0.077505,0.922495
2019-08-01,Employment,0.974972,0.025028
2019-08-01,Unemployment,0.081994,0.918006
2019-09-01,Employment,0.974184,0.025816
2019-09-01,Unemployment,0.06493,0.93507
2019-10-01,Employment,0.977774,0.022226
2019-10-01,Unemployment,0.079064,0.920936
2019-11-01,Employment,0.977205,0.022795
2019-11-01,Unemployment,0.076486,0.923514
2019-12-01,Employment,0.975203,0.024797
2019-12-01,Unemployment,0.081488,0.918512
2020-01-01,Employment,0.963956,0.036044
2020-01-01,Unemployment,0.09398,0.90602
2020-02-01,Employment,0.969516,0.030484
2020-02-01,Unemployment,0.076171,0.923829
2020-03-01,Employment,0.962908,0.037092
2020-03-01,Unemployment,0.104106,0.895894
2020-04-01,Employment,0.946968,0.053032
2020-04-01,Unemployment,0.040082,0.959918
2020-05-01,Employment,0.963127,0.036873
2020-05-01,Unemployment,0.043758,0.956242
2020-06-01,Employment,0.973354,0.026646
2020-06-01,Unemployment,0.051196,0.948804
2020-07-01,Employment,0.978907,0.021093
2020-07-01,Unemployment,0.051794,0.948206
2020-08-01,Employment,0.979847,0.020153
2020-08-01,Unemployment,0.059712,0.940288
2020-09-01,Employment,0.979341,0.020659
2020-09-01,Unemployment,0.065959,0.934041
2020-10-01,Employment,0.980675,0.019325
2020-10-01,Unemployment,0.090842,0.909158
2020-11-01,Employment,0.981374,0.018626
2020-11-01,Unemployment,0.093921,0.906079
2020-12-01,Employment,0.979279,0.020721
2020-12-01,Unemployment,0.08407,0.91593
2021-01-01,Employment,0.971568,0.028432
2021-01-01,Unemployment,0.093276,0.906724
2021-02-01,Employment,0.974988,0.025012
2021-02-01,Unemployment,0.081687,0.918313
2021-03-01,Employment,0.97251,0.02749
2021-03-01,Unemployment,0.118278,0.881722
2021-04-01,Employment,0.973758,0.026242
2021-04-01,Unemployment,0.090658,0.909342
2021-05-01,Employment,0.977268,0.022732
2021-05-01,Unemployment,0.077307,0.922693
2021-06-01,Employment,0.97915,0.02085
2021-06-01,Unemployment,0.08079,0.91921
2021-07-01,Employment,0.981388,0.018612
2021-07-01,Unemployment,0.086366,0.913634
2021-08-01,Employment,0.979677,0.020323
2021-08-01,Unemployment,0.120556,0.879444
2021-09-01,Employment,0.980162,0.019838
2021-09-01,Unemployment,0.103884,0.896116
2021-10-01,Employment,0.980567,0.019433
2021-10-01,Unemployment,0.100373,0.899627
2021-11-01,Employment,0.980485,0.019515
2021-11-01,Unemployment,0.112592,0.887408
2021-12-01,Employment,0.979543,0.020457
2021-12-01,Unemployment,0.10812,0.89188
2022-01-01,Employment,0.968517,0.031483
2022-01-01,Unemployment,0.119518,0.880482
2022-02-01,Employment,0.972123,0.027877
2022-02-01,Unemployment,0.098985,0.901015
2022-03-01,Employment,0.968149,0.031851
2022-03-01,Unemployment,0.162061,0.837939
2022-04-01,Employment,0.96821,0.03179
2022-04-01,Unemployment,0.127255,0.872745
2022-05-01,Employment,0.973325,0.026675
2022-05-01,Unemployment,0.117845,0.882155
2022-06-01,Employment,0.972778,0.027222
2022-06-01,Unemployment,0.106415,0.893585
2022-07-01,Employment,0.974652,0.025348
2022-07-01,Unemployment,0.105126,0.894874
2022-08-01,Employment,0.975508,0.024492
2022-08-01,Unemployment,0.124367,0.875633
2022-09-01,Employment,0.97553,0.02447
2022-09-01,Unemployment,0.104054,0.895946
2022-10-01,Employment,0.975241,0.024759
2022-10-01,Unemployment,0.114707,0.885293
2022-11-01,Employment,0.97714,0.02286
2022-11-01,Unemployment,0.12508,0.87492
2022-12-01,Employment,0.974975,0.025025
2022-12-01,Unemployment,0.122147,0.877853
2023-01-01,Employment,0.965588,0.034412
2023-01-01,Unemployment,0.132835,0.867165
2023-02-01,Employment,0.973503,0.026497
2023-02-01,Unemployment,0.106929,0.893071
2023-03-01,Employment,0.972944,0.027056
2023-03-01,Unemployment,0.182053,0.817947
2023-04-01,Employment,0.973169,0.026831
2023-04-01,Unemployment,0.136223,0.863777
2023-05-01,Employment,0.977448,0.022552
2023-05-01,Unemployment,0.127394,0.872606
2023-06-01,Employment,0.977523,0.022477
2023-06-01,Unemployment,0.117734,0.882266
2023-07-01,Employment,0.977799,0.022201
2023-07-01,Unemployment,0.120821,0.879179
2023-08-01,Employment,0.979598,0.020402
2023-08-01,Unemployment,0.131869,0.868131
2023-09-01,Employment,0.979057,0.020943
2023-09-01,Unemployment,0.113246,0.886754
2023-10-01,Employment,0.981803,0.018197
2023-10-01,Unemployment,0.137815,0.862185
2023-11-01,Employment,0.981285,0.018715
2023-11-01,Unemployment,0.145317,0.854683
2023-12-01,Employment,0.978646,0.021354
2023-12-01,Unemployment,0.143271,0.856729
2024-01-01,Employment,0.974683,0.025317
2024-01-01,Unemployment,0.161777,0.838223
2024-02-01,Employment,0.976668,0.023332
2024-02-01,Unemployment,0.136301,0.863699
2024-03-01,Employment,0.97603,0.02397
2024-03-01,Unemployment,0.218812,0.781188
2024-04-01,Employment,0.979018,0.020982
2024-04-01,Unemployment,0.180624,0.819376
2024-05-01,Employment,0.979718,0.020282
2024-05-01,Unemployment,0.174269,0.825731
2024-06-01,Employment,0.980047,0.019953
2024-06-01,Unemployment,0.16328,0.83672
2024-07-01,Employment,0.983897,0.016103
2024-07-01,Unemployment,0.188381,0.811619
2024-08-01,Employment,0.983425,0.016575
2024-08-01,Unemployment,0.198874,0.801126
2024-09-01,Employment,0.984308,0.015692
2024-09-01,Unemployment,0.194995,0.805005
2024-10-01,Employment,0.987901,0.012099
2024-10-01,Unemployment,0.240012,0.759988
2024-11-01,Employment,0.988668,0.011332
2024-11-01,Unemployment,0.296625,0.703375
2024-12-01,Employment,0.987971,0.012029
2024-12-01,Unemployment,0.316905,0.683095
2025-01-01,Employment,0.986076,0.013924
2025-01-01,Unemployment,0.426976,0.573024
2025-02-01,Employment,0.991857,0.008143
2025-02-01,Unemployment,0.445384,0.554616
2025-03-01,Employment,1.0,0.0
2025-03-01,Unemployment,1.0,0.0
