Wage_Date,State_From,State_To,count,total_from,probability
2012-11-01,Unemployment,Unemployment,23469,25372,0.924996
2012-12-01,Employment,Employment,63320,65165,0.971687
2012-12-01,Employment,Unemployment,1845,65165,0.028313
2012-12-01,Unemployment,Employment,1989,25082,0.0793
2012-12-01,Unemployment,Unemployment,23093,25082,0.9207
2013-01-01,Employment,Employment,62579,65807,0.950947
2013-01-01,Employment,Unemployment,3228,65807,0.049053
2013-01-01,Unemployment,Employment,2428,24938,0.097361
2013-01-01,Unemployment,Unemployment,22510,24938,0.902639
2013-02-01,Employment,Employment,62805,65569,0.957846
2013-02-01,Employment,Unemployment,2764,65569,0.042154
2013-02-01,Unemployment,Employment,1967,25738,0.076424
2013-02-01,Unemployment,Unemployment,23771,25738,0.923576
2013-03-01,Employment,Employment,61761,64913,0.951443
2013-03-01,Employment,Unemployment,3152,64913,0.048557
2013-03-01,Unemployment,Employment,3572,26535,0.134615
2013-03-01,Unemployment,Unemployment,22963,26535,0.865385
2013-04-01,Employment,Employment,63036,65779,0.9583
2013-04-01,Employment,Unemployment,2743,65779,0.0417
2013-04-01,Unemployment,Employment,2579,26115,0.098756
2013-04-01,Unemployment,Unemployment,23536,26115,0.901244
2013-05-01,Employment,Employment,63491,65819,0.96463
2013-05-01,Employment,Unemployment,2328,65819,0.03537
2013-05-01,Unemployment,Employment,1954,26279,0.074356
2013-05-01,Unemployment,Unemployment,24325,26279,0.925644
2013-06-01,Employment,Employment,63606,65594,0.969692
2013-06-01,Employment,Unemployment,1988,65594,0.030308
2013-06-01,Unemployment,Employment,1939,26653,0.07275
2013-06-01,Unemployment,Unemployment,24714,26653,0.92725
2013-07-01,Employment,Employment,63804,65683,0.971393
2013-07-01,Employment,Unemployment,1879,65683,0.028607
2013-07-01,Unemployment,Employment,1895,26702,0.070968
2013-07-01,Unemployment,Unemployment,24807,26702,0.929032
2013-08-01,Employment,Employment,63868,65750,0.971376
2013-08-01,Employment,Unemployment,1882,65750,0.028624
2013-08-01,Unemployment,Employment,2072,26686,0.077644
2013-08-01,Unemployment,Unemployment,24614,26686,0.922356
2013-09-01,Employment,Employment,64068,66102,0.969229
2013-09-01,Employment,Unemployment,2034,66102,0.030771
2013-09-01,Unemployment,Employment,1589,26496,0.059971
2013-09-01,Unemployment,Unemployment,24907,26496,0.940029
2013-10-01,Employment,Employment,63925,65735,0.972465
2013-10-01,Employment,Unemployment,1810,65735,0.027535
2013-10-01,Unemployment,Employment,2088,26941,0.077503
2013-10-01,Unemployment,Unemployment,24853,26941,0.922497
2013-11-01,Employment,Employment,64357,66154,0.972836
2013-11-01,Employment,Unemployment,1797,66154,0.027164
2013-11-01,Unemployment,Employment,2033,26663,0.076248
2013-11-01,Unemployment,Unemployment,24630,26663,0.923752
2013-12-01,Employment,Employment,64567,66492,0.971049
2013-12-01,Employment,Unemployment,1925,66492,0.028951
2013-12-01,Unemployment,Employment,2043,26427,0.077307
2013-12-01,Unemployment,Unemployment,24384,26427,0.922693
2014-01-01,Employment,Employment,63553,66886,0.950169
2014-01-01,Employment,Unemployment,3333,66886,0.049831
2014-01-01,Unemployment,Employment,2450,26309,0.093124
2014-01-01,Unemployment,Unemployment,23859,26309,0.906876
2014-02-01,Employment,Employment,63605,66322,0.959033
2014-02-01,Employment,Unemployment,2717,66322,0.040967
2014-02-01,Unemployment,Employment,1942,27192,0.071418
2014-02-01,Unemployment,Unemployment,25250,27192,0.928582
2014-03-01,Employment,Employment,62480,65529,0.953471
2014-03-01,Employment,Unemployment,3049,65529,0.046529
2014-03-01,Unemployment,Employment,3687,27967,0.131834
2014-03-01,Unemployment,Unemployment,24280,27967,0.868166
2014-04-01,Employment,Employment,63701,66484,0.95814
2014-04-01,Employment,Unemployment,2783,66484,0.04186
2014-04-01,Unemployment,Employment,2554,27329,0.093454
2014-04-01,Unemployment,Unemployment,24775,27329,0.906546
2014-05-01,Employment,Employment,64096,66357,0.965927
2014-05-01,Employment,Unemployment,2261,66357,0.034073
2014-05-01,Unemployment,Employment,1999,27558,0.072538
2014-05-01,Unemployment,Unemployment,25559,27558,0.927462
2014-06-01,Employment,Employment,64124,66182,0.968904
2014-06-01,Employment,Unemployment,2058,66182,0.031096
2014-06-01,Unemployment,Employment,1883,27820,0.067685
2014-06-01,Unemployment,Unemployment,25937,27820,0.932315
2014-07-01,Employment,Employment,64185,66093,0.971132
2014-07-01,Employment,Unemployment,1908,66093,0.028868
2014-07-01,Unemployment,Employment,1946,27995,0.069512
2014-07-01,Unemployment,Unemployment,26049,27995,0.930488
2014-08-01,Employment,Employment,64166,66136,0.970213
2014-08-01,Employment,Unemployment,1970,66136,0.029787
2014-08-01,Unemployment,Employment,2049,27957,0.073291
2014-08-01,Unemployment,Unemployment,25908,27957,0.926709
2014-09-01,Employment,Employment,64475,66304,0.972415
2014-09-01,Employment,Unemployment,1829,66304,0.027585
2014-09-01,Unemployment,Employment,1796,27878,0.064424
2014-09-01,Unemployment,Unemployment,26082,27878,0.935576
2014-10-01,Employment,Employment,64643,66332,0.974537
2014-10-01,Employment,Unemployment,1689,66332,0.025463
2014-10-01,Unemployment,Employment,2125,27911,0.076135
2014-10-01,Unemployment,Unemployment,25786,27911,0.923865
2014-11-01,Employment,Employment,65197,66843,0.975375
2014-11-01,Employment,Unemployment,1646,66843,0.024625
2014-11-01,Unemployment,Employment,2059,27475,0.074941
2014-11-01,Unemployment,Unemployment,25416,27475,0.925059
2014-12-01,Employment,Employment,65544,67351,0.97317
2014-12-01,Employment,Unemployment,1807,67351,0.02683
2014-12-01,Unemployment,Employment,2112,27062,0.078043
2014-12-01,Unemployment,Unemployment,24950,27062,0.921957
2015-01-01,Employment,Employment,64650,67824,0.953202
2015-01-01,Employment,Unemployment,3174,67824,0.046798
2015-01-01,Unemployment,Employment,2393,26757,0.089435
2015-01-01,Unemployment,Unemployment,24364,26757,0.910565
2015-02-01,Employment,Employment,64778,67357,0.961711
2015-02-01,Employment,Unemployment,2579,67357,0.038289
2015-02-01,Unemployment,Employment,1948,27538,0.070739
2015-02-01,Unemployment,Unemployment,25590,27538,0.929261
2015-03-01,Employment,Employment,63786,66703,0.956269
2015-03-01,Employment,Unemployment,2917,66703,0.043731
2015-03-01,Unemployment,Employment,3584,28169,0.127232
2015-03-01,Unemployment,Unemployment,24585,28169,0.872768
2015-04-01,Employment,Employment,64831,67532,0.960004
2015-04-01,Employment,Unemployment,2701,67532,0.039996
2015-04-01,Unemployment,Employment,2359,27502,0.085776
2015-04-01,Unemployment,Unemployment,25143,27502,0.914224
2015-05-01,Employment,Employment,65098,67195,0.968792
2015-05-01,Employment,Unemployment,2097,67195,0.031208
2015-05-01,Unemployment,Employment,1902,27844,0.068309
2015-05-01,Unemployment,Unemployment,25942,27844,0.931691
2015-06-01,Employment,Employment,65239,67080,0.972555
2015-06-01,Employment,Unemployment,1841,67080,0.027445
2015-06-01,Unemployment,Employment,1958,28039,0.069831
2015-06-01,Unemployment,Unemployment,26081,28039,0.930169
2015-07-01,Employment,Employment,65483,67225,0.974087
2015-07-01,Employment,Unemployment,1742,67225,0.025913
2015-07-01,Unemployment,Employment,1908,27922,0.068333
2015-07-01,Unemployment,Unemployment,26014,27922,0.931667
2015-08-01,Employment,Employment,65520,67389,0.972266
2015-08-01,Employment,Unemployment,1869,67389,0.027734
2015-08-01,Unemployment,Employment,1942,27756,0.069967
2015-08-01,Unemployment,Unemployment,25814,27756,0.930033
2015-09-01,Employment,Employment,65560,67524,0.970914
2015-09-01,Employment,Unemployment,1964,67524,0.029086
2015-09-01,Unemployment,Employment,1765,27683,0.063758
2015-09-01,Unemployment,Unemployment,25918,27683,0.936242
2015-10-01,Employment,Employment,65686,67373,0.97496
2015-10-01,Employment,Unemployment,1687,67373,0.02504
2015-10-01,Unemployment,Employment,2019,27882,0.072412
2015-10-01,Unemployment,Unemployment,25863,27882,0.927588
2015-11-01,Employment,Employment,66166,67751,0.976606
2015-11-01,Employment,Unemployment,1585,67751,0.023394
2015-11-01,Unemployment,Employment,2107,27550,0.076479
2015-11-01,Unemployment,Unemployment,25443,27550,0.923521
2015-12-01,Employment,Employment,66451,68336,0.972416
2015-12-01,Employment,Unemployment,1885,68336,0.027584
2015-12-01,Unemployment,Employment,2049,27028,0.07581
2015-12-01,Unemployment,Unemployment,24979,27028,0.92419
2016-01-01,Employment,Employment,65464,68562,0.954815
2016-01-01,Employment,Unemployment,3098,68562,0.045185
2016-01-01,Unemployment,Employment,2287,26864,0.085133
2016-01-01,Unemployment,Unemployment,24577,26864,0.914867
2016-02-01,Employment,Employment,65546,67952,0.964593
2016-02-01,Employment,Unemployment,2406,67952,0.035407
2016-02-01,Unemployment,Employment,2000,27675,0.072267
2016-02-01,Unemployment,Unemployment,25675,27675,0.927733
2016-03-01,Employment,Employment,64648,67466,0.958231
2016-03-01,Employment,Unemployment,2818,67466,0.041769
2016-03-01,Unemployment,Employment,3509,28081,0.12496
2016-03-01,Unemployment,Unemployment,24572,28081,0.87504
2016-04-01,Employment,Employment,65841,68288,0.964166
2016-04-01,Employment,Unemployment,2447,68288,0.035834
2016-04-01,Unemployment,Employment,2392,27390,0.087331
2016-04-01,Unemployment,Unemployment,24998,27390,0.912669
2016-05-01,Employment,Employment,66140,68309,0.968247
2016-05-01,Employment,Unemployment,2169,68309,0.031753
2016-05-01,Unemployment,Employment,2012,27445,0.07331
2016-05-01,Unemployment,Unemployment,25433,27445,0.92669
2016-06-01,Employment,Employment,66252,68192,0.971551
2016-06-01,Employment,Unemployment,1940,68192,0.028449
2016-06-01,Unemployment,Employment,1796,27602,0.065068
2016-06-01,Unemployment,Unemployment,25806,27602,0.934932
