Wage_Date,State_From,"Agriculture, forestry and fishing",Business services,Construction,"Electricity, gas, water and waste management",Financial intermediation,Manufacturing,Mining,Personal services,Public administration,Real estate and housing services,"Transport, communications and information services","Unemployment from Agriculture, forestry and fishing",Unemployment from Business services,Unemployment from Construction,"Unemployment from Electricity, gas, water and waste management",Unemployment from Financial intermediation,Unemployment from Manufacturing,Unemployment from Mining,Unemployment from Personal services,Unemployment from Public administration,Unemployment from Real estate and housing services,"Unemployment from Transport, communications and information services","Unemployment from Wholesale and retail trade, accommodation and food services","Wholesale and retail trade, accommodation and food services"
2013-01-01,Manufacturing,8.38E-4,0.001984,0.003215,1.2E-4,1.71E-4,0.939679,2.91E-4,3.25E-4,0.0,1.71E-4,9.58E-4,0.0,0.0,0.0,0.0,0.0,0.049204,0.0,0.0,0.0,0.0,0.0,0.0,0.003044
2013-01-01,Mining,3.1E-4,0.002483,0.002794,1.03E-4,2.07E-4,0.001138,0.95851,2.07E-4,1.03E-4,0.0,7.24E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.032695,0.0,0.0,0.0,0.0,0.0,7.24E-4
2013-01-01,Personal services,2.42E-4,0.002568,0.001131,5.1E-5,4.7E-4,0.00103,1.02E-4,0.93108,2.8E-4,1.02E-4,7.25E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060886,0.0,0.0,0.0,0.0,0.001335
2013-01-01,Public administration,8.55E-4,0.00114,9.97E-4,0.0,0.0,5.7E-4,0.0,7.12E-4,0.913223,0.0,4.27E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081362,0.0,0.0,0.0,7.12E-4
2013-01-01,Real estate and housing services,4.39E-4,0.004609,0.005268,0.0,8.78E-4,8.78E-4,2.19E-4,0.001317,4.39E-4,0.930641,2.19E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518,0.0,0.0,0.003292
2013-01-01,"Transport, communications and information services",8.62E-4,0.003192,0.001547,2.15E-4,6.66E-4,6.27E-4,7.8E-5,8.42E-4,2.0E-5,9.8E-5,0.944567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045466,0.0,0.001821
2013-01-01,"Unemployment from Agriculture, forestry and fishing",0.09665,0.003783,0.005813,1.72E-4,5.5E-4,0.004162,3.4E-5,0.001582,4.13E-4,2.75E-4,0.001754,0.880099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004712
2013-01-01,Unemployment from Business services,0.002749,0.143847,0.010581,5.35E-4,0.002627,0.004938,5.84E-4,0.005765,7.3E-4,5.84E-4,0.005084,0.0,0.8131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008878
2013-01-01,Unemployment from Construction,0.004509,0.009789,0.127343,4.62E-4,7.7E-4,0.004619,0.001034,0.002684,3.74E-4,6.82E-4,0.003168,0.0,0.0,0.839925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004641
2013-01-01,"Unemployment from Electricity, gas, water and waste management",0.002265,0.007928,0.013024,0.285957,0.002265,0.00453,5.66E-4,0.002265,5.66E-4,0.0,0.003964,0.0,0.0,0.0,0.669875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006795
2013-01-01,Unemployment from Financial intermediation,0.001763,0.007757,0.004231,4.41E-4,0.322697,0.002292,8.81E-4,0.005994,3.53E-4,4.41E-4,0.003085,0.0,0.0,0.0,0.0,0.643279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006787
2013-01-01,Unemployment from Manufacturing,0.004944,0.009186,0.010549,3.89E-4,5.84E-4,0.1348,7.79E-4,0.003348,1.95E-4,3.89E-4,0.003737,0.0,0.0,0.0,0.0,0.0,0.821448,0.0,0.0,0.0,0.0,0.0,0.0,0.009654
2013-01-01,Unemployment from Mining,0.00156,0.006932,0.007279,1.73E-4,0.00104,0.002426,0.638648,0.001386,0.0,1.73E-4,0.00208,0.0,0.0,0.0,0.0,0.0,0.0,0.334662,0.0,0.0,0.0,0.0,0.0,0.00364
2013-01-01,Unemployment from Personal services,0.00193,0.00824,0.004381,2.09E-4,0.001173,0.002556,1.83E-4,0.0793,6.26E-4,5.22E-4,0.002399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892354,0.0,0.0,0.0,0.0,0.006128
2013-01-01,Unemployment from Public administration,0.004158,0.003696,0.003003,4.62E-4,9.24E-4,9.24E-4,0.0,0.006006,0.070224,0.0,0.002079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906214,0.0,0.0,0.0,0.00231
2013-01-01,Unemployment from Real estate and housing services,0.004056,0.009914,0.010365,0.0,0.002253,0.002253,4.51E-4,0.00676,4.51E-4,0.157729,0.004056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792699,0.0,0.0,0.009013
2013-01-01,"Unemployment from Transport, communications and information services",0.002483,0.007929,0.005838,4.36E-4,0.001786,0.003485,5.23E-4,0.003834,3.05E-4,3.49E-4,0.14254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823655,0.0,0.006839
2013-01-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.003521,0.007882,0.005487,2.14E-4,0.001376,0.004629,2.68E-4,0.003753,3.75E-4,2.86E-4,0.002967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859959,0.10928
2013-01-01,"Wholesale and retail trade, accommodation and food services",6.9E-4,0.001834,0.002704,8.5E-5,0.001229,0.001588,1.04E-4,7.75E-4,5.7E-5,1.99E-4,8.51E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06448,0.925404
2013-02-01,"Agriculture, forestry and fishing",0.871875,0.00115,0.002123,5.9E-5,1.18E-4,0.00168,5.9E-5,3.54E-4,2.9E-5,2.9E-5,8.84E-4,0.119782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001857
2013-02-01,Business services,4.6E-4,0.927377,0.003538,1.4E-4,7.15E-4,0.002248,5.11E-4,0.002146,6.4E-5,1.92E-4,0.001763,0.0,0.058165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002682
2013-02-01,Construction,4.6E-4,0.003427,0.89286,1.95E-4,1.11E-4,0.001839,6.41E-4,8.78E-4,5.6E-5,2.65E-4,9.75E-4,0.0,0.0,0.096956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001338
2013-02-01,"Electricity, gas, water and waste management",3.72E-4,7.43E-4,0.002787,0.960609,5.57E-4,9.29E-4,7.43E-4,9.29E-4,0.0,1.86E-4,9.29E-4,0.0,0.0,0.0,0.029915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001301
2013-02-01,Entry,0.059929,0.151418,0.090071,0.008511,0.030496,0.081028,0.015426,0.116312,0.013652,0.007447,0.073582,0.037943,0.025887,0.018617,7.09E-4,0.001418,0.007092,3.55E-4,0.022518,1.77E-4,7.09E-4,0.00656,0.032979,0.197163
2013-02-01,Financial intermediation,4.22E-4,0.001774,7.18E-4,4.2E-5,0.970012,2.11E-4,4.2E-5,0.002154,0.0,1.27E-4,8.87E-4,0.0,0.0,0.0,0.0,0.02247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00114
2013-02-01,Manufacturing,6.12E-4,0.002165,0.002678,1.49E-4,9.9E-5,0.947921,1.32E-4,5.29E-4,1.7E-5,3.3E-5,7.6E-4,0.0,0.0,0.0,0.0,0.0,0.043072,0.0,0.0,0.0,0.0,0.0,0.0,0.001835
2013-02-01,Mining,7.5E-5,0.001808,0.00226,0.0,7.5E-5,8.29E-4,0.968507,0.0,0.0,0.0,9.04E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.025013,0.0,0.0,0.0,0.0,0.0,5.27E-4
2013-02-01,Personal services,2.43E-4,0.002123,0.001049,3.8E-5,2.69E-4,5.76E-4,1.3E-5,0.948201,2.17E-4,5.1E-5,4.86E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045493,0.0,0.0,0.0,0.0,0.001241
2013-02-01,Public administration,1.44E-4,5.77E-4,5.77E-4,0.0,1.44E-4,0.0,1.44E-4,0.00101,0.961905,0.0,2.89E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034776,0.0,0.0,0.0,4.33E-4
2013-02-01,Real estate and housing services,6.18E-4,0.002677,0.004118,0.0,6.18E-4,4.12E-4,2.06E-4,0.001647,0.0,0.940704,0.001853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045707,0.0,0.0,0.001441
2013-02-01,"Transport, communications and information services",3.57E-4,0.002012,0.001504,1.69E-4,3.38E-4,0.001015,9.4E-5,6.58E-4,1.9E-5,9.4E-5,0.952658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039464,0.0,0.001617
2013-02-01,"Unemployment from Agriculture, forestry and fishing",0.076316,0.004539,0.00752,3.39E-4,3.39E-4,0.005047,2.03E-4,0.001592,3.73E-4,2.37E-4,0.002202,0.894452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006842
2013-02-01,Unemployment from Business services,0.00263,0.05574,0.014335,4.13E-4,0.001702,0.005569,6.7E-4,0.007528,2.06E-4,5.93E-4,0.005646,0.0,0.893392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011576
2013-02-01,Unemployment from Construction,0.004153,0.01114,0.107376,7.79E-4,5.19E-4,0.00677,8.22E-4,0.003245,2.81E-4,4.98E-4,0.004629,0.0,0.0,0.853731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006057
2013-02-01,"Unemployment from Electricity, gas, water and waste management",0.004367,0.012373,0.021106,0.041485,7.28E-4,7.28E-4,0.0,0.005095,0.0,7.28E-4,0.008006,0.0,0.0,0.0,0.899563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005822
2013-02-01,Unemployment from Financial intermediation,0.003813,0.010423,0.00483,1.27E-4,0.020465,0.003813,2.54E-4,0.005085,5.08E-4,8.9E-4,0.002796,0.0,0.0,0.0,0.0,0.938604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008389
2013-02-01,Unemployment from Manufacturing,0.006115,0.010733,0.014435,4.16E-4,7.07E-4,0.051294,3.33E-4,0.002954,2.08E-4,1.66E-4,0.004451,0.0,0.0,0.0,0.0,0.0,0.896747,0.0,0.0,0.0,0.0,0.0,0.0,0.01144
2013-02-01,Unemployment from Mining,0.004005,0.015576,0.024477,0.0,0.00178,0.005785,0.043169,0.003115,4.45E-4,0.0,0.00534,0.0,0.0,0.0,0.0,0.0,0.0,0.887405,0.0,0.0,0.0,0.0,0.0,0.008901
2013-02-01,Unemployment from Personal services,0.001918,0.008004,0.005856,2.05E-4,9.46E-4,0.002378,1.79E-4,0.029843,6.14E-4,2.81E-4,0.002276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941873,0.0,0.0,0.0,0.0,0.005626
2013-02-01,Unemployment from Public administration,0.002887,0.002887,0.004219,2.22E-4,2.22E-4,0.002443,4.44E-4,0.002221,0.02354,0.0,0.001555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956918,0.0,0.0,0.0,0.002443
2013-02-01,Unemployment from Real estate and housing services,0.002008,0.011044,0.01255,0.0,0.002008,0.004518,0.0,0.004016,0.001004,0.022088,0.003514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924197,0.0,0.0,0.013052
2013-02-01,"Unemployment from Transport, communications and information services",0.003105,0.010775,0.008705,4.23E-4,9.88E-4,0.004046,3.76E-4,0.003294,9.4E-5,1.41E-4,0.049546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911213,0.0,0.007293
2013-02-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.003733,0.008698,0.005835,2.17E-4,9.79E-4,0.00482,2.9E-4,0.004059,1.45E-4,5.44E-4,0.003987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918693,0.048001
2013-02-01,"Wholesale and retail trade, accommodation and food services",7.36E-4,0.002142,0.001062,1.12E-4,3.35E-4,0.001192,2.98E-4,5.87E-4,9.3E-5,6.5E-5,9.22E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052908,0.939547
2013-03-01,"Agriculture, forestry and fishing",0.891249,0.001384,0.001835,3.0E-5,1.5E-4,0.002497,1.2E-4,5.41E-4,2.71E-4,1.2E-4,6.62E-4,0.098703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002437
2013-03-01,Business services,6.48E-4,0.926008,0.003406,2.67E-4,0.001017,0.0023,4.32E-4,0.003457,8.9E-5,1.65E-4,0.002224,0.0,0.057013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002974
2013-03-01,Construction,6.08E-4,0.00326,0.902905,2.21E-4,2.49E-4,0.0025,3.59E-4,8.84E-4,8.3E-5,2.9E-4,9.67E-4,0.0,0.0,0.086348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001326
2013-03-01,"Electricity, gas, water and waste management",5.52E-4,0.001104,0.003496,0.963201,1.84E-4,7.36E-4,3.68E-4,9.2E-4,0.0,0.0,7.36E-4,0.0,0.0,0.0,0.027783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2E-4
2013-03-01,Entry,0.049761,0.154658,0.104299,0.005374,0.025478,0.086584,0.011744,0.117436,0.006967,0.008161,0.074244,0.021895,0.037221,0.020104,5.97E-4,0.001592,0.011943,9.95E-4,0.017914,0.002787,9.95E-4,0.008559,0.038416,0.192277
2013-03-01,Financial intermediation,2.11E-4,0.001689,5.91E-4,0.0,0.972476,4.22E-4,4.2E-5,0.001393,0.0,1.69E-4,6.75E-4,0.0,0.0,0.0,0.0,0.021361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71E-4
2013-03-01,Manufacturing,0.00102,0.002088,0.002187,8.2E-5,1.64E-4,0.94937,2.63E-4,8.39E-4,3.3E-5,9.9E-5,8.72E-4,0.0,0.0,0.0,0.0,0.0,0.04004,0.0,0.0,0.0,0.0,0.0,0.0,0.002943
2013-03-01,Mining,7.5E-5,0.001731,0.001655,7.5E-5,2.26E-4,9.03E-4,0.974266,7.5E-5,0.0,1.5E-4,6.77E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.019564,0.0,0.0,0.0,0.0,0.0,6.02E-4
2013-03-01,Personal services,2.85E-4,0.00286,9.32E-4,1.42E-4,2.85E-4,7.63E-4,3.9E-5,0.935676,4.4E-4,3.23E-4,7.38E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056003,0.0,0.0,0.0,0.0,0.001514
2013-03-01,Public administration,5.74E-4,0.001149,4.31E-4,0.0,2.87E-4,5.74E-4,1.44E-4,0.008186,0.910958,4.31E-4,5.74E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07468,0.0,0.0,0.0,0.002011
2013-03-01,Real estate and housing services,4.15E-4,0.003321,0.004359,0.001038,0.0,6.23E-4,2.08E-4,0.004981,2.08E-4,0.940639,6.23E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042341,0.0,0.0,0.001245
2013-03-01,"Transport, communications and information services",5.04E-4,0.002241,0.001475,1.49E-4,2.99E-4,7.84E-4,1.87E-4,0.001195,7.5E-5,1.12E-4,0.954499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03695,0.0,0.001531
2013-03-01,"Unemployment from Agriculture, forestry and fishing",0.086586,0.004598,0.007827,1.63E-4,2.61E-4,0.00662,2.61E-4,0.002576,3.91E-4,9.8E-5,0.002315,0.880149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008153
2013-03-01,Unemployment from Business services,0.003306,0.05874,0.013782,6.1E-4,0.002111,0.007679,9.41E-4,0.011901,4.83E-4,4.07E-4,0.005594,0.0,0.881808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012638
2013-03-01,Unemployment from Construction,0.003806,0.011247,0.111654,5.38E-4,4.52E-4,0.008129,9.46E-4,0.004021,1.72E-4,6.67E-4,0.003183,0.0,0.0,0.849251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005935
2013-03-01,"Unemployment from Electricity, gas, water and waste management",0.004283,0.014989,0.029265,0.050678,0.002141,0.006424,7.14E-4,0.009993,7.14E-4,7.14E-4,0.00571,0.0,0.0,0.0,0.869379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004996
2013-03-01,Unemployment from Financial intermediation,0.004295,0.011496,0.005937,0.0,0.026023,0.003663,1.26E-4,0.012001,8.84E-4,0.001011,0.004548,0.0,0.0,0.0,0.0,0.919277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010738
2013-03-01,Unemployment from Manufacturing,0.006037,0.012984,0.012777,2.89E-4,7.86E-4,0.083568,2.89E-4,0.00459,3.31E-4,5.38E-4,0.0043,0.0,0.0,0.0,0.0,0.0,0.849405,0.0,0.0,0.0,0.0,0.0,0.0,0.024107
2013-03-01,Unemployment from Mining,0.00215,0.018917,0.024936,8.6E-4,8.6E-4,0.006449,0.052021,0.003869,4.3E-4,8.6E-4,0.005159,0.0,0.0,0.0,0.0,0.0,0.0,0.873173,0.0,0.0,0.0,0.0,0.0,0.010318
2013-03-01,Unemployment from Personal services,0.001951,0.009854,0.005137,2.72E-4,0.001062,0.002889,9.9E-5,0.102712,0.00163,4.94E-4,0.002321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864344,0.0,0.0,0.0,0.0,0.007236
2013-03-01,Unemployment from Public administration,0.001758,0.005055,0.003516,0.0,2.2E-4,0.001978,2.2E-4,0.018681,0.054286,4.4E-4,0.001538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906813,0.0,0.0,0.0,0.005495
2013-03-01,Unemployment from Real estate and housing services,0.003874,0.007748,0.013075,4.84E-4,0.002421,0.005811,4.84E-4,0.014528,9.69E-4,0.042131,0.002421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896368,0.0,0.0,0.009685
2013-03-01,"Unemployment from Transport, communications and information services",0.00335,0.009772,0.008143,2.33E-4,9.31E-4,0.003769,5.58E-4,0.005444,4.65E-4,3.26E-4,0.058353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900093,0.0,0.008562
2013-03-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.003043,0.010437,0.00605,1.95E-4,9.55E-4,0.007607,2.65E-4,0.006722,5.48E-4,4.6E-4,0.003892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851454,0.108371
2013-03-01,"Wholesale and retail trade, accommodation and food services",4.02E-4,0.002065,0.001056,1.9E-5,3.83E-4,0.001327,9.3E-5,0.001271,7.5E-5,9.3E-5,9.35E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046839,0.945442
2013-04-01,"Agriculture, forestry and fishing",0.875435,0.001458,0.002411,6.0E-5,1.19E-4,0.003036,6.0E-5,5.06E-4,1.49E-4,8.9E-5,5.95E-4,0.114385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001697
2013-04-01,Business services,4.16E-4,0.924787,0.003731,3.53E-4,6.68E-4,0.002357,4.79E-4,0.002408,1.01E-4,3.15E-4,0.002092,0.0,0.058234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004059
2013-04-01,Construction,4.74E-4,0.003671,0.901504,1.76E-4,1.9E-4,0.002127,3.39E-4,0.001097,8.1E-5,3.66E-4,0.001057,0.0,0.0,0.087605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001314
2013-04-01,"Electricity, gas, water and waste management",1.82E-4,0.003277,0.004734,0.953023,1.82E-4,7.28E-4,5.46E-4,0.001092,0.0,0.0,0.001275,0.0,0.0,0.0,0.034414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46E-4
2013-04-01,Entry,0.038478,0.123219,0.080335,0.004259,0.021148,0.077104,0.009693,0.247467,0.02012,0.007931,0.053606,0.012924,0.020267,0.013218,0.001028,0.003378,0.013218,2.94E-4,0.019974,0.001028,4.41E-4,0.004847,0.0445,0.181524
2013-04-01,Financial intermediation,3.78E-4,0.001805,9.66E-4,1.26E-4,0.968596,4.2E-4,0.0,0.001176,8.4E-5,3.36E-4,6.72E-4,0.0,0.0,0.0,0.0,0.023637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001805
2013-04-01,Manufacturing,7.69E-4,0.002402,0.003314,8.0E-5,8.0E-5,0.938663,1.6E-4,6.4E-4,3.2E-5,1.44E-4,7.69E-4,0.0,0.0,0.0,0.0,0.0,0.049777,0.0,0.0,0.0,0.0,0.0,0.0,0.00317
2013-04-01,Mining,0.0,0.001797,0.003818,0.0,2.25E-4,7.49E-4,0.969384,1.5E-4,0.0,0.0,7.49E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.022157,0.0,0.0,0.0,0.0,0.0,9.73E-4
2013-04-01,Personal services,2.4E-4,0.003556,9.2E-4,7.6E-5,3.4E-4,8.32E-4,3.8E-5,0.951214,2.9E-4,1.26E-4,4.41E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040502,0.0,0.0,0.0,0.0,0.001425
2013-04-01,Public administration,1.46E-4,0.001021,0.00175,1.46E-4,1.46E-4,2.92E-4,0.0,0.002771,0.956541,1.46E-4,1.46E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036313,0.0,0.0,0.0,5.83E-4
2013-04-01,Real estate and housing services,6.16E-4,0.002257,0.004924,4.1E-4,0.001231,0.002052,2.05E-4,0.003078,0.0,0.941732,0.001026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040008,0.0,0.0,0.002462
2013-04-01,"Transport, communications and information services",5.17E-4,0.002862,0.001662,5.5E-5,4.62E-4,9.6E-4,2.22E-4,7.02E-4,1.8E-5,3.7E-5,0.950275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040216,0.0,0.002013
2013-04-01,"Unemployment from Agriculture, forestry and fishing",0.050048,0.004086,0.006623,1.32E-4,3.95E-4,0.005931,2.97E-4,0.002537,5.93E-4,1.32E-4,0.002339,0.920365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006524
2013-04-01,Unemployment from Business services,0.001703,0.059112,0.013882,5.08E-4,0.00211,0.00689,6.36E-4,0.009331,5.08E-4,4.83E-4,0.006204,0.0,0.88475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013882
2013-04-01,Unemployment from Construction,0.003231,0.01144,0.102677,4.37E-4,4.37E-4,0.00703,7.2E-4,0.00358,2.62E-4,6.99E-4,0.004039,0.0,0.0,0.859881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005567
2013-04-01,"Unemployment from Electricity, gas, water and waste management",0.003647,0.016047,0.021152,0.03647,0.001459,0.003647,0.0,0.007294,0.0,0.0,0.009482,0.0,0.0,0.0,0.893508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007294
2013-04-01,Unemployment from Financial intermediation,0.001926,0.010274,0.005008,1.28E-4,0.021318,0.006549,6.42E-4,0.008476,2.57E-4,8.99E-4,0.004752,0.0,0.0,0.0,0.0,0.93091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008861
2013-04-01,Unemployment from Manufacturing,0.005082,0.010642,0.01377,2.61E-4,7.38E-4,0.054689,3.48E-4,0.005256,7.38E-4,5.65E-4,0.004344,0.0,0.0,0.0,0.0,0.0,0.887668,0.0,0.0,0.0,0.0,0.0,0.0,0.015899
2013-04-01,Unemployment from Mining,0.003054,0.015271,0.021815,0.0,4.36E-4,0.007417,0.041012,0.004363,4.36E-4,4.36E-4,0.007853,0.0,0.0,0.0,0.0,0.0,0.0,0.884817,0.0,0.0,0.0,0.0,0.0,0.013089
2013-04-01,Unemployment from Personal services,9.65E-4,0.008839,0.004927,2.79E-4,0.001092,0.002718,3.56E-4,0.055395,0.001422,5.08E-4,0.002514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914736,0.0,0.0,0.0,0.0,0.006248
2013-04-01,Unemployment from Public administration,0.001289,0.004296,0.008808,0.0,0.001289,0.001289,2.15E-4,0.007304,0.050054,0.0,0.002148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918797,0.0,0.0,0.0,0.004511
2013-04-01,Unemployment from Real estate and housing services,9.72E-4,0.014091,0.012148,9.72E-4,0.003887,0.004859,4.86E-4,0.006803,0.001944,0.038873,0.004373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90379,0.0,0.0,0.006803
2013-04-01,"Unemployment from Transport, communications and information services",0.002202,0.008433,0.008386,5.62E-4,0.001171,0.004685,4.22E-4,0.004638,2.34E-4,3.28E-4,0.049754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909909,0.0,0.009276
2013-04-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.002476,0.009549,0.006022,1.69E-4,9.94E-4,0.005647,3.19E-4,0.006097,9.19E-4,4.31E-4,0.004202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903439,0.059734
2013-04-01,"Wholesale and retail trade, accommodation and food services",3.23E-4,0.001779,0.001069,1.8E-5,3.14E-4,0.001483,1.35E-4,0.001042,6.3E-5,1.62E-4,0.001177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063355,0.92908
2013-05-01,"Agriculture, forestry and fishing",0.833704,0.001377,0.001721,6.3E-5,1.25E-4,0.001126,9.4E-5,4.69E-4,0.0,3.1E-5,6.26E-4,0.158693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001971
2013-05-01,Business services,3.26E-4,0.924897,0.004197,4.64E-4,9.77E-4,0.001905,4.01E-4,0.002092,3.8E-5,1.5E-4,0.001955,0.0,0.059617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002982
2013-05-01,Construction,2.95E-4,0.003026,0.901009,2.14E-4,2.01E-4,0.001767,3.21E-4,7.63E-4,1.2E-4,2.01E-4,0.001017,0.0,0.0,0.089699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001366
2013-05-01,"Electricity, gas, water and waste management",0.0,0.001648,0.003113,0.958249,1.83E-4,5.49E-4,1.83E-4,7.32E-4,1.83E-4,0.0,7.32E-4,0.0,0.0,0.0,0.033144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001282
2013-05-01,Entry,0.033458,0.142493,0.097317,0.005095,0.026495,0.08322,0.009681,0.174592,0.027514,0.008492,0.069293,0.01087,0.02038,0.019022,5.1E-4,0.001698,0.012908,6.79E-4,0.015965,0.001529,0.001019,0.006284,0.029891,0.201596
