Wage_Date,State_From,State_To,count,total_from,probability
2007-12-01,Employment,Employment,487505,516334,0.944166
2007-12-01,Employment,Unemployment,28829,516334,0.055834
2007-12-01,Unemployment,Employment,28936,207420,0.139504
2007-12-01,Unemployment,Unemployment,178484,207420,0.860496
2008-01-01,Employment,Employment,481655,527220,0.913575
2008-01-01,Employment,Unemployment,45565,527220,0.086425
2008-01-01,Unemployment,Employment,32327,207313,0.155933
2008-01-01,Unemployment,Unemployment,174986,207313,0.844067
2008-02-01,Employment,Employment,488491,527294,0.926411
2008-02-01,Employment,Unemployment,38803,527294,0.073589
2008-02-01,Unemployment,Employment,31133,220551,0.14116
2008-02-01,Unemployment,Unemployment,189418,220551,0.85884
2008-03-01,Employment,Employment,488931,528507,0.925117
2008-03-01,Employment,Unemployment,39576,528507,0.074883
2008-03-01,Unemployment,Employment,36202,228221,0.158627
2008-03-01,Unemployment,Unemployment,192019,228221,0.841373
2008-04-01,Employment,Employment,493482,535076,0.922265
2008-04-01,Employment,Unemployment,41594,535076,0.077735
2008-04-01,Unemployment,Employment,30824,231595,0.133094
2008-04-01,Unemployment,Unemployment,200771,231595,0.866906
2008-05-01,Employment,Employment,488647,531671,0.919078
2008-05-01,Employment,Unemployment,43024,531671,0.080922
2008-05-01,Unemployment,Employment,25077,242365,0.103468
2008-05-01,Unemployment,Unemployment,217288,242365,0.896532
2008-06-01,Employment,Employment,487963,520202,0.938026
2008-06-01,Employment,Unemployment,32239,520202,0.061974
2008-06-01,Unemployment,Employment,30475,260312,0.117071
2008-06-01,Unemployment,Unemployment,229837,260312,0.882929
2008-07-01,Employment,Employment,494380,524453,0.942658
2008-07-01,Employment,Unemployment,30073,524453,0.057342
2008-07-01,Unemployment,Employment,28790,262076,0.109854
2008-07-01,Unemployment,Unemployment,233286,262076,0.890146
2008-08-01,Employment,Employment,497932,529152,0.941
2008-08-01,Employment,Unemployment,31220,529152,0.059
2008-08-01,Unemployment,Employment,27301,263359,0.103665
2008-08-01,Unemployment,Unemployment,236058,263359,0.896335
2008-09-01,Employment,Employment,500564,531785,0.94129
2008-09-01,Employment,Unemployment,31221,531785,0.05871
2008-09-01,Unemployment,Employment,25853,267278,0.096727
2008-09-01,Unemployment,Unemployment,241425,267278,0.903273
2008-10-01,Employment,Employment,503327,531587,0.946838
2008-10-01,Employment,Unemployment,28260,531587,0.053162
2008-10-01,Unemployment,Employment,36716,272646,0.134665
2008-10-01,Unemployment,Unemployment,235930,272646,0.865335
2008-11-01,Employment,Employment,515649,546630,0.943324
2008-11-01,Employment,Unemployment,30981,546630,0.056676
2008-11-01,Unemployment,Employment,34965,264190,0.132348
2008-11-01,Unemployment,Unemployment,229225,264190,0.867652
2008-12-01,Employment,Employment,523921,557195,0.940283
2008-12-01,Employment,Unemployment,33274,557195,0.059717
2008-12-01,Unemployment,Employment,30163,260206,0.11592
2008-12-01,Unemployment,Unemployment,230043,260206,0.88408
2009-01-01,Employment,Employment,513631,561321,0.91504
2009-01-01,Employment,Unemployment,47690,561321,0.08496
2009-01-01,Unemployment,Employment,32913,263317,0.124994
2009-01-01,Unemployment,Unemployment,230404,263317,0.875006
2009-02-01,Employment,Employment,515563,555216,0.928581
2009-02-01,Employment,Unemployment,39653,555216,0.071419
2009-02-01,Unemployment,Employment,32000,278094,0.115069
2009-02-01,Unemployment,Unemployment,246094,278094,0.884931
2009-03-01,Employment,Employment,510575,552356,0.924359
2009-03-01,Employment,Unemployment,41781,552356,0.075641
2009-03-01,Unemployment,Employment,32513,285747,0.113782
2009-03-01,Unemployment,Unemployment,253234,285747,0.886218
2009-04-01,Employment,Employment,502934,549041,0.916023
2009-04-01,Employment,Unemployment,46107,549041,0.083977
2009-04-01,Unemployment,Employment,29777,295015,0.100934
2009-04-01,Unemployment,Unemployment,265238,295015,0.899066
2009-05-01,Employment,Employment,494528,536759,0.921322
2009-05-01,Employment,Unemployment,42231,536759,0.078678
2009-05-01,Unemployment,Employment,26632,311345,0.085539
2009-05-01,Unemployment,Unemployment,284713,311345,0.914461
2009-06-01,Employment,Employment,493692,525717,0.939083
2009-06-01,Employment,Unemployment,32025,525717,0.060917
2009-06-01,Unemployment,Employment,29843,326944,0.091279
2009-06-01,Unemployment,Unemployment,297101,326944,0.908721
2009-07-01,Employment,Employment,498614,527551,0.945148
2009-07-01,Employment,Unemployment,28937,527551,0.054852
2009-07-01,Unemployment,Employment,29314,329126,0.089066
2009-07-01,Unemployment,Unemployment,299812,329126,0.910934
2009-08-01,Employment,Employment,502418,532037,0.944329
2009-08-01,Employment,Unemployment,29619,532037,0.055671
2009-08-01,Unemployment,Employment,28058,328749,0.085348
2009-08-01,Unemployment,Unemployment,300691,328749,0.914652
2009-09-01,Employment,Employment,504626,534688,0.943777
2009-09-01,Employment,Unemployment,30062,534688,0.056223
2009-09-01,Unemployment,Employment,28069,330310,0.084978
2009-09-01,Unemployment,Unemployment,302241,330310,0.915022
2009-10-01,Employment,Employment,510647,536488,0.951833
2009-10-01,Employment,Unemployment,25841,536488,0.048167
2009-10-01,Unemployment,Employment,35701,332303,0.107435
2009-10-01,Unemployment,Unemployment,296602,332303,0.892565
2009-11-01,Employment,Employment,524962,550643,0.953362
2009-11-01,Employment,Unemployment,25681,550643,0.046638
2009-11-01,Unemployment,Employment,36672,322443,0.113732
2009-11-01,Unemployment,Unemployment,285771,322443,0.886268
2009-12-01,Employment,Employment,538509,566773,0.950132
2009-12-01,Employment,Unemployment,28264,566773,0.049868
2009-12-01,Unemployment,Employment,34097,311452,0.109478
2009-12-01,Unemployment,Unemployment,277355,311452,0.890522
2010-01-01,Employment,Employment,536831,579656,0.92612
2010-01-01,Employment,Unemployment,42825,579656,0.07388
2010-01-01,Unemployment,Employment,36059,305619,0.117987
2010-01-01,Unemployment,Unemployment,269560,305619,0.882013
2010-02-01,Employment,Employment,544739,581458,0.93685
2010-02-01,Employment,Unemployment,36719,581458,0.06315
2010-02-01,Unemployment,Employment,32769,312385,0.104899
2010-02-01,Unemployment,Unemployment,279616,312385,0.895101
2010-03-01,Employment,Employment,541907,582331,0.930582
2010-03-01,Employment,Unemployment,40424,582331,0.069418
2010-03-01,Unemployment,Employment,34830,316335,0.110105
2010-03-01,Unemployment,Unemployment,281505,316335,0.889895
2010-04-01,Employment,Employment,543093,582599,0.93219
2010-04-01,Employment,Unemployment,39506,582599,0.06781
2010-04-01,Unemployment,Employment,34302,321929,0.106551
2010-04-01,Unemployment,Unemployment,287627,321929,0.893449
2010-05-01,Employment,Employment,541614,582049,0.93053
2010-05-01,Employment,Unemployment,40435,582049,0.06947
2010-05-01,Unemployment,Employment,29661,327133,0.09067
2010-05-01,Unemployment,Unemployment,297472,327133,0.90933
2010-06-01,Employment,Employment,543649,576365,0.943237
2010-06-01,Employment,Unemployment,32716,576365,0.056763
2010-06-01,Unemployment,Employment,29619,337907,0.087654
2010-06-01,Unemployment,Unemployment,308288,337907,0.912346
2010-07-01,Employment,Employment,548704,577417,0.950273
2010-07-01,Employment,Unemployment,28713,577417,0.049727
2010-07-01,Unemployment,Employment,31008,341004,0.090931
2010-07-01,Unemployment,Unemployment,309996,341004,0.909069
2010-08-01,Employment,Employment,555724,583765,0.951965
2010-08-01,Employment,Unemployment,28041,583765,0.048035
2010-08-01,Unemployment,Employment,30350,338709,0.089605
2010-08-01,Unemployment,Unemployment,308359,338709,0.910395
2010-09-01,Employment,Employment,559398,590231,0.947761
2010-09-01,Employment,Unemployment,30833,590231,0.052239
2010-09-01,Unemployment,Employment,26895,336400,0.079949
2010-09-01,Unemployment,Unemployment,309505,336400,0.920051
2010-10-01,Employment,Employment,562514,589589,0.954078
2010-10-01,Employment,Unemployment,27075,589589,0.045922
2010-10-01,Unemployment,Employment,36755,340338,0.107996
2010-10-01,Unemployment,Unemployment,303583,340338,0.892004
2010-11-01,Employment,Employment,577595,603698,0.956761
2010-11-01,Employment,Unemployment,26103,603698,0.043239
2010-11-01,Unemployment,Employment,39953,330658,0.120829
2010-11-01,Unemployment,Unemployment,290705,330658,0.879171
2010-12-01,Employment,Employment,593731,623306,0.952551
2010-12-01,Employment,Unemployment,29575,623306,0.047449
2010-12-01,Unemployment,Employment,33378,316808,0.105357
2010-12-01,Unemployment,Unemployment,283430,316808,0.894643
2011-01-01,Employment,Employment,589093,634187,0.928895
2011-01-01,Employment,Unemployment,45094,634187,0.071105
2011-01-01,Unemployment,Employment,36716,313005,0.117302
2011-01-01,Unemployment,Unemployment,276289,313005,0.882698
2011-02-01,Employment,Employment,595401,634755,0.938001
2011-02-01,Employment,Unemployment,39354,634755,0.061999
2011-02-01,Unemployment,Employment,34419,321383,0.107097
2011-02-01,Unemployment,Unemployment,286964,321383,0.892903
2011-03-01,Employment,Employment,593914,634464,0.936088
2011-03-01,Employment,Unemployment,40550,634464,0.063912
2011-03-01,Unemployment,Employment,39958,326318,0.122451
2011-03-01,Unemployment,Unemployment,286360,326318,0.877549
2011-04-01,Employment,Employment,597184,640500,0.932372
2011-04-01,Employment,Unemployment,43316,640500,0.067628
2011-04-01,Unemployment,Employment,34220,326910,0.104677
2011-04-01,Unemployment,Unemployment,292690,326910,0.895323
2011-05-01,Employment,Employment,595401,635841,0.936399
2011-05-01,Employment,Unemployment,40440,635841,0.063601
2011-05-01,Unemployment,Employment,30363,336006,0.090364
2011-05-01,Unemployment,Unemployment,305643,336006,0.909636
2011-06-01,Employment,Employment,595456,629971,0.945212
2011-06-01,Employment,Unemployment,34515,629971,0.054788
2011-06-01,Unemployment,Employment,30969,346083,0.089484
2011-06-01,Unemployment,Unemployment,315114,346083,0.910516
2011-07-01,Employment,Employment,599867,630227,0.951827
2011-07-01,Employment,Unemployment,30360,630227,0.048173
2011-07-01,Unemployment,Employment,30543,349629,0.087358
2011-07-01,Unemployment,Unemployment,319086,349629,0.912642
2011-08-01,Employment,Employment,604586,633920,0.953726
2011-08-01,Employment,Unemployment,29334,633920,0.046274
2011-08-01,Unemployment,Employment,31772,349446,0.090921
2011-08-01,Unemployment,Unemployment,317674,349446,0.909079
2011-09-01,Employment,Employment,608010,639953,0.950085
2011-09-01,Employment,Unemployment,31943,639953,0.049915
2011-09-01,Unemployment,Employment,28988,347008,0.083537
2011-09-01,Unemployment,Unemployment,318020,347008,0.916463
2011-10-01,Employment,Employment,611868,640397,0.955451
2011-10-01,Employment,Unemployment,28529,640397,0.044549
2011-10-01,Unemployment,Employment,37488,349963,0.10712
2011-10-01,Unemployment,Unemployment,312475,349963,0.89288
2011-11-01,Employment,Employment,627548,653329,0.960539
2011-11-01,Employment,Unemployment,25781,653329,0.039461
2011-11-01,Unemployment,Employment,41914,341004,0.122914
2011-11-01,Unemployment,Unemployment,299090,341004,0.877086
2011-12-01,Employment,Employment,644801,674773,0.955582
2011-12-01,Employment,Unemployment,29972,674773,0.044418
2011-12-01,Unemployment,Employment,34909,324871,0.107455
2011-12-01,Unemployment,Unemployment,289962,324871,0.892545
2012-01-01,Employment,Employment,640223,686656,0.932378
2012-01-01,Employment,Unemployment,46433,686656,0.067622
2012-01-01,Unemployment,Employment,38165,319934,0.11929
2012-01-01,Unemployment,Unemployment,281769,319934,0.88071
2012-02-01,Employment,Employment,646561,686491,0.941835
2012-02-01,Employment,Unemployment,39930,686491,0.058165
2012-02-01,Unemployment,Employment,35867,328202,0.109283
2012-02-01,Unemployment,Unemployment,292335,328202,0.890717
2012-03-01,Employment,Employment,644080,686927,0.937625
2012-03-01,Employment,Unemployment,42847,686927,0.062375
2012-03-01,Unemployment,Employment,40852,332265,0.12295
2012-03-01,Unemployment,Unemployment,291413,332265,0.87705
2012-04-01,Employment,Employment,646699,690742,0.936238
2012-04-01,Employment,Unemployment,44043,690742,0.063762
2012-04-01,Unemployment,Employment,33853,334260,0.101277
2012-04-01,Unemployment,Unemployment,300407,334260,0.898723
2012-05-01,Employment,Employment,645017,684502,0.942316
2012-05-01,Employment,Unemployment,39485,684502,0.057684
2012-05-01,Unemployment,Employment,31242,344450,0.090701
2012-05-01,Unemployment,Unemployment,313208,344450,0.909299
2012-06-01,Employment,Employment,645463,679997,0.949214
2012-06-01,Employment,Unemployment,34534,679997,0.050786
2012-06-01,Unemployment,Employment,32973,352693,0.093489
2012-06-01,Unemployment,Unemployment,319720,352693,0.906511
2012-07-01,Employment,Employment,650902,681976,0.954435
2012-07-01,Employment,Unemployment,31074,681976,0.045565
2012-07-01,Unemployment,Employment,31973,354254,0.090254
2012-07-01,Unemployment,Unemployment,322281,354254,0.909746
2012-08-01,Employment,Employment,655760,686036,0.955868
2012-08-01,Employment,Unemployment,30276,686036,0.044132
2012-08-01,Unemployment,Employment,33176,353355,0.093889
2012-08-01,Unemployment,Unemployment,320179,353355,0.906111
2012-09-01,Employment,Employment,657802,692368,0.950076
2012-09-01,Employment,Unemployment,34566,692368,0.049924
2012-09-01,Unemployment,Employment,26622,350455,0.075964
2012-09-01,Unemployment,Unemployment,323833,350455,0.924036
2012-10-01,Employment,Employment,658394,686847,0.958574
2012-10-01,Employment,Unemployment,28453,686847,0.041426
2012-10-01,Unemployment,Employment,40158,358399,0.112048
2012-10-01,Unemployment,Unemployment,318241,358399,0.887952
2012-11-01,Employment,Employment,672841,701971,0.958503
2012-11-01,Employment,Unemployment,29130,701971,0.041497
2012-11-01,Unemployment,Employment,40578,346694,0.117043
2012-11-01,Unemployment,Unemployment,306116,346694,0.882957
2012-12-01,Employment,Employment,685143,717911,0.954356
2012-12-01,Employment,Unemployment,32768,717911,0.045644
2012-12-01,Unemployment,Employment,34036,335246,0.101525
2012-12-01,Unemployment,Unemployment,301210,335246,0.898475
2013-01-01,Employment,Employment,678377,725541,0.934995
2013-01-01,Employment,Unemployment,47164,725541,0.065005
2013-01-01,Unemployment,Employment,40770,333978,0.122074
2013-01-01,Unemployment,Unemployment,293208,333978,0.877926
2013-02-01,Employment,Employment,682926,726650,0.939828
2013-02-01,Employment,Unemployment,43724,726650,0.060172
2013-02-01,Unemployment,Employment,35476,340372,0.104227
2013-02-01,Unemployment,Unemployment,304896,340372,0.895773
2013-03-01,Employment,Employment,676880,721541,0.938103
2013-03-01,Employment,Unemployment,44661,721541,0.061897
2013-03-01,Unemployment,Employment,41112,348620,0.117928
2013-03-01,Unemployment,Unemployment,307508,348620,0.882072
2013-04-01,Employment,Employment,680250,722671,0.9413
2013-04-01,Employment,Unemployment,42421,722671,0.0587
2013-04-01,Unemployment,Employment,38629,352169,0.109689
2013-04-01,Unemployment,Unemployment,313540,352169,0.890311
2013-05-01,Employment,Employment,678944,721967,0.940409
2013-05-01,Employment,Unemployment,43023,721967,0.059591
2013-05-01,Unemployment,Employment,30694,355961,0.086229
2013-05-01,Unemployment,Unemployment,325267,355961,0.913771
2013-06-01,Employment,Employment,675812,712236,0.94886
2013-06-01,Employment,Unemployment,36424,712236,0.05114
2013-06-01,Unemployment,Employment,34490,368290,0.093649
2013-06-01,Unemployment,Unemployment,333800,368290,0.906351
2013-07-01,Employment,Employment,680383,712892,0.954398
2013-07-01,Employment,Unemployment,32509,712892,0.045602
2013-07-01,Unemployment,Employment,33616,370224,0.090799
2013-07-01,Unemployment,Unemployment,336608,370224,0.909201
2013-08-01,Employment,Employment,682610,716211,0.953085
2013-08-01,Employment,Unemployment,33601,716211,0.046915
2013-08-01,Unemployment,Employment,33762,369117,0.091467
2013-08-01,Unemployment,Unemployment,335355,369117,0.908533
2013-09-01,Employment,Employment,682117,718937,0.948785
2013-09-01,Employment,Unemployment,36820,718937,0.051215
2013-09-01,Unemployment,Employment,26964,368956,0.073082
2013-09-01,Unemployment,Unemployment,341992,368956,0.926918
2013-10-01,Employment,Employment,678719,710280,0.955565
2013-10-01,Employment,Unemployment,31561,710280,0.044435
2013-10-01,Unemployment,Employment,39619,378812,0.104587
2013-10-01,Unemployment,Unemployment,339193,378812,0.895413
2013-11-01,Employment,Employment,690243,720652,0.957803
2013-11-01,Employment,Unemployment,30409,720652,0.042197
2013-11-01,Unemployment,Employment,41323,370754,0.111457
2013-11-01,Unemployment,Unemployment,329431,370754,0.888543
2013-12-01,Employment,Employment,701677,734610,0.955169
2013-12-01,Employment,Unemployment,32933,734610,0.044831
2013-12-01,Unemployment,Employment,36840,359840,0.102379
2013-12-01,Unemployment,Unemployment,323000,359840,0.897621
2014-01-01,Employment,Employment,692923,743724,0.931694
2014-01-01,Employment,Unemployment,50801,743724,0.068306
2014-01-01,Unemployment,Employment,39645,355933,0.111383
2014-01-01,Unemployment,Unemployment,316288,355933,0.888617
2014-02-01,Employment,Employment,694933,738147,0.941456
2014-02-01,Employment,Unemployment,43214,738147,0.058544
2014-02-01,Unemployment,Employment,37172,367089,0.101262
2014-02-01,Unemployment,Unemployment,329917,367089,0.898738
2014-03-01,Employment,Employment,689102,734217,0.938554
2014-03-01,Employment,Unemployment,45115,734217,0.061446
2014-03-01,Unemployment,Employment,43992,373131,0.1179
2014-03-01,Unemployment,Unemployment,329139,373131,0.8821
2014-04-01,Employment,Employment,691257,736486,0.938588
2014-04-01,Employment,Unemployment,45229,736486,0.061412
2014-04-01,Unemployment,Employment,37538,374254,0.100301
2014-04-01,Unemployment,Unemployment,336716,374254,0.899699
2014-05-01,Employment,Employment,687937,730816,0.941327
2014-05-01,Employment,Unemployment,42879,730816,0.058673
2014-05-01,Unemployment,Employment,32369,381945,0.084748
2014-05-01,Unemployment,Unemployment,349576,381945,0.915252
2014-06-01,Employment,Employment,684974,722047,0.948656
2014-06-01,Employment,Unemployment,37073,722047,0.051344
2014-06-01,Unemployment,Employment,33493,392455,0.085342
2014-06-01,Unemployment,Unemployment,358962,392455,0.914658
2014-07-01,Employment,Employment,687276,720134,0.954372
2014-07-01,Employment,Unemployment,32858,720134,0.045628
2014-07-01,Unemployment,Employment,34761,396035,0.087773
2014-07-01,Unemployment,Unemployment,361274,396035,0.912227
2014-08-01,Employment,Employment,688860,723365,0.952299
2014-08-01,Employment,Unemployment,34505,723365,0.047701
2014-08-01,Unemployment,Employment,33930,394132,0.086088
2014-08-01,Unemployment,Unemployment,360202,394132,0.913912
2014-09-01,Employment,Employment,689155,724494,0.951223
2014-09-01,Employment,Unemployment,35339,724494,0.048777
2014-09-01,Unemployment,Employment,29694,394707,0.07523
2014-09-01,Unemployment,Unemployment,365013,394707,0.92477
2014-10-01,Employment,Employment,689251,719948,0.957362
2014-10-01,Employment,Unemployment,30697,719948,0.042638
2014-10-01,Unemployment,Employment,42646,400352,0.106521
2014-10-01,Unemployment,Unemployment,357706,400352,0.893479
2014-11-01,Employment,Employment,703282,733654,0.958602
2014-11-01,Employment,Unemployment,30372,733654,0.041398
2014-11-01,Unemployment,Employment,43555,388403,0.112139
2014-11-01,Unemployment,Unemployment,344848,388403,0.887861
2014-12-01,Employment,Employment,716270,749572,0.955572
2014-12-01,Employment,Unemployment,33302,749572,0.044428
2014-12-01,Unemployment,Employment,37821,375220,0.100797
2014-12-01,Unemployment,Unemployment,337399,375220,0.899203
2015-01-01,Employment,Employment,709499,758471,0.935433
2015-01-01,Employment,Unemployment,48972,758471,0.064567
2015-01-01,Unemployment,Employment,41316,370701,0.111454
2015-01-01,Unemployment,Unemployment,329385,370701,0.888546
2015-02-01,Employment,Employment,712960,755746,0.943386
2015-02-01,Employment,Unemployment,42786,755746,0.056614
2015-02-01,Unemployment,Employment,36734,378357,0.097088
2015-02-01,Unemployment,Unemployment,341623,378357,0.902912
2015-03-01,Employment,Employment,705206,751204,0.938768
2015-03-01,Employment,Unemployment,45998,751204,0.061232
2015-03-01,Unemployment,Employment,44668,384409,0.116199
2015-03-01,Unemployment,Unemployment,339741,384409,0.883801
2015-04-01,Employment,Employment,708002,752609,0.94073
2015-04-01,Employment,Unemployment,44607,752609,0.05927
2015-04-01,Unemployment,Employment,38134,385739,0.09886
2015-04-01,Unemployment,Unemployment,347605,385739,0.90114
2015-05-01,Employment,Employment,705246,747636,0.943301
2015-05-01,Employment,Unemployment,42390,747636,0.056699
2015-05-01,Unemployment,Employment,31747,392212,0.080943
2015-05-01,Unemployment,Unemployment,360465,392212,0.919057
2015-06-01,Employment,Employment,703072,738324,0.952254
2015-06-01,Employment,Unemployment,35252,738324,0.047746
2015-06-01,Unemployment,Employment,35299,402855,0.087622
2015-06-01,Unemployment,Unemployment,367556,402855,0.912378
2015-07-01,Employment,Employment,706953,739598,0.955861
2015-07-01,Employment,Unemployment,32645,739598,0.044139
2015-07-01,Unemployment,Employment,34204,402808,0.084914
2015-07-01,Unemployment,Unemployment,368604,402808,0.915086
2015-08-01,Employment,Employment,708653,742141,0.954876
2015-08-01,Employment,Unemployment,33488,742141,0.045124
2015-08-01,Unemployment,Employment,34252,401249,0.085363
2015-08-01,Unemployment,Unemployment,366997,401249,0.914637
2015-09-01,Employment,Employment,709279,744246,0.953017
2015-09-01,Employment,Unemployment,34967,744246,0.046983
2015-09-01,Unemployment,Employment,31104,400485,0.077666
2015-09-01,Unemployment,Unemployment,369381,400485,0.922334
2015-10-01,Employment,Employment,709946,741183,0.957855
2015-10-01,Employment,Unemployment,31237,741183,0.042145
2015-10-01,Unemployment,Employment,39024,404348,0.096511
2015-10-01,Unemployment,Unemployment,365324,404348,0.903489
2015-11-01,Employment,Employment,720050,750019,0.960042
2015-11-01,Employment,Unemployment,29969,750019,0.039958
2015-11-01,Unemployment,Employment,42401,396561,0.106922
2015-11-01,Unemployment,Unemployment,354160,396561,0.893078
2015-12-01,Employment,Employment,731399,764136,0.957158
2015-12-01,Employment,Unemployment,32737,764136,0.042842
2015-12-01,Unemployment,Employment,39869,384129,0.103791
2015-12-01,Unemployment,Unemployment,344260,384129,0.896209
2016-01-01,Employment,Employment,727345,775150,0.938328
2016-01-01,Employment,Unemployment,47805,775150,0.061672
2016-01-01,Unemployment,Employment,41432,376997,0.1099
2016-01-01,Unemployment,Unemployment,335565,376997,0.8901
2016-02-01,Employment,Employment,730935,773353,0.945151
2016-02-01,Employment,Unemployment,42418,773353,0.054849
2016-02-01,Unemployment,Employment,37827,383370,0.09867
2016-02-01,Unemployment,Unemployment,345543,383370,0.90133
2016-03-01,Employment,Employment,723651,769909,0.939918
2016-03-01,Employment,Unemployment,46258,769909,0.060082
2016-03-01,Unemployment,Employment,43684,387961,0.112599
2016-03-01,Unemployment,Unemployment,344277,387961,0.887401
2016-04-01,Employment,Employment,726934,769765,0.944358
2016-04-01,Employment,Unemployment,42831,769765,0.055642
2016-04-01,Unemployment,Employment,38479,390535,0.098529
2016-04-01,Unemployment,Unemployment,352056,390535,0.901471
2016-05-01,Employment,Employment,723761,766418,0.944342
2016-05-01,Employment,Unemployment,42657,766418,0.055658
2016-05-01,Unemployment,Employment,32555,394887,0.082441
2016-05-01,Unemployment,Unemployment,362332,394887,0.917559
2016-06-01,Employment,Employment,720959,757467,0.951803
2016-06-01,Employment,Unemployment,36508,757467,0.048197
2016-06-01,Unemployment,Employment,34149,404989,0.084321
2016-06-01,Unemployment,Unemployment,370840,404989,0.915679
