index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Count_Workers,year,month,Count_Workers_sa,Count_Workers_trend,Monthly_Emp_Growth,Annual_Emp_Growth
48,2012-01-01,2012-01-01,1,"Agriculture, forestry and fishing",37277,2012,1,34046.52936070261,34415.91666666666,-2.761644920345152,3.520984435940311
49,2012-02-01,2012-02-01,1,"Agriculture, forestry and fishing",37101,2012,2,34631.61790236928,34225.70833333333,1.7184968707617987,3.400749392956315
50,2012-03-01,2012-03-01,1,"Agriculture, forestry and fishing",37048,2012,3,34592.34446486928,33998.416666666664,-0.11340341537238174,1.9300272614966474
51,2012-04-01,2012-04-01,1,"Agriculture, forestry and fishing",34426,2012,4,34146.12311070262,33732.58333333333,-1.289942503376229,1.1193989039923746
52,2012-05-01,2012-05-01,1,"Agriculture, forestry and fishing",31702,2012,5,34527.433006535946,33407.125,1.116700407238369,2.5483054610199174
53,2012-06-01,2012-06-01,1,"Agriculture, forestry and fishing",31648,2012,6,34407.440819035946,33011.583333333336,-0.3475271025137783,2.216185587570352
54,2012-07-01,2012-07-01,1,"Agriculture, forestry and fishing",29791,2012,7,31625.90512663399,32694.791666666668,-8.084110954462709,-6.724492360503298
55,2012-08-01,2012-08-01,1,"Agriculture, forestry and fishing",29744,2012,8,31928.206597222223,32440.125000000004,0.9558666206636035,-6.678707514616644
56,2012-09-01,2012-09-01,1,"Agriculture, forestry and fishing",28115,2012,9,31296.98600898693,32173.875,-1.9769998240058095,-9.197206855201811
57,2012-10-01,2012-10-01,1,"Agriculture, forestry and fishing",30518,2012,10,31730.427798202614,31961.583333333332,1.3849314087025055,-9.187065534913463
58,2012-11-01,2012-11-01,1,"Agriculture, forestry and fishing",31977,2012,11,30638.508527369282,31769.624999999993,-3.4412371550035736,-13.056368241987727
59,2012-12-01,2012-12-01,1,"Agriculture, forestry and fishing",34346,2012,12,30121.477277369282,31550.749999999996,-1.687520949455279,-13.971762819347022
60,2013-01-01,2013-01-01,1,"Agriculture, forestry and fishing",34566,2013,1,31335.529360702614,31417.208333333332,4.030519725689108,-7.9626324647618985
61,2013-02-01,2013-02-01,1,"Agriculture, forestry and fishing",33700,2013,2,31230.617902369282,31413.999999999996,-0.3348003383817133,-9.82050567082321
62,2013-03-01,2013-03-01,1,"Agriculture, forestry and fishing",34059,2013,3,31603.34446486928,31424.791666666664,1.1934652195009,-8.640640136535183
63,2013-04-01,2013-04-01,1,"Agriculture, forestry and fishing",32320,2013,4,32040.123110702614,31370.208333333332,1.3820646302762807,-6.1676108680692625
64,2013-05-01,2013-05-01,1,"Agriculture, forestry and fishing",29201,2013,5,32026.433006535946,31289.541666666668,-0.04272800113584996,-7.243515611272255
65,2013-06-01,2013-06-01,1,"Agriculture, forestry and fishing",28896,2013,6,31655.44081903595,31260.041666666664,-1.1583937162914282,-7.9982699511829125
66,2013-07-01,2013-07-01,1,"Agriculture, forestry and fishing",29338,2013,7,31172.90512663399,31218.041666666664,-1.5243373016362805,-1.4323700718955945
67,2013-08-01,2013-08-01,1,"Agriculture, forestry and fishing",30120,2013,8,32304.206597222223,31142.499999999996,3.6291178701264304,1.1776420916566943
68,2013-09-01,2013-09-01,1,"Agriculture, forestry and fishing",27998,2013,9,31179.98600898693,31082.291666666664,-3.480105864392169,-0.3738379151474902
69,2013-10-01,2013-10-01,1,"Agriculture, forestry and fishing",29325,2013,10,30537.427798202614,31019.291666666664,-2.0608033967658312,-3.7597980323088476
70,2013-11-01,2013-11-01,1,"Agriculture, forestry and fishing",31234,2013,11,29895.508527369282,30971.70833333333,-2.1020738062002553,-2.4250527708823744
71,2013-12-01,2013-12-01,1,"Agriculture, forestry and fishing",34381,2013,12,30156.477277369282,30965.749999999996,0.872936313363204,0.11619616022715551
72,2014-01-01,2014-01-01,1,"Agriculture, forestry and fishing",33523,2014,1,30292.529360702614,31188.95833333333,0.4511537673381749,-3.3284901237635056
73,2014-02-01,2014-02-01,1,"Agriculture, forestry and fishing",32930,2014,2,30460.617902369282,31587.041666666664,0.5548844722247592,-2.4655291880779084
74,2014-03-01,2014-03-01,1,"Agriculture, forestry and fishing",33384,2014,3,30928.34446486928,31966.083333333332,1.5355123917680569,-2.1358498963625183
75,2014-04-01,2014-04-01,1,"Agriculture, forestry and fishing",31483,2014,4,31203.123110702614,32419.333333333332,0.888436321399122,-2.612349512853185
76,2014-05-01,2014-05-01,1,"Agriculture, forestry and fishing",28896,2014,5,31721.433006535946,32967.208333333336,1.6610833921799184,-0.9523383385772521
77,2014-06-01,2014-06-01,1,"Agriculture, forestry and fishing",29058,2014,6,31817.44081903595,33521.958333333336,0.3026591279158941,0.5117603666494608
78,2014-07-01,2014-07-01,1,"Agriculture, forestry and fishing",34533,2014,7,36367.90512663399,34036.0,14.30179232037907,16.66511343391417
79,2014-08-01,2014-08-01,1,"Agriculture, forestry and fishing",34479,2014,8,36663.20659722222,34540.541666666664,0.8119837245504913,13.493598695517317
80,2014-09-01,2014-09-01,1,"Agriculture, forestry and fishing",32736,2014,9,35917.986008986925,35004.875,-2.0326115945672796,15.195645048186911
81,2014-10-01,2014-10-01,1,"Agriculture, forestry and fishing",35465,2014,10,36677.42779820261,35436.041666666664,2.1143774292513795,20.106474063808967
82,2014-11-01,2014-11-01,1,"Agriculture, forestry and fishing",38243,2014,11,36904.50852736928,35860.791666666664,0.619129374110039,23.44499339619286
83,2014-12-01,2014-12-01,1,"Agriculture, forestry and fishing",40686,2014,12,36461.47727736928,36286.875,-1.2004800163411988,20.907614447167354
84,2015-01-01,2015-01-01,1,"Agriculture, forestry and fishing",39555,2015,1,36324.52936070261,36387.125,-0.37559618230738057,19.91250030056946
85,2015-02-01,2015-02-01,1,"Agriculture, forestry and fishing",39007,2015,2,36537.61790236928,36135.666666666664,0.5866243704101493,19.950350381852623
86,2015-03-01,2015-03-01,1,"Agriculture, forestry and fishing",38451,2015,3,35995.34446486928,35900.125,-1.484151043861115,16.383030154606182
87,2015-04-01,2015-04-01,1,"Agriculture, forestry and fishing",36764,2015,4,36484.12311070262,35621.25,1.3578940640792458,16.924587905076184
88,2015-05-01,2015-05-01,1,"Agriculture, forestry and fishing",33809,2015,5,36634.433006535946,35247.416666666664,0.4119871413032161,15.487950998265788
89,2015-06-01,2015-06-01,1,"Agriculture, forestry and fishing",34371,2015,6,37130.440819035946,34883.33333333333,1.3539388269268704,16.69838888117394
90,2015-07-01,2015-07-01,1,"Agriculture, forestry and fishing",31626,2015,7,33460.90512663399,34771.45833333332,-9.882822857628637,-7.993311657291646
91,2015-08-01,2015-08-01,1,"Agriculture, forestry and fishing",31351,2015,8,33535.20659722222,34887.12499999999,0.22205457475532597,-8.531714190643081
92,2015-09-01,2015-09-01,1,"Agriculture, forestry and fishing",30211,2015,9,33392.986008986925,35022.08333333333,-0.42409337131406044,-7.029904180507862
93,2015-10-01,2015-10-01,1,"Agriculture, forestry and fishing",31297,2015,10,32509.427798202614,35140.62499999999,-2.6459395112090944,-11.363937577444428
94,2015-11-01,2015-11-01,1,"Agriculture, forestry and fishing",33439,2015,11,32100.508527369282,35234.041666666664,-1.2578482567322857,-13.017379696134512
95,2015-12-01,2015-12-01,1,"Agriculture, forestry and fishing",36752,2015,12,32527.477277369282,35326.5,1.3300996451067526,-10.789469582028522
96,2016-01-01,2016-01-01,1,"Agriculture, forestry and fishing",40804,2016,1,37573.52936070261,35378.208333333336,15.513198396249672,3.4384478532328178
97,2016-02-01,2016-02-01,1,"Agriculture, forestry and fishing",40534,2016,2,38064.61790236928,35418.70833333333,1.3070066880123576,4.1792543894904055
98,2016-03-01,2016-03-01,1,"Agriculture, forestry and fishing",40163,2016,3,37707.34446486928,35484.24999999999,-0.9385971991531905,4.756170625539857
99,2016-04-01,2016-04-01,1,"Agriculture, forestry and fishing",37897,2016,4,37617.12311070262,35577.0,-0.23926732430261666,3.105460412361216
100,2016-05-01,2016-05-01,1,"Agriculture, forestry and fishing",34918,2016,5,37743.433006535946,35725.958333333336,0.33577766024694977,3.02720667139067
101,2016-06-01,2016-06-01,1,"Agriculture, forestry and fishing",35481,2016,6,38240.440819035946,35862.62499999999,1.3168060584577201,2.989460872306493
102,2016-07-01,2016-07-01,1,"Agriculture, forestry and fishing",31757,2016,7,33591.90512663399,35927.95833333333,-12.15607245324415,0.39150166292341027
103,2016-08-01,2016-08-01,1,"Agriculture, forestry and fishing",32192,2016,8,34376.20659722222,35948.416666666664,2.3347930628869973,2.5078121930212305
104,2016-09-01,2016-09-01,1,"Agriculture, forestry and fishing",30943,2016,9,34124.986008986925,35936.95833333332,-0.7307978776680768,2.192077102068679
105,2016-10-01,2016-10-01,1,"Agriculture, forestry and fishing",32791,2016,10,34003.42779820261,35898.99999999999,-0.35621468314244176,4.595589960161028
106,2016-11-01,2016-11-01,1,"Agriculture, forestry and fishing",35520,2016,11,34181.50852736928,35861.33333333332,0.5237140508995486,6.482763343844589
107,2016-12-01,2016-12-01,1,"Agriculture, forestry and fishing",37951,2016,12,33726.47727736928,35848.12499999999,-1.3312205037283698,3.686114326591805
108,2017-01-01,2017-01-01,1,"Agriculture, forestry and fishing",41173,2017,1,37942.52936070261,36054.83333333333,12.500718793309407,0.9820743653268016
109,2017-02-01,2017-02-01,1,"Agriculture, forestry and fishing",40656,2017,2,38186.61790236928,36440.41666666666,0.6433112019133658,0.3205076176330257
110,2017-03-01,2017-03-01,1,"Agriculture, forestry and fishing",39766,2017,3,37310.34446486928,36812.37499999999,-2.294713398657988,-1.0528452895161355
111,2017-04-01,2017-04-01,1,"Agriculture, forestry and fishing",37383,2017,4,37103.12311070262,37192.62499999999,-0.5553991986372075,-1.3663990159145323
112,2017-05-01,2017-05-01,1,"Agriculture, forestry and fishing",34528,2017,5,37353.433006535946,37582.83333333333,0.6746329549846664,-1.0332923344107736
113,2017-06-01,2017-06-01,1,"Agriculture, forestry and fishing",35554,2017,6,38313.440819035946,38048.875,2.5700658151876388,0.19089738098327924
114,2017-07-01,2017-07-01,1,"Agriculture, forestry and fishing",36645,2017,7,38479.90512663399,38412.45833333333,0.434480182514263,14.55112468784765
115,2017-08-01,2017-08-01,1,"Agriculture, forestry and fishing",36558,2017,8,38742.20659722222,38590.75,0.6816583089927608,12.700645103618836
116,2017-09-01,2017-09-01,1,"Agriculture, forestry and fishing",35504,2017,9,38685.986008986925,38768.16666666667,-0.1451145744479243,13.365573245360007
117,2017-10-01,2017-10-01,1,"Agriculture, forestry and fishing",37356,2017,10,38568.42779820261,38981.0,-0.3038780264176477,13.425117100227467
118,2017-11-01,2017-11-01,1,"Agriculture, forestry and fishing",40320,2017,11,38981.50852736928,39195.208333333336,1.0710333626457125,14.042680404689033
119,2017-12-01,2017-12-01,1,"Agriculture, forestry and fishing",44336,2017,12,40111.47727736928,39361.833333333336,2.8987301740942994,18.9317133464288
120,2018-01-01,2018-01-01,1,"Agriculture, forestry and fishing",43514,2018,1,40283.52936070261,39514.375,0.4289347962519452,6.169857517260291
121,2018-02-01,2018-02-01,1,"Agriculture, forestry and fishing",42594,2018,2,40124.61790236928,39492.583333333336,-0.3944824618280607,5.075076313264604
122,2018-03-01,2018-03-01,1,"Agriculture, forestry and fishing",42086,2018,3,39630.34446486928,39269.791666666664,-1.2318458426262446,6.218114663037944
123,2018-04-01,2018-04-01,1,"Agriculture, forestry and fishing",40171,2018,4,39891.12311070262,39051.50000000001,0.658027704161146,7.514192246516793
124,2018-05-01,2018-05-01,1,"Agriculture, forestry and fishing",36881,2018,5,39706.433006535946,38826.791666666664,-0.4629854708631198,6.299287135370624
125,2018-06-01,2018-06-01,1,"Agriculture, forestry and fishing",37200,2018,6,39959.440819035946,38569.54166666667,0.6371960242773644,4.296142462835628
126,2018-07-01,2018-07-01,1,"Agriculture, forestry and fishing",38660,2018,7,40494.90512663399,38285.41666666667,1.3400195213516541,5.236499397201766
127,2018-08-01,2018-08-01,1,"Agriculture, forestry and fishing",34020,2018,8,36204.20659722222,37983.37499999999,-10.595650282409785,-6.550994955929978
128,2018-09-01,2018-09-01,1,"Agriculture, forestry and fishing",32695,2018,9,35876.986008986925,37849.958333333336,-0.9038192491709007,-7.261027286075783
129,2018-10-01,2018-10-01,1,"Agriculture, forestry and fishing",34926,2018,10,36138.42779820261,37871.58333333333,0.7287172594436786,-6.300490164427297
130,2018-11-01,2018-11-01,1,"Agriculture, forestry and fishing",37357,2018,11,36018.50852736928,37880.45833333333,-0.33183311543866223,-7.601039856935376
131,2018-12-01,2018-12-01,1,"Agriculture, forestry and fishing",41125,2018,12,36900.47727736928,37872.916666666664,2.448654278202045,-8.005190080126102
132,2019-01-01,2019-01-01,1,"Agriculture, forestry and fishing",39906,2019,1,36675.52936070261,37891.208333333336,-0.6096070654474484,-8.956514131851801
133,2019-02-01,2019-02-01,1,"Agriculture, forestry and fishing",38953,2019,2,36483.61790236928,38134.49999999999,-0.5232684072420168,-9.074229713188142
134,2019-03-01,2019-03-01,1,"Agriculture, forestry and fishing",42525,2019,3,40069.34446486928,38497.0,9.828319581943479,1.1077370280976329
135,2019-04-01,2019-04-01,1,"Agriculture, forestry and fishing",40251,2019,4,39971.12311070262,38807.41666666667,-0.24512842792518974,0.2005458702628804
136,2019-05-01,2019-05-01,1,"Agriculture, forestry and fishing",37014,2019,5,39839.433006535946,39139.916666666664,-0.3294631071585008,0.33495831765624207
137,2019-06-01,2019-06-01,1,"Agriculture, forestry and fishing",36886,2019,6,39645.440819035946,39468.375,-0.48693511142132717,-0.7857967818468925
138,2019-07-01,2019-07-01,1,"Agriculture, forestry and fishing",39413,2019,7,41247.90512663399,39585.791666666664,4.041988875625302,1.8594931822787375
139,2019-08-01,2019-08-01,1,"Agriculture, forestry and fishing",39106,2019,8,41290.20659722222,39512.25,0.10255422780469647,14.048091307683075
140,2019-09-01,2019-09-01,1,"Agriculture, forestry and fishing",36309,2019,9,39490.986008986925,39275.29166666667,-4.357499602233372,10.073309946088326
141,2019-10-01,2019-10-01,1,"Agriculture, forestry and fishing",38762,2019,10,39974.42779820261,38824.875,1.224182625132908,10.614739582530452
142,2019-11-01,2019-11-01,1,"Agriculture, forestry and fishing",41501,2019,11,40162.50852736928,38375.208333333336,0.4705026176137661,11.50519599347406
143,2019-12-01,2019-12-01,1,"Agriculture, forestry and fishing",44864,2019,12,40639.47727736928,37977.916666666664,1.187597008974084,10.132660268578952
144,2020-01-01,2020-01-01,1,"Agriculture, forestry and fishing",38985,2020,1,35754.52936070261,37563.333333333336,-12.020203614643755,-2.511211197368135
145,2020-02-01,2020-02-01,1,"Agriculture, forestry and fishing",38109,2020,2,35639.61790236928,37141.66666666667,-0.32138993405301797,-2.3133670631529935
146,2020-03-01,2020-03-01,1,"Agriculture, forestry and fishing",37682,2020,3,35226.34446486928,36815.083333333336,-1.1595899782991914,-12.086546622308958
147,2020-04-01,2020-04-01,1,"Agriculture, forestry and fishing",34284,2020,4,34004.12311070262,36619.5,-3.4696230129287686,-14.928277055098016
148,2020-05-01,2020-05-01,1,"Agriculture, forestry and fishing",32189,2020,5,35014.433006535946,36537.416666666664,2.971139389609312,-12.111116137642885
149,2020-06-01,2020-06-01,1,"Agriculture, forestry and fishing",32176,2020,6,34935.440819035946,36525.166666666664,-0.22559893368901962,-11.880306796181394
150,2020-07-01,2020-07-01,1,"Agriculture, forestry and fishing",34173,2020,7,36007.90512663399,36685.08333333333,3.0698462147747296,-12.703675456760354
151,2020-08-01,2020-08-01,1,"Agriculture, forestry and fishing",34226,2020,8,36410.20659722222,37005.958333333336,1.1172587496367736,-11.818783198649097
152,2020-09-01,2020-09-01,1,"Agriculture, forestry and fishing",33351,2020,9,36532.986008986925,37312.375,0.33721152182111247,-7.490316902512517
153,2020-10-01,2020-10-01,1,"Agriculture, forestry and fishing",37026,2020,10,38238.42779820261,37693.833333333336,4.668224461028614,-4.342776358835232
154,2020-11-01,2020-11-01,1,"Agriculture, forestry and fishing",41267,2020,11,39928.50852736928,38110.666666666664,4.419848896732392,-0.5826329295156918
155,2020-12-01,2020-12-01,1,"Agriculture, forestry and fishing",44804,2020,12,40579.47727736928,38444.75,1.6303357525958795,-0.14763969425711787
156,2021-01-01,2021-01-01,1,"Agriculture, forestry and fishing",42883,2021,1,39652.52936070261,38706.208333333336,-2.2842776173058743,10.902115255596811
157,2021-02-01,2021-02-01,1,"Agriculture, forestry and fishing",41912,2021,2,39442.61790236928,38913.041666666664,-0.5293772218761927,10.670709238291742
158,2021-03-01,2021-03-01,1,"Agriculture, forestry and fishing",41233,2021,3,38777.34446486928,39145.08333333332,-1.6866868196901197,10.080523693116561
159,2021-04-01,2021-04-01,1,"Agriculture, forestry and fishing",39888,2021,4,39608.12311070262,39320.0,2.1424330554300486,16.480354402187693
160,2021-05-01,2021-05-01,1,"Agriculture, forestry and fishing",36589,2021,5,39414.433006535946,39326.75,-0.48901611324858596,12.566246608016396
161,2021-06-01,2021-06-01,1,"Agriculture, forestry and fishing",35794,2021,6,38553.440819035946,39250.125,-2.184459148143081,10.35624544925906
162,2021-07-01,2021-07-01,1,"Agriculture, forestry and fishing",36830,2021,7,38664.90512663399,39192.291666666664,0.28911636738531143,7.378935238403228
163,2021-08-01,2021-08-01,1,"Agriculture, forestry and fishing",36533,2021,8,38717.20659722222,39152.333333333336,0.1352685863755143,6.336135429058531
164,2021-09-01,2021-09-01,1,"Agriculture, forestry and fishing",36613,2021,9,39794.986008986925,39113.33333333333,2.7837220359849812,8.928917004477999
165,2021-10-01,2021-10-01,1,"Agriculture, forestry and fishing",37962,2021,10,39174.42779820261,39072.75,-1.5593879355659923,2.447799383749749
166,2021-11-01,2021-11-01,1,"Agriculture, forestry and fishing",40493,2021,11,39154.50852736928,39025.62500000001,-0.05084763697363881,-1.9384645922084887
167,2021-12-01,2021-12-01,1,"Agriculture, forestry and fishing",43739,2021,12,39514.47727736928,39028.62500000001,0.9193545355022925,-2.6244793463466753
168,2022-01-01,2022-01-01,1,"Agriculture, forestry and fishing",42560,2022,1,39329.52936070261,39050.62499999999,-0.46805102688931566,-0.8145760313593153
169,2022-02-01,2022-02-01,1,"Agriculture, forestry and fishing",41276,2022,2,38806.61790236928,39079.333333333336,-1.3295644947529217,-1.6124690343178205
170,2022-03-01,2022-03-01,1,"Agriculture, forestry and fishing",40933,2022,3,38477.34446486928,39092.83333333333,-0.8484981564958693,-0.7736476134197035
171,2022-04-01,2022-04-01,1,"Agriculture, forestry and fishing",39214,2022,4,38934.12311070262,39061.541666666664,1.1871366181478216,-1.7016711398220141
172,2022-05-01,2022-05-01,1,"Agriculture, forestry and fishing",36132,2022,5,38957.433006535946,39023.166666666664,0.059870093303637795,-1.1594737387804588
173,2022-06-01,2022-06-01,1,"Agriculture, forestry and fishing",36323,2022,6,39082.440819035946,38936.833333333336,0.3208830840549126,1.3721213690965905
174,2022-07-01,2022-07-01,1,"Agriculture, forestry and fishing",36829,2022,7,38663.90512663399,38753.08333333333,-1.07090469180241,-0.0025863247219315433
175,2022-08-01,2022-08-01,1,"Agriculture, forestry and fishing",37223,2022,8,39407.20659722222,38525.208333333336,1.9224686905105148,1.7821533644668985
176,2022-09-01,2022-09-01,1,"Agriculture, forestry and fishing",36247,2022,9,39428.986008986925,38304.70833333333,0.05526758591978265,-0.9197138552011208
177,2022-10-01,2022-10-01,1,"Agriculture, forestry and fishing",37577,2022,10,38789.42779820261,38083.958333333336,-1.6220508704904102,-0.982783978321855
178,2022-11-01,2022-11-01,1,"Agriculture, forestry and fishing",39957,2022,11,38618.50852736928,37754.45833333334,-0.44063364822630735,-1.3689355840728612
179,2022-12-01,2022-12-01,1,"Agriculture, forestry and fishing",42203,2022,12,37978.47727736928,37322.625,-1.6573173703650523,-3.887182890509089
180,2023-01-01,2023-01-01,1,"Agriculture, forestry and fishing",39686,2023,1,36455.52936070261,36913.583333333336,-4.010028905435259,-7.307486376563787
181,2023-02-01,2023-02-01,1,"Agriculture, forestry and fishing",38681,2023,2,36211.61790236928,36500.58333333333,-0.6690657428671254,-6.687003764483079
182,2023-03-01,2023-03-01,1,"Agriculture, forestry and fishing",38236,2023,3,35780.34446486928,36203.958333333336,-1.1909808577533432,-7.0093194774977885
183,2023-04-01,2023-04-01,1,"Agriculture, forestry and fishing",36613,2023,4,36333.12311070262,36036.125,1.5449226498533974,-6.680515168158518
184,2023-05-01,2023-05-01,1,"Agriculture, forestry and fishing",30825,2023,5,33650.433006535946,35822.25,-7.383593466470916,-13.62256080658507
185,2023-06-01,2023-06-01,1,"Agriculture, forestry and fishing",31266,2023,6,34025.440819035946,35590.583333333336,1.114421952392597,-12.939314674371305
186,2023-07-01,2023-07-01,1,"Agriculture, forestry and fishing",32069,2023,7,33903.90512663399,35437.083333333336,-0.35719064757557817,-12.311224084607609
